popularity_rank,returned_spotify_id,spotify_name,wikidata_qid,followers,monthly_listeners,enwiki_title,pageview_status,pageviews_total,pageview_months,mapping_tier,fua_code,study_city_label,mapped_fua,log10_followers,log10_pageviews,expected_log10_pageviews,attention_residual_log10,follower_rank,pageview_rank
876,5mGqZFvzU9FRNkcI3Y0A2V,Blu Mar Ten,Q4928657,27393,53063,Blu Mar Ten,ok,4715,12,excluded_no_defensible_fua,,,False,4.43763959750037,3.6734816970733473,4.206586972540182,-0.5331052754668351,837.0,877.0
877,0JseT2AZzVMKsBlrAywFcO,Anavae,Q4752397,29336,52164,Anavae,ok,2424,12,strict,UK001F,London,True,4.4674008969525465,3.3845326154942486,4.227868709810861,-0.8433360943166122,828.0,902.0
878,6KNqvxgfYVRSzgAE1j2UT5,Declan Welsh and The Decadent West,Q109450602,28947,51958,,not_captured,0,0,excluded_no_defensible_fua,,,False,,,,,,
879,3xA9AB0f4BVjsSlyQc12iE,Mclusky,Q1761282,50828,51917,Mclusky,ok,50180,12,strict,UK009F,Cardiff,True,4.706103021249971,4.700530656978592,4.398560043481079,0.3019706134975131,731.0,534.0
880,1HyT0AtzTH5lVzlm8yQgbI,Breabach,Q4959091,20677,51761,Breabach,ok,13449,12,excluded_no_defensible_fua,,,False,4.315487527750822,4.128689993585454,4.11923835862442,0.009451634961034294,863.0,789.0
881,5JQljNQvDpk1hhKpJHpwNU,Klimeks,Q57545813,31584,51676,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
882,7dtYyLTWjuZGOcweC3eD2f,Strawbs,Q926799,56523,51671,Strawbs,ok,110791,12,excluded_no_defensible_fua,,,False,4.752225204288859,5.044504482332027,4.431541136371901,0.612963345960126,706.0,340.0
883,4WM2JNPCcZ7f6M72C0bTyM,Empathy Test,Q63203779,38799,51330,,no_enwiki_article,0,0,strict,UK001F,London,True,,,,,,
884,0pobPzcYFoVSprUnwY2Bio,Goldie Lookin Chain,Q4039563,37598,51269,Goldie Lookin Chain,ok,46526,12,strict,UK558F,Newport,True,4.575164743542943,4.667695716350138,4.304928579931782,0.36276713641835556,788.0,553.0
885,5vTCEZ15eybRnoqUAra4Ys,Black Tongue,Q19689005,96043,50504,Black Tongue,ok,6,7,strict,UK026F,Hull,True,4.9824657172231515,0.7781512503836436,4.596181733238568,-3.8180304828549243,578.0,924.0
886,32ttgKG3BxUVYxlBdmLBMi,Dolores Forever,Q134238905,20474,50315,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
887,0UnBsBrom4chs5rnjRBtIK,Rosetta Stone,Q4048553,78261,50256,Rosetta Stone (band),ok,15095,12,excluded_no_defensible_fua,,,False,4.893545392909247,4.178833117359116,4.5325965062859295,-0.35376338892681325,637.0,772.0
888,4vhgCDK6RHCBN6P3jPQlZX,Abbacadabra,Q305788,5344,49799,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
889,6ahlwhwCBtwhSeDO5vYMh5,Flesh For Lulu,Q5458717,33594,49698,Flesh for Lulu,ok,19181,12,strict,UK001F,London,True,4.5262617178786275,4.282871245335206,4.269958959549393,0.012912285785812827,802.0,727.0
890,7aLNBjOlzOCyuFmytbbeYM,Matthews' Southern Comfort,Q96318732,10689,49578,Matthews Southern Comfort,ok,28403,12,excluded_no_defensible_fua,,,False,4.028937077070678,4.453364213801836,3.9143315999000965,0.5390326139017398,895.0,655.0
891,2b2c6xP76y8HCLiovv7kIZ,Kill The Lights,Q124372645,30730,48704,Kill the Lights (band),ok,11409,12,excluded_no_defensible_fua,,,False,4.487562560256378,4.057247580131245,4.242285930472261,-0.18503835034101623,817.0,804.0
892,02frazNrWgZCxUEf4UTfHt,Van Der Graaf Generator,Q752170,154738,48618,Van der Graaf Generator,ok,117018,12,strict,UK008F,Manchester,True,5.189596979269823,5.068252671142787,4.74429734581472,0.3239553253280665,471.0,330.0
893,6ZHfuZhV3q15jxpOY8S1m6,Balancing Act,Q129566045,12544,48276,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
894,0j7wLGDwHdUSPLkxCH3GBQ,A Blaze of Feather,Q113103524,34261,48229,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
895,6L48AOtGmQL1ELLoKML7cS,Angel Witch,Q531934,107188,48153,Angel Witch,ok,38809,12,strict,UK001F,London,True,5.030146167581612,4.588932452323186,4.630277113351489,-0.04134466102830281,552.0,590.0
896,7cfhZmKaLWzNLwHDxzugUH,Little Comets,Q4166250,80242,47976,Little Comets,ok,7718,12,excluded_no_defensible_fua,,,False,4.904401744764843,3.887504774235378,4.540359676314178,-0.6528549020787997,632.0,842.0
897,12X85dtebfc7JTZ8iMBT2o,Osibisa,Q1890473,47531,47843,Osibisa,ok,53249,12,strict,UK001F,London,True,4.676976951469455,4.726311456269276,4.377732546825819,0.3485789094434564,745.0,519.0
898,64vNIhiqTanqaY1VJucSAS,U.K.,Q1330725,62279,47600,U.K. (band),ok,71613,12,excluded_no_defensible_fua,,,False,4.7943416305825215,4.854991867500404,4.461657789060467,0.3933340784399366,688.0,447.0
899,07vC6cutbett8UknXnqxsu,Ulrika Spacek,Q23018832,36028,46731,Ulrika Spacek,ok,10592,12,excluded_no_defensible_fua,,,False,4.55664015407172,4.024977972095625,4.291681999526002,-0.2667040274303769,794.0,812.0
900,0jyH4jtanxaysaxwDVhR6f,Seefeel,Q2264804,44055,46679,Seefeel,ok,24370,12,excluded_no_defensible_fua,,,False,4.643995205578482,4.386855529184724,4.354147929766074,0.03270759941865009,759.0,682.0
901,4H0zGQILA7vJKl0ot2OYBf,Brodsky Quartet,Q924862,7254,46624,Brodsky Quartet,ok,7752,12,excluded_no_defensible_fua,,,False,3.8605775512444156,3.889413764042709,3.7939409159715236,0.09547284807118528,910.0,841.0
902,0DkpQq8B7ZAKebZEjlzVmd,The Vibrators,Q1754027,75847,46560,The Vibrators,ok,31657,12,strict,UK001F,London,True,4.879938407677633,4.500469756225069,4.52286641082385,-0.02239665459878104,644.0,638.0
903,3A9BLI8S2rNSxXS3QsMkOY,She's In Parties,Q130300851,10376,46512,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
904,0i2IEcWvtHUBYPkYWwCgjC,Trashcan Sinatras,Q939534,26676,46209,,not_captured,0,0,excluded_no_defensible_fua,,,False,,,,,,
905,3bqOGIOIvLc9JsAIS7OfEb,Oceanic,Q7076197,3833,46135,Oceanic (band),ok,9319,12,excluded_no_defensible_fua,,,False,3.5835388192543522,3.9693693117335274,3.595835805759899,0.37353350597362844,917.0,829.0
906,0BdsizQXvwb1BPeEKqfuVs,Ímar,Q97587415,15182,45827,Ímar (band),ok,4356,12,strict,UK004F,Glasgow,True,4.181328987089734,3.6390878710837375,4.023304146492491,-0.384216275408753,880.0,882.0
907,11tiA94VlUZOUTVCdQYw3a,Conan,Q19872238,82354,45815,Conan (band),ok,28152,12,strict,UK006F,Liverpool,True,4.915684698050264,4.449509253827135,4.548427900883589,-0.09891864705645403,618.0,658.0
908,4tyCvqG48h4LdcbFfWBjR9,The Wedding Present,Q4372,65575,45749,The Wedding Present,ok,73909,12,strict,UK003F,Leeds,True,4.816738299262391,4.86869732624796,4.47767321941321,0.39102410683475064,673.0,442.0
909,4xM0Rz2FbjZevoVLVJUgEQ,The Big Pink,Q1668695,39674,45735,The Big Pink,ok,28972,12,strict,UK001F,London,True,4.598505988988193,4.461978476528678,4.321619459103052,0.1403590174256264,777.0,652.0
910,2kS4yz85MaZlxp2VaS3BEe,Cabaret Voltaire,Q1024747,118625,45473,Cabaret Voltaire (band),ok,125810,12,strict,UK010F,Sheffield,True,5.074176225435349,5.099715162351024,4.661762167448732,0.4379529949022922,533.0,310.0
911,3CSQtK60sg2jNNxnpThSN1,Grim Reaper,Q2476571,102546,45246,Grim Reaper (band),ok,32438,12,excluded_no_defensible_fua,,,False,5.010918724559986,4.511054069468214,4.616527935785142,-0.10547386631692834,566.0,633.0
912,5MGxwE9JG5IA6uqswrgNL6,Beak>,Q4876102,92050,45055,Beak (band),ok,22998,12,excluded_no_defensible_fua,,,False,4.964023792840034,4.361690069637996,4.582994265059703,-0.2213041954217072,592.0,692.0
913,4tXmMY3u0qbzec7aocHPPt,Thy Slaughter,Q130775275,15187,44871,Thy Slaughter,ok,10115,12,excluded_no_defensible_fua,,,False,4.181471992946307,4.004965887106824,4.023406407251388,-0.018440520144563877,879.0,816.0
914,6hlQVaiKiA8Y9K12cTQPrF,D*Minds,Q5203219,4577,44572,D*Minds,ok,570,12,excluded_no_defensible_fua,,,False,3.6605809124272994,2.7558748556724915,3.6509271363089733,-0.8950522806364818,915.0,923.0
915,7h0muodpQ1q5o3RajwownN,Gama Bomb,Q1492853,83436,44268,Gama Bomb,ok,9540,12,excluded_no_defensible_fua,,,False,4.92135347543324,3.979548374704095,4.552481535406649,-0.5729331607025538,612.0,824.0
916,10aXVE8RSUCeMzaFvBnZ2i,Pitchshifter,Q2005871,48946,43987,Pitchshifter,ok,28135,12,strict,UK029F,Nottingham,True,4.689717205865222,4.449246919490012,4.386842859607961,0.06240405988205033,739.0,659.0
917,7fRzvXVDS5fOLD91WQwE6q,Phil Campbell and the Bastard Sons,Q47501791,47440,43860,Phil Campbell and the Bastard Sons,ok,43507,12,excluded_no_defensible_fua,,,False,4.676144680356206,4.638559137800543,4.377137405635879,0.26142173216466436,746.0,568.0
918,07PXLHOMh4k77DLNE0EolG,Ether,Q5403291,3646,43789,Ether (band),ok,1907,12,excluded_no_defensible_fua,,,False,3.5618166643189575,3.280350693046006,3.5803027073133444,-0.29995201426733864,918.0,910.0
919,7KiK3DokuIW5BVZu5Y5kph,Modern Romance,Q6888844,12292,43441,Modern Romance (band),ok,23225,12,excluded_no_defensible_fua,,,False,4.08962255158434,4.36595572266568,3.957726624597239,0.4082290980684409,887.0,689.0
920,7sx3r4lMo079vO7lIi0fng,Lanterns on the Lake,Q14158905,38093,43202,Lanterns on the Lake,ok,9325,12,strict,UK013F,Newcastle,True,4.580845176707686,3.9696488404807253,4.308990549281943,-0.33934170880121783,785.0,828.0
921,2LpdhgwN0mYKMjnzrBQU8H,The Crazy World Of Arthur Brown,Q377770,16217,43146,The Crazy World of Arthur Brown,ok,71526,12,strict,UK001F,London,True,4.209970516709344,4.854463938360501,4.0437851577257,0.8106787806348015,876.0,448.0
922,7FWu3peCUoaSGOc4PwxwTH,Kings Of The City,Q6413105,6557,43136,Kings of the City,ok,1236,12,excluded_no_defensible_fua,,,False,3.816705183666515,3.092018470752797,3.7625686231811537,-0.6705501524283566,912.0,919.0
923,43lLY3aEg3yQz8sYhyvdn5,Alisha's Attic,Q6601851,19496,42752,Alisha's Attic,ok,32188,12,strict,UK001F,London,True,4.289945516176668,4.507693992654917,4.100973753594009,0.40672023906090793,866.0,636.0
924,2vygNfdnPBXah21ZrqhxYk,A Certain Ratio,Q300348,46261,42710,A Certain Ratio,ok,43091,12,strict,UK008F,Manchester,True,4.665215016454227,4.634386572747978,4.369321811562357,0.26506476118562095,752.0,569.0
925,3Sr1muUE6DYihFufoHpnfc,The Rifles,Q493700,74510,42702,The Rifles (band),ok,13687,12,strict,UK001F,London,True,4.872214563397586,4.136308267255813,4.517343237181794,-0.38103496992598096,646.0,787.0
926,07eIrj0b3z5mgvtkDmWoxo,Heavy Lungs,Q105883290,33237,42610,Heavy Lungs,ok,13858,12,excluded_no_defensible_fua,,,False,4.5216218170903035,4.141700556997391,4.266641055043986,-0.12494049804659557,803.0,784.0
927,0tQ2Q4y9iUkKszxXyB14ZH,Young Marble Giants,Q2164036,62664,42598,Young Marble Giants,ok,32679,12,strict,UK009F,Cardiff,True,4.79701811353455,4.514268758352217,4.463571690941198,0.05069706741101854,687.0,631.0
928,5O7ziOtiFUyRMBJN1J4Tpv,Cathedral,Q1050878,96540,42528,Cathedral (band),ok,48528,12,strict,UK025F,Coventry,True,4.984707294482673,4.685992392966588,4.597784642358371,0.08820775060821706,576.0,542.0
929,4tqcqE9n9vHWbIT8ryEA1v,The Arrows,Q702998,7187,42469,,not_captured,0,0,strict,UK001F,London,True,,,,,,
930,1M684BN2C8BO9WwB0xeXJo,Wings of Desire,Q124131161,6904,41995,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
931,71lhIVHJ24x9hEcwFSWuOf,Onslaught,Q1417965,106888,41973,Onslaught (band),ok,34191,12,strict,UK011F,Bristol,True,5.0289289509869475,4.533911802994045,4.629406704994126,-0.09549490200008037,554.0,622.0
932,7GsdZ6T45uXudJ8Wsko9sB,The Associates,Q743137,50912,41622,The Associates (band),ok,76793,12,strict,UK550F,Dundee City,True,4.7068201579664875,4.885321634094973,4.399072854261152,0.4862487798338213,729.0,429.0
933,1uS4cYRRZRtauASIM9RxBG,Mesh,Q250009,38152,41618,Mesh (band),ok,11854,12,excluded_no_defensible_fua,,,False,4.581517309425811,4.073864922903,4.309471178561628,-0.23560625565862825,783.0,801.0
934,3uHCTHxtg3IVAvhyrYsZvI,Rolo Tomassi,Q7361393,78649,41494,Rolo Tomassi,ok,51643,12,strict,UK010F,Sheffield,True,4.8956932050617485,4.713011462982492,4.534132365767125,0.17887909721536754,634.0,527.0
935,7Ks1xbMXEQjy9aQObTJdId,Lonely The Brave,Q20127907,47704,40908,Lonely the Brave,ok,5948,12,strict,UK017F,Cambridge,True,4.678554796337683,3.7743709598499167,4.378860833579342,-0.6044898737294253,743.0,864.0
936,7oEVPoHXaj73ddUCTNlO9E,Gen and the Degenerates,Q105085574,15062,40842,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
937,1svaANJTE5KrG16fTGDqOs,The Puppini Sisters,Q1850284,69632,40797,The Puppini Sisters,ok,26529,12,excluded_no_defensible_fua,,,False,4.842808869346048,4.4237208797347956,4.496315786546703,-0.07259490681190783,659.0,669.0
938,76MojWoWNPzzKdrEspy5sl,NIMMO,Q106879795,14459,40726,Nimmo (band),ok,2771,12,excluded_no_defensible_fua,,,False,4.160138257723402,3.442636525782232,4.008151060328594,-0.5655145345463626,882.0,899.0
939,1Ag6UM6dow2OH9V06mxzV5,Mekons,Q1529069,27778,40549,The Mekons,ok,62554,12,strict,UK003F,Leeds,True,4.44370097357467,4.796255085770202,4.210921346895016,0.5853337388751862,836.0,479.0
940,2CLWZP9ZwueC8Yx9ORbxlW,bis,Q471241,13258,40316,Bis (Scottish band),ok,27388,12,strict,UK004F,Glasgow,True,4.122478014681511,4.437560319195281,3.9812209392411297,0.4563393799541515,885.0,663.0
941,3UvsX37JzJrmhTea2t3Wei,Morning Runner,Q1948294,8121,40259,Morning Runner,ok,5155,12,strict,UK552F,Reading,True,3.909609510490169,3.7122286696195355,3.8290027342974176,-0.1167740646778821,908.0,872.0
942,5uO1Dms6wMs4J3sSdcKEMh,One Minute Silence,Q1124940,41759,39696,One Minute Silence,ok,12428,12,excluded_no_defensible_fua,,,False,4.6207500900976095,4.0944012445829365,4.337525791297777,-0.2431245467148404,769.0,797.0
943,4HVopeHcb4aGTBsfIRrRcQ,InsideInfo,Q63242079,25281,39084,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
944,1daC6WKGAm52YZbL5G7zYg,Plump DJs,Q6317600,39640,39025,Plump DJs,ok,4807,12,strict,UK001F,London,True,4.598133645813237,3.681874122128647,4.321353203604475,-0.639479081475828,778.0,875.0
945,7mDQwcnDUGuSoggxbUtVc1,The Rakes,Q1762436,55169,38909,The Rakes,ok,8921,12,strict,UK001F,London,True,4.741695111954515,3.950413539369381,4.424011268300931,-0.47359772893155005,708.0,832.0
946,6ixeWfTvnU1VOVPEVP5Bcq,Red Lorry Yellow Lorry,Q1575233,51142,38041,Red Lorry Yellow Lorry,ok,19674,12,strict,UK003F,Leeds,True,4.708777707890155,4.293892667053009,4.400472660853492,-0.10657999380048278,728.0,721.0
947,5Lel5d14oFwC4XbKDv2AKW,Hallucinogen,Q11893563,66590,37698,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
948,75Kh0eqgzo9f43Dan1JzSV,Slow Club,Q1688137,57600,37665,Slow Club,ok,28083,12,strict,UK010F,Sheffield,True,4.760422483423212,4.448443499962475,4.437402854243193,0.011040645719281983,702.0,660.0
949,33Ztukerf3He8FeKk5acn8,Two Lone Swordsmen,Q3542601,40442,37114,Two Lone Swordsmen,ok,9503,12,excluded_no_defensible_fua,,,False,4.606832624848885,3.9778607292646972,4.327573677500693,-0.34971294823599575,774.0,825.0
950,5z96yaS2s1USscDldCCDgw,Angelic Upstarts,Q521396,52277,37083,Angelic Upstarts,ok,28880,12,strict,UK013F,Newcastle,True,4.718310656933965,4.4605971888976015,4.40728949078698,0.05330769811062108,723.0,653.0
951,1F7QDWyZTLGzkyGLgFjEhU,Pigs Pigs Pigs Pigs Pigs Pigs Pigs,Q93962241,72472,37035,Pigs Pigs Pigs Pigs Pigs Pigs Pigs,ok,54218,12,strict,UK013F,Newcastle,True,4.860170246649844,4.734143493233697,4.508730576130412,0.22541291710328526,653.0,516.0
952,1WFsBUAgQmrGQQEUyFKS60,Savages,Q5404233,130669,36562,Savages (band),ok,34853,12,strict,UK001F,London,True,5.116172567490158,4.542240166289717,4.691792950189794,-0.1495527839000772,513.0,618.0
953,1lbp4Rrpi6ug3cGZF9LWXq,Digital Dog,Q5275840,907,36424,Digital Dog,ok,1031,12,excluded_no_defensible_fua,,,False,2.957607287060095,3.0132586652835167,3.1482441124268465,-0.13498544714332983,924.0,921.0
954,0YtA5DdO2df8zIxpVdktqg,The 411,Q365321,38204,36002,The 411,ok,37748,12,excluded_no_defensible_fua,,,False,4.582108836392919,4.576893946376503,4.309894168207048,0.2669997781694544,782.0,599.0
955,2mHQfi32bOrYcD42cazcmh,Peter and the Test Tube Babies,Q2000167,46920,35963,Peter and the Test Tube Babies,ok,17318,12,strict,UK515F,Brighton and Hove,True,4.671358003443491,4.238497735307359,4.3737145443250105,-0.13521680901765176,750.0,746.0
956,1cFIgop2t8jZzlM7TVePLY,Puressence,Q3410949,14385,35668,Puressence,ok,15347,12,strict,UK008F,Manchester,True,4.157909866226345,4.186023493117446,4.006557580095892,0.1794659130215539,883.0,766.0
957,64Qk682XX2D0jk14ioYDGx,Moodswings,Q6907168,2398,35615,Moodswings (band),ok,5942,12,excluded_no_defensible_fua,,,False,3.37984917876283,3.773932647467645,3.450181231077589,0.32375141639005633,920.0,865.0
958,4jBSa0eitusIKxQHjAgsyd,Coverdale/Page,Q122627,90121,35540,,not_captured,0,0,excluded_no_defensible_fua,,,False,,,,,,
959,6vxyuUNiILvDzBfLxgu0KT,[spunge],Q3494280,21846,35282,Spunge,ok,6677,12,strict,UK571F,Cheltenham,True,4.339371929317587,3.824581376233483,4.136317638372541,-0.3117362621390578,857.0,858.0
960,61NdtTZaI4ZaMVNySovN0b,Grade 2,Q16251607,28578,35157,Grade 2 (band),ok,11608,12,excluded_no_defensible_fua,,,False,4.456031831895234,4.06475739942968,4.219738908356735,-0.15498150892705542,832.0,802.0
961,6OzpbdankE26K03oeoHhPN,Sky,Q1564341,12841,35087,Sky (English/Australian band),ok,38802,12,strict,UK001F,London,True,4.1085988459735665,4.58885411133076,3.971296210569502,0.6175579007612582,886.0,591.0
962,1K1m6K2IZOcbyabxB2jXjg,One Eskimo,Q4045817,11103,35030,One Eskimo,ok,654,12,strict,UK001F,London,True,4.045440339814774,2.815577748324267,3.9261327681385065,-1.1105550198142393,891.0,922.0
963,3SRTWBeGhX3o5DCQ2zzTdI,Dubstar,Q372843,17970,34962,Dubstar,ok,18987,12,strict,UK013F,Newcastle,True,4.254548077108974,4.278456350394209,4.075661720444918,0.20279462994929087,870.0,728.0
964,1ukEEwzjucRtFTxiw2DrDZ,Goat Girl,Q78534002,81408,34711,Goat Girl,ok,17570,12,strict,UK001F,London,True,4.910667085296282,4.244771761495295,4.5448399017598335,-0.3000681402645382,624.0,741.0
965,4unGdyZQTgdMSRqmsZsJZ1,Octopus,Q7077080,2173,34584,Octopus (Scottish band),ok,1932,12,excluded_no_defensible_fua,,,False,3.3370597263205246,3.2860071220794747,3.4195833102342252,-0.13357618815475059,922.0,909.0
966,63yEaRONzlJVu1ozymo4Fk,The Wild Swans,Q7774898,17544,34532,The Wild Swans (band),ok,14656,12,strict,UK006F,Liverpool,True,4.244128618669467,4.166015456323775,4.068210964560798,0.09780449176297701,872.0,777.0
967,48QP1FCIq76VufzDPShGi5,Auger,Q140317314,11957,34522,,not_captured,0,0,excluded_no_defensible_fua,,,False,,,,,,
968,39aYm70XPfUpkMIKSfeeig,The Wake,Q3523258,26671,34392,The Wake (UK band),ok,16189,12,strict,UK004F,Glasgow,True,4.426039299392167,4.209220023064993,4.198291820744239,0.010928202320753755,841.0,759.0
969,52aKFP2BnAa28POINNExhE,Rumahoy,Q116609986,24027,34135,Rumahoy,ok,5959,12,excluded_no_defensible_fua,,,False,4.380699548382717,3.775173385424787,4.165870230065658,-0.3906968446408712,848.0,863.0
970,2z846SqjChnjieVgTfRq3X,The Gesualdo Six,Q24887435,15910,34122,The Gesualdo Six,ok,7584,12,excluded_no_defensible_fua,,,False,4.201670179646581,3.87989832433001,4.037849745096568,-0.15795142076655821,878.0,845.0
971,5YFIVhzlaYH9Yadjw9gSUx,James and the Cold Gun,Q137757793,12359,34074,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
972,40PsC6cWe7ZQdOUTqF5JgD,Classix Nouveaux,Q2976627,31887,34070,Classix Nouveaux,ok,20737,12,excluded_no_defensible_fua,,,False,4.503613661772502,4.316745927670932,4.253763766845638,0.06298216082529429,811.0,711.0
973,7vF3DcPluq6lZI36VniagW,Current 93,Q739657,83424,33791,Current 93,ok,91207,12,strict,UK001F,London,True,4.921291009488235,4.9600281710555025,4.552436867201482,0.4075913038540202,613.0,391.0
974,48US3n5ecZ1TS4RjzsdWrm,Baba Ali,Q131406600,11533,33455,,not_captured,0,0,excluded_no_defensible_fua,,,False,,,,,,
975,5B9MfAU2KZlyvsofev6XXR,Kissing The Pink,Q3197517,10782,33343,Kissing the Pink,ok,13833,12,excluded_no_defensible_fua,,,False,4.032699327492617,4.14091637693907,3.917021913377667,0.22389446356140308,893.0,785.0
976,5MCl6mca6ZixPR36dHH9Sd,Low Island,Q113878754,21054,31768,,no_enwiki_article,0,0,excluded_no_defensible_fua,,,False,,,,,,
977,7mu52yh5bBhhJOyVndAEZW,Cleopatra,Q3680523,33076,31723,Cleopatra (group),ok,48225,12,strict,UK008F,Manchester,True,4.519512983257626,4.683272236315922,4.265133068215431,0.4181391681004909,804.0,544.0
978,1pMIULCflTFyzyv5vT1OzU,dearALICE,Q132200349,28780,31267,DearALICE,ok,44522,12,excluded_no_defensible_fua,,,False,4.4590907896005865,4.648574665308994,4.221926310634382,0.4266483546746116,830.0,564.0
979,3tDg9XbUbQS0dbaSnFNvvk,Witchfinder General,Q1814408,64357,31258,Witchfinder General (band),ok,36867,12,strict,UK002F,Birmingham,True,4.808595791272048,4.566637798944483,4.471850667341741,0.09478713160274221,678.0,604.0
980,1stGFX6w6VMHQPDPlBqX74,Sons of Raphael,Q122765662,6089,31229,,not_captured,0,0,strict,UK001F,London,True,,,,,,
981,0tQzBYPjAardhWpGkqVdNW,The Incredible String Band,Q1500510,60628,31217,The Incredible String Band,ok,82426,12,strict,UK007F,Edinburgh,True,4.782673241939565,4.916064224748736,4.453313947022568,0.46275027772616717,693.0,414.0
982,6Y1nACvxtuuTjKx2b4Rwmb,Vessels,Q7923356,35493,31211,Vessels (band),ok,5023,12,strict,UK003F,Leeds,True,4.5501427090794015,3.700963178159549,4.2870358006098765,-0.5860726224503274,795.0,873.0
983,77aUDqXRIvkDNxARfYwoHC,Peter Green Splinter Group,Q7174364,41317,31080,Peter Green Splinter Group,ok,12274,12,excluded_no_defensible_fua,,,False,4.616128780157716,4.088986118947913,4.3342211807532935,-0.24523506180538046,772.0,799.0
984,3KH6DLHeoFZgVbtKiLXb6L,The Field Mice,Q7733724,29459,31075,The Field Mice,ok,15340,12,strict,UK001F,London,True,4.469218000420631,4.185825359612962,4.229168085823106,-0.043342726210144455,827.0,767.0
985,6NCFDKbtkbJhgjQcFicLBi,Rudimentary Peni,Q2719617,42267,31002,Rudimentary Peni,ok,32078,12,strict,UK001F,London,True,4.626001423847892,4.506207283052255,4.341280919845634,0.16492636320662157,768.0,637.0
