popularity_rank,returned_spotify_id,spotify_name,wikidata_qid,monthly_listeners,followers,wikidata_name,inception_year,genre_qids,genre_labels,genre_families,record_label_qids,record_label_names,member_qids,member_names,enwiki_title,mapping_tier,fua_code,study_city_label,population,mapped_fua,has_genre,has_inception_year,formation_decade
869,6L48AOtGmQL1ELLoKML7cS,Angel Witch,Q531934,48153,107188,Angel Witch,1977.0,Q370515|Q38848,heavy metal music|new wave of British heavy metal,Metal,Q118686717|Q55965015,Back on Black Records|EMI,Q1138927|Q16737948|Q361721|Q5228698|Q713496,Bill Steer|Dave Dufort|Kevin Heybourne|Lee Altus|Tom Hunting,Angel Witch,strict,UK001F,London,12274097.0,True,True,True,1970
870,7cfhZmKaLWzNLwHDxzugUH,Little Comets,Q4166250,47976,80242,Little Comets,2008.0,Q183504,indie rock,Rock and indie,Q103042012|Q183387|Q5281021,Columbia Records|Dirty Hit|The Smallest Label,,,Little Comets,excluded_no_defensible_fua,,,,False,True,True,2000
871,12X85dtebfc7JTZ8iMBT2o,Osibisa,Q1890473,47843,47531,Osibisa,1969.0,Q972634,African popular music,"Pop, soul and R&B",Q671229,Bronze,,,Osibisa,strict,UK001F,London,12274097.0,True,True,True,1960
872,64vNIhiqTanqaY1VJucSAS,U.K.,Q1330725,47600,62279,UK,1977.0,Q49451,progressive rock,Rock and indie,Q1611073,E.G. Records,Q218031|Q285254|Q312797|Q366747|Q706756,Allan Holdsworth|Bill Bruford|Eddie Jobson|John Wetton|Terry Bozzio,U.K. (band),excluded_no_defensible_fua,,,,False,True,True,1970
873,07vC6cutbett8UknXnqxsu,Ulrika Spacek,Q23018832,46731,36028,Ulrika Spacek,2014.0,Q11366|Q183504|Q206159|Q209137|Q272167,alternative rock|indie rock|post-rock|psychedelic rock|shoegaze,Rock and indie,Q61965382,Tough Love Records,,,Ulrika Spacek,excluded_no_defensible_fua,,,,False,True,True,2010
874,0jyH4jtanxaysaxwDVhR6f,Seefeel,Q2264804,46679,44055,Seefeel,1992.0,Q170611,techno,Electronic and dance,Q1200368|Q1456588|Q543707,Astralwerks|Too Pure|Warp,Q21005394|Q5205439|Q6770135|Q70235260,DJ Scotch Egg|Mark Clifford|Mark Van Hoen|Sarah Peacock,Seefeel,excluded_no_defensible_fua,,,,False,True,True,1990
875,4H0zGQILA7vJKl0ot2OYBf,Brodsky Quartet,Q924862,46624,7254,Brodsky Quartet,1972.0,Q9730,classical music,Other genres,,,Q55104065|Q99705731,Ian Belton|Jacqueline Thomas,Brodsky Quartet,excluded_no_defensible_fua,,,,False,True,True,1970
876,0DkpQq8B7ZAKebZEjlzVmd,The Vibrators,Q1754027,46560,75847,The Vibrators,1976.0,Q3071,punk rock,Punk and new wave,Q1397901|Q216364|Q478062,Cleopatra Records|Epic Records|RAK,Q124165139|Q1777559|Q5526062,Gary Tibbs|Knox,The Vibrators,strict,UK001F,London,12274097.0,True,True,True,1970
877,3A9BLI8S2rNSxXS3QsMkOY,She's In Parties,Q130300851,46512,10376,She's In Parties,,,,,,,,,,excluded_no_defensible_fua,,,,False,False,False,
878,3bqOGIOIvLc9JsAIS7OfEb,Oceanic,Q7076197,46135,3833,Oceanic,,Q170611,techno,Electronic and dance,,,,,Oceanic (band),excluded_no_defensible_fua,,,,False,True,False,
879,3cz1YSCXv6hjifHO6bYLLH,Sidemen,Q81339539,46056,189477,Sidemen,2013.0,,,,,,Q104552989|Q104761174|Q106381073|Q107354778|Q16235544|Q82476104|Q86843173,Behzinga|KSI|Miniminter|TBJZL|Vikkstar123|W2S|Zerkaa,Sidemen,excluded_no_defensible_fua,,,,False,False,True,2010
880,0BdsizQXvwb1BPeEKqfuVs,Ímar,Q97587415,45827,15182,Ímar,2016.0,Q17018487|Q1771297|Q854451,Celtic music|English folk music|Scottish folk music,Other genres,,,,,Ímar (band),strict,UK004F,Glasgow,1831890.0,True,True,True,2010
881,11tiA94VlUZOUTVCdQYw3a,Conan,Q19872238,45815,82354,Conan,2006.0,Q1772422|Q186170|Q720959,doom metal|sludge metal|stoner metal,Metal,,,,,Conan (band),strict,UK006F,Liverpool,1540817.0,True,True,True,2000
882,4tyCvqG48h4LdcbFfWBjR9,The Wedding Present,Q4372,45749,65575,The Wedding Present,1985.0,Q183504,indie rock,Rock and indie,Q190585,Island Records,Q5234068|Q7177026|Q83200951,David Gedge|Melanie Howard|Peter Solowka,The Wedding Present,strict,UK003F,Leeds,2969034.0,True,True,True,1980
883,4xM0Rz2FbjZevoVLVJUgEQ,The Big Pink,Q1668695,45735,39674,The Big Pink,2007.0,Q183504,indie rock,Rock and indie,Q238095,4AD,,,The Big Pink,strict,UK001F,London,12274097.0,True,True,True,2000
884,3CSQtK60sg2jNNxnpThSN1,Grim Reaper,Q2476571,45246,102546,Grim Reaper,1979.0,Q483352,thrash metal,Metal,,,Q12884868,Steve Grimmett,Grim Reaper (band),excluded_no_defensible_fua,,,,False,True,True,1970
885,5MGxwE9JG5IA6uqswrgNL6,Beak>,Q4876102,45055,92050,Beak>,2009.0,Q320592,Krautrock,Rock and indie,,,,,Beak (band),excluded_no_defensible_fua,,,,False,True,True,2000
886,4tXmMY3u0qbzec7aocHPPt,Thy Slaughter,Q130775275,44871,15187,Thy Slaughter,,,,,,,,,Thy Slaughter,excluded_no_defensible_fua,,,,False,False,False,
887,6hlQVaiKiA8Y9K12cTQPrF,D*Minds,Q5203219,44572,4577,D*Minds,1997.0,Q188994,drum and bass,Electronic and dance,,,,,D*Minds,excluded_no_defensible_fua,,,,False,True,True,1990
888,68nnzWZxUGFW1ss9rEhUPP,Noise Foundation,Q138608483,44527,559,Noise Foundation,2018.0,Q193207,ambient music,Electronic and dance,,,,,,excluded_no_defensible_fua,,,,False,True,True,2010
889,7h0muodpQ1q5o3RajwownN,Gama Bomb,Q1492853,44268,83436,Gama Bomb,2002.0,Q483352,thrash metal,Metal,Q838544,Earache Records,,,Gama Bomb,excluded_no_defensible_fua,,,,False,True,True,2000
890,10aXVE8RSUCeMzaFvBnZ2i,Pitchshifter,Q2005871,43987,48946,Pitchshifter,1989.0,Q208494,industrial metal,Metal,Q438628|Q7120665|Q838544,Alternative Tentacles|Earache Records|PSI Records,Q16203046,JS Clayden,Pitchshifter,strict,UK029F,Nottingham,906878.0,True,True,True,1980
891,7fRzvXVDS5fOLD91WQwE6q,Phil Campbell and the Bastard Sons,Q47501791,43860,47440,Phil Campbell and the Bastard Sons,,Q38848|Q83270,hard rock|heavy metal music,Metal|Rock and indie,Q158886,Nuclear Blast,Q366807,Phil Campbell,Phil Campbell and the Bastard Sons,excluded_no_defensible_fua,,,,False,True,False,
892,07PXLHOMh4k77DLNE0EolG,Ether,Q5403291,43789,3646,Ether,,Q189045,Britpop,"Pop, soul and R&B",Q909310,Regal Recordings,,,Ether (band),excluded_no_defensible_fua,,,,False,True,False,
893,7KiK3DokuIW5BVZu5Y5kph,Modern Romance,Q6888844,43441,12292,Modern Romance,1980.0,Q37073,pop music,"Pop, soul and R&B",Q21077,Warner Music Group,,,Modern Romance (band),excluded_no_defensible_fua,,,,False,True,True,1980
894,7sx3r4lMo079vO7lIi0fng,Lanterns on the Lake,Q14158905,43202,38093,Lanterns on the Lake,,Q183504,indie rock,Rock and indie,Q815776,Bella Union,,,Lanterns on the Lake,strict,UK013F,Newcastle,1173303.0,True,True,False,
895,2LpdhgwN0mYKMjnzrBQU8H,The Crazy World Of Arthur Brown,Q377770,43146,16217,The Crazy World of Arthur Brown,1967.0,Q2045695|Q206159|Q484641,pop rock|psychedelic rock|shock rock,"Pop, soul and R&B|Rock and indie",Q1476147|Q202440,Atlantic Records|Voiceprint Records,Q708782,Arthur Brown,The Crazy World of Arthur Brown,strict,UK001F,London,12274097.0,True,True,True,1960
896,7FWu3peCUoaSGOc4PwxwTH,Kings Of The City,Q6413105,43136,6557,Kings of the City,,Q11399|Q11401,hip-hop|rock music,Other genres|Rock and indie,,,,,Kings of the City,excluded_no_defensible_fua,,,,False,True,False,
897,43lLY3aEg3yQz8sYhyvdn5,Alisha's Attic,Q6601851,42752,19496,Alisha's Attic,1996.0,Q37073,pop music,"Pop, soul and R&B",Q165745|Q2482872,Mercury Records|Universal Records,Q3481851|Q6369963,Karen Poole|Shelly Poole,Alisha's Attic,strict,UK001F,London,12274097.0,True,True,True,1990
898,2vygNfdnPBXah21ZrqhxYk,A Certain Ratio,Q300348,42710,46261,A Certain Ratio,1977.0,Q3071,punk rock,Punk and new wave,Q1139341|Q2400027|Q578943,Creation Records|Factory Benelux|Factory Records,,,A Certain Ratio,strict,UK008F,Manchester,3432092.0,True,True,True,1970
899,3Sr1muUE6DYihFufoHpnfc,The Rifles,Q493700,42702,74510,The Rifles,2004.0,Q183504,indie rock,Rock and indie,Q2818028,679 Artists,,,The Rifles (band),strict,UK001F,London,12274097.0,True,True,True,2000
900,07eIrj0b3z5mgvtkDmWoxo,Heavy Lungs,Q105883290,42610,33237,Heavy Lungs,,Q181861|Q598929,noise rock|post-punk,Punk and new wave|Rock and indie,,,,,Heavy Lungs,excluded_no_defensible_fua,,,,False,True,False,
901,0tQ2Q4y9iUkKszxXyB14ZH,Young Marble Giants,Q2164036,42598,62664,Young Marble Giants,1978.0,Q3071,punk rock,Punk and new wave,Q1238400|Q385558,Domino Recording Company|Rough Trade,,,Young Marble Giants,strict,UK009F,Cardiff,905859.0,True,True,True,1970
902,5O7ziOtiFUyRMBJN1J4Tpv,Cathedral,Q1050878,42528,96540,Cathedral,1989.0,Q186170,doom metal,Metal,Q158886|Q183387|Q838544,Columbia Records|Earache Records|Nuclear Blast,Q1361419,Lee Dorrian,Cathedral (band),strict,UK025F,Coventry,741982.0,True,True,True,1980
903,1M684BN2C8BO9WwB0xeXJo,Wings of Desire,Q124131161,41995,6904,Wings of Desire,,,,,,,,,,excluded_no_defensible_fua,,,,False,False,False,
904,71lhIVHJ24x9hEcwFSWuOf,Onslaught,Q1417965,41973,106888,Onslaught,1982.0,Q483352,thrash metal,Metal,Q935090,London Records,,,Onslaught (band),strict,UK011F,Bristol,979556.0,True,True,True,1980
905,7GsdZ6T45uXudJ8Wsko9sB,The Associates,Q743137,41622,50912,The Associates,1979.0,Q598929,post-punk,Punk and new wave,Q2481499,Fiction Records,Q15496981|Q2083623|Q2103176|Q6774452,Alan Rankine|Billy Mackenzie|Martha Ladly|Michael Dempsey,The Associates (band),strict,UK550F,Dundee City,261740.0,True,True,True,1970
906,1uS4cYRRZRtauASIM9RxBG,Mesh,Q250009,41618,38152,Mesh,1991.0,Q1298934,synth-pop,Electronic and dance,,,,,Mesh (band),excluded_no_defensible_fua,,,,False,True,True,1990
907,3uHCTHxtg3IVAvhyrYsZvI,Rolo Tomassi,Q7361393,41494,78649,Rolo Tomassi,2005.0,Q616679,mathcore,Other genres,Q10294040,Hassle Records,,,Rolo Tomassi,strict,UK010F,Sheffield,1168389.0,True,True,True,2000
908,7Ks1xbMXEQjy9aQObTJdId,Lonely The Brave,Q20127907,40908,47704,Lonely The Brave,2009.0,Q11366,alternative rock,Rock and indie,Q10294040,Hassle Records,,,Lonely the Brave,strict,UK017F,Cambridge,396189.0,True,True,True,2000
909,7oEVPoHXaj73ddUCTNlO9E,Gen and the Degenerates,Q105085574,40842,15062,Gen and the Degenerates,,Q11399|Q183504,indie rock|rock music,Rock and indie,Q104905694,Marshall Records,,,,excluded_no_defensible_fua,,,,False,True,False,
910,1svaANJTE5KrG16fTGDqOs,The Puppini Sisters,Q1850284,40797,69632,The Puppini Sisters,2004.0,Q185298,a cappella,Other genres,Q38903,Universal Music Group,Q6756367,Marcella Puppini,The Puppini Sisters,excluded_no_defensible_fua,,,,False,True,True,2000
911,76MojWoWNPzzKdrEspy5sl,NIMMO,Q106879795,40726,14459,Nimmo,,Q9778,electronic music,Electronic and dance,Q183387|Q56760250|Q917561,Columbia Records|Kitsuné|Sony Music,,,Nimmo (band),excluded_no_defensible_fua,,,,False,True,False,
912,2CLWZP9ZwueC8Yx9ORbxlW,bis,Q471241,40316,13258,Bis,1994.0,Q1298934|Q842324,indie pop|synth-pop,"Electronic and dance|Pop, soul and R&B",Q2371991|Q3568013,Chemikal Underground|Wiiija,,,Bis (Scottish band),strict,UK004F,Glasgow,1831890.0,True,True,True,1990
913,3UvsX37JzJrmhTea2t3Wei,Morning Runner,Q1948294,40259,8121,Morning Runner,2003.0,Q183504,indie rock,Rock and indie,Q208909,Parlophone,,,Morning Runner,strict,UK552F,Reading,351602.0,True,True,True,2000
914,5uO1Dms6wMs4J3sSdcKEMh,One Minute Silence,Q1124940,39696,41759,One Minute Silence,1995.0,Q856872,rap metal,Metal,Q4905424,Big Cat Records,,,One Minute Silence,excluded_no_defensible_fua,,,,False,True,True,1990
915,4HVopeHcb4aGTBsfIRrRcQ,InsideInfo,Q63242079,39084,25281,InsideInfo,,Q188994,drum and bass,Electronic and dance,Q15198062,Viper Recordings,,,,excluded_no_defensible_fua,,,,False,True,False,
916,1daC6WKGAm52YZbL5G7zYg,Plump DJs,Q6317600,39025,39640,Plump DJs,,Q817138,electronica,Electronic and dance,,,,,Plump DJs,strict,UK001F,London,12274097.0,True,True,False,
917,7mDQwcnDUGuSoggxbUtVc1,The Rakes,Q1762436,38909,55169,The Rakes,2004.0,Q183504,indie rock,Rock and indie,Q1191537,V2 Records,,,The Rakes,strict,UK001F,London,12274097.0,True,True,True,2000
918,6ixeWfTvnU1VOVPEVP5Bcq,Red Lorry Yellow Lorry,Q1575233,38041,51142,Red Lorry Yellow Lorry,1981.0,Q3071|Q485395,gothic rock|punk rock,Punk and new wave,Q126039|Q7304788,Beggars Banquet Records|Red Rhino Records,,,Red Lorry Yellow Lorry,strict,UK003F,Leeds,2969034.0,True,True,True,1980
919,5Lel5d14oFwC4XbKDv2AKW,Hallucinogen,Q11893563,37698,66590,Hallucinogen,,,,,,,,,,excluded_no_defensible_fua,,,,False,False,False,
920,75Kh0eqgzo9f43Dan1JzSV,Slow Club,Q1688137,37665,57600,Slow Club,2006.0,Q183504,indie rock,Rock and indie,Q784001,Moshi Moshi Records,,,Slow Club,strict,UK010F,Sheffield,1168389.0,True,True,True,2000
921,33Ztukerf3He8FeKk5acn8,Two Lone Swordsmen,Q3542601,37114,40442,Two Lone Swordsmen,,Q2187392,alternative dance,Other genres,Q1139341|Q543707,Creation Records|Warp,Q178922|Q3194782,Andrew Weatherall|Keith Tenniswood,Two Lone Swordsmen,excluded_no_defensible_fua,,,,False,True,False,
922,5z96yaS2s1USscDldCCDgw,Angelic Upstarts,Q521396,37083,52277,Angelic Upstarts,1977.0,Q274401|Q3071,oi!|punk rock,Punk and new wave,Q1035129|Q112175682|Q183412|Q843402,Captain Oi! Records|Demons Run Amok Entertainment|EMI|Warner Bros. Records,,,Angelic Upstarts,strict,UK013F,Newcastle,1173303.0,True,True,True,1970
923,1F7QDWyZTLGzkyGLgFjEhU,Pigs Pigs Pigs Pigs Pigs Pigs Pigs,Q93962241,37035,72472,Pigs Pigs Pigs Pigs Pigs Pigs Pigs,2012.0,Q186170|Q320592|Q38848|Q726239,Krautrock|doom metal|heavy metal music|noise music,Metal|Other genres|Rock and indie,,,,,Pigs Pigs Pigs Pigs Pigs Pigs Pigs,strict,UK013F,Newcastle,1173303.0,True,True,True,2010
924,64JgVJdkSDXU6AEJUOnspK,The Sweet,Q487919,36967,11359,The Sweet,1968.0,Q76092|Q83270|Q997481,bubblegum music|glam rock|hard rock,Other genres|Rock and indie,Q155152|Q193023|Q202585,Capitol Records|Polydor Records|RCA Records,Q118317158|Q2612094|Q28370294|Q3305046|Q527532|Q912028,Andy Scott|Brian Connolly|Joe Retta|Mick Tucker|Steve Mann|Steve Priest,The Sweet,strict,UK001F,London,12274097.0,True,True,True,1960
925,1WFsBUAgQmrGQQEUyFKS60,Savages,Q5404233,36562,130669,Savages,2011.0,Q598929,post-punk,Punk and new wave,,,Q135646318|Q2934863,Fay Milton|Jehnny Beth,Savages (band),strict,UK001F,London,12274097.0,True,True,True,2010
926,1lbp4Rrpi6ug3cGZF9LWXq,Digital Dog,Q5275840,36424,907,Digital Dog,,Q170611,techno,Electronic and dance,,,,,Digital Dog,excluded_no_defensible_fua,,,,False,True,False,
927,0YtA5DdO2df8zIxpVdktqg,The 411,Q365321,36002,38204,The 411,2003.0,Q850412,contemporary R&B,"Pop, soul and R&B",Q330629,Sony Music,Q5045439|Q7809567,Carolyn Owlett|Tisha Martin,The 411,excluded_no_defensible_fua,,,,False,True,True,2000
928,2mHQfi32bOrYcD42cazcmh,Peter and the Test Tube Babies,Q2000167,35963,46920,Peter and the Test Tube Babies,1978.0,Q3071,punk rock,Punk and new wave,Q1035129,Captain Oi! Records,,,Peter and the Test Tube Babies,strict,UK515F,Brighton and Hove,441252.0,True,True,True,1970
929,3o7Com7ZIpDARXoOHwK4th,Man-Made Sunshine,Q131540831,35712,40010,Man-Made Sunshine,,,,,,,Q131540840,Conor Mason,,excluded_no_defensible_fua,,,,False,False,False,
930,1cFIgop2t8jZzlM7TVePLY,Puressence,Q3410949,35668,14385,Puressence,1992.0,Q11366,alternative rock,Rock and indie,Q190585,Island Records,,,Puressence,strict,UK008F,Manchester,3432092.0,True,True,True,1990
931,64Qk682XX2D0jk14ioYDGx,Moodswings,Q6907168,35615,2398,Moodswings,1992.0,Q170435|Q193207|Q9778,ambient music|electronic music|trance,Electronic and dance|Other genres,Q1186369|Q664167|Q7973326,Arista Records|Varèse Sarabande|Water Music Records,Q123036460|Q3775765,Grant Showbiz|James Hood,Moodswings (band),excluded_no_defensible_fua,,,,False,True,True,1990
932,6vxyuUNiILvDzBfLxgu0KT,[spunge],Q3494280,35282,21846,Spunge,,Q3071,punk rock,Punk and new wave,,,,,Spunge,strict,UK571F,Cheltenham,214238.0,True,True,False,
933,61NdtTZaI4ZaMVNySovN0b,Grade 2,Q16251607,35157,28578,Grade 2,2013.0,Q274401|Q3071|Q383615,oi!|punk rock|street punk,Punk and new wave,Q1239845,Hellcat Records,,,Grade 2 (band),excluded_no_defensible_fua,,,,False,True,True,2010
934,6OzpbdankE26K03oeoHhPN,Sky,Q1564341,35087,12841,Sky,1978.0,Q49451,progressive rock,Rock and indie,Q165745|Q216364|Q662575,Ariola|Epic Records|Mercury Records,Q1609413|Q2030899|Q370293,Herbie Flowers|John Williams|Kevin Peek,Sky (English/Australian band),strict,UK001F,London,12274097.0,True,True,True,1970
935,1K1m6K2IZOcbyabxB2jXjg,One Eskimo,Q4045817,35030,11103,One Eskimo,2004.0,Q183504,indie rock,Rock and indie,Q7488590,Shangri-La Music,Q323889,Kristian Leontiou,One Eskimo,strict,UK001F,London,12274097.0,True,True,True,2000
936,3SRTWBeGhX3o5DCQ2zzTdI,Dubstar,Q372843,34962,17970,Dubstar,1992.0,Q1298934,synth-pop,Electronic and dance,Q5465369,Food Records,,,Dubstar,strict,UK013F,Newcastle,1173303.0,True,True,True,1990
937,1ukEEwzjucRtFTxiw2DrDZ,Goat Girl,Q78534002,34711,81408,Goat Girl,2016.0,Q598929,post-punk,Punk and new wave,Q385558,Rough Trade,Q106548896,Lottie Pendlebury,Goat Girl,strict,UK001F,London,12274097.0,True,True,True,2010
938,4unGdyZQTgdMSRqmsZsJZ1,Octopus,Q7077080,34584,2173,Octopus,1993.0,Q189045,Britpop,"Pop, soul and R&B",Q5465369,Food Records,,,Octopus (Scottish band),excluded_no_defensible_fua,,,,False,True,True,1990
939,63yEaRONzlJVu1ozymo4Fk,The Wild Swans,Q7774898,34532,17544,The Wild Swans,1980.0,Q598929,post-punk,Punk and new wave,Q8074062,Zoo Records,Q131820092|Q7153625,Alan Wills|Paul Simpson,The Wild Swans (band),strict,UK006F,Liverpool,1540817.0,True,True,True,1980
940,3zDEBkBUs36ij8r5Hyz2CN,Ambrosian Singers,Q2588958,34498,962,Ambrosian Singers,1951.0,Q1344|Q163775|Q201405,Renaissance music|medieval music|opera,Other genres,Q1536003|Q183412|Q557632,Decca|EMI|Philips Records,,,Ambrosian Singers,strict,UK001F,London,12274097.0,True,True,True,1950
941,39aYm70XPfUpkMIKSfeeig,The Wake,Q3523258,34392,26671,The Wake,,Q598929,post-punk,Punk and new wave,Q2400027|Q578943,Factory Benelux|Factory Records,Q1691395|Q2248119|Q95470825|Q95471575|Q95472068,Bobby Gillespie|Carolyn Allen|Gerard McNulty|Joe Donnelly|Steven Allen,The Wake (UK band),strict,UK004F,Glasgow,1831890.0,True,True,False,
942,52aKFP2BnAa28POINNExhE,Rumahoy,Q116609986,34135,24027,Rumahoy,2011.0,Q3389124|Q484179|Q57143,folk metal|pirate metal|power metal,Metal,Q693194,Napalm Records,,,Rumahoy,excluded_no_defensible_fua,,,,False,True,True,2010
943,2z846SqjChnjieVgTfRq3X,The Gesualdo Six,Q24887435,34122,15910,The Gesualdo Six,2014.0,,,,Q135673603|Q1569586,Arcana|Hyperion Records,Q87989437|Q87989459|Q87989509|Q87990051|Q87990084|Q87990692|Q87990707|Q87990718|Q87990736|Q87990743|Q87991208,Alexander Chance|Andrew Leslie Cooper|Guy James|Hiroshi Amako|Jonathan Pacey|Joseph Wicks|Josh Cooter|Michael Craddock|Owain Park|Pat Dunachie|Samuel Mitchell,The Gesualdo Six,excluded_no_defensible_fua,,,,False,False,True,2010
944,5YFIVhzlaYH9Yadjw9gSUx,James and the Cold Gun,Q137757793,34074,12359,James and the Cold Gun,,Q11366,alternative rock,Rock and indie,,,,,,excluded_no_defensible_fua,,,,False,True,False,
945,40PsC6cWe7ZQdOUTqF5JgD,Classix Nouveaux,Q2976627,34070,31887,Classix Nouveaux,1979.0,Q187760,new wave,Punk and new wave,Q183412,EMI,Q3943058,Sal Solo,Classix Nouveaux,excluded_no_defensible_fua,,,,False,True,True,1970
946,7vF3DcPluq6lZI36VniagW,Current 93,Q739657,33791,83424,Current 93,1982.0,Q775614,neofolk,Other genres,Q5316786,Durtro,Q1557681|Q1703510|Q1927137|Q2756017|Q525754|Q6129841|Q955880,David Tibet|Douglas P.|James Blackshaw|Joolie Wood|Michael Cashmore|Rose McDowall|Steven Stapleton,Current 93,strict,UK001F,London,12274097.0,True,True,True,1980
947,5B9MfAU2KZlyvsofev6XXR,Kissing The Pink,Q3197517,33343,10782,Kissing the Pink,1980.0,Q9778,electronic music,Electronic and dance,Q16997189,Magnet,,,Kissing the Pink,excluded_no_defensible_fua,,,,False,True,True,1980
948,5MCl6mca6ZixPR36dHH9Sd,Low Island,Q113878754,31768,21054,Low Island,2016.0,,,,,,,,,excluded_no_defensible_fua,,,,False,False,True,2010
949,7mu52yh5bBhhJOyVndAEZW,Cleopatra,Q3680523,31723,33076,Cleopatra,,Q850412,contemporary R&B,"Pop, soul and R&B",Q6794165,Maverick,Q5131637,Cleo Higgins,Cleopatra (group),strict,UK008F,Manchester,3432092.0,True,True,False,
950,1pMIULCflTFyzyv5vT1OzU,dearALICE,Q132200349,31267,28780,DearALICE,,Q37073,pop music,"Pop, soul and R&B",Q123699900|Q483938,Gamma|SM Entertainment,Q136306825|Q136306874|Q136306887|Q136306906|Q136306912,"Blaise Noon|Dexter Greenwood|James Sharp|Oliver ""Olly"" Quinn|Reese Carter",DearALICE,excluded_no_defensible_fua,,,,False,True,False,
951,3tDg9XbUbQS0dbaSnFNvvk,Witchfinder General,Q1814408,31258,64357,Witchfinder General,1979.0,Q186170|Q38848,doom metal|heavy metal music,Metal,,,,,Witchfinder General (band),strict,UK002F,Birmingham,3135994.0,True,True,True,1970
952,0tQzBYPjAardhWpGkqVdNW,The Incredible String Band,Q1500510,31217,60628,The Incredible String Band,1966.0,Q43343|Q846119,folk music|psychedelic music,Other genres|Rock and indie,Q190585|Q726251,Elektra|Island Records,Q6847220,Mike Heron,The Incredible String Band,strict,UK007F,Edinburgh,893610.0,True,True,True,1960
953,6Y1nACvxtuuTjKx2b4Rwmb,Vessels,Q7923356,31211,35493,Vessels,2005.0,Q209137,post-rock,Rock and indie,,,,,Vessels (band),strict,UK003F,Leeds,2969034.0,True,True,True,2000
954,77aUDqXRIvkDNxARfYwoHC,Peter Green Splinter Group,Q7174364,31080,41317,Peter Green Splinter Group,,,,,Q748710,Snapper Music,,,Peter Green Splinter Group,excluded_no_defensible_fua,,,,False,False,False,
955,3KH6DLHeoFZgVbtKiLXb6L,The Field Mice,Q7733724,31075,29459,The Field Mice,,Q183504,indie rock,Rock and indie,Q3473424,Sarah Records,,,The Field Mice,strict,UK001F,London,12274097.0,True,True,False,
956,6NCFDKbtkbJhgjQcFicLBi,Rudimentary Peni,Q2719617,31002,42267,Rudimentary Peni,1980.0,Q10922|Q486365,anarcho-punk|hardcore punk,Punk and new wave,Q2835318,Crass Records,Q7026787,Nick Blinko,Rudimentary Peni,strict,UK001F,London,12274097.0,True,True,True,1980
957,6IN0ZavFCDhKZ2N3NT7E3z,Skarlett Riot,Q30116699,30983,41251,Skarlett Riot,2010.0,Q38848|Q487914|Q83270,hard rock|heavy metal music|pop-punk,Metal|Punk and new wave|Rock and indie,,,,,Skarlett Riot,excluded_no_defensible_fua,,,,False,True,True,2010
958,65X3sG8LVBQN5033RqB6qn,Spinal Tap,Q741661,30887,59910,Spinal Tap,,Q1133657|Q1391336|Q38848|Q83270,comedy rock|hard rock|heavy metal music|traditional heavy metal,Metal|Rock and indie,Q155152|Q212699|Q231694,Geffen Records|Interscope Records|Polydor Records,Q1381281|Q5006588|Q5240008|Q5262360|Q7032682,C. J. Vanston|David St. Hubbins|Derek Smalls|Gregg Bissonette|Nigel Tufnel,Spinal Tap (band),excluded_non_uk,,,,False,True,False,
