popularity_rank,spotify_name,returned_spotify_id,wikidata_qid,monthly_listeners,formation_label,current_claim_place,current_origin_cluster,current_origin_resolution,wikidata_url,musicbrainz_ids,musicbrainz_names,musicbrainz_begin_area,musicbrainz_urls,musicbrainz_matches_claim,wikipedia_title,wikipedia_origin,wikipedia_url,wikipedia_matches_claim,automated_status,proposed_origin,review_priority,manual_status,manual_decision,manual_source_url,manual_notes,final_status,final_origin
40,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,Q494784,13707032,Sheffield,Sheffield,Sheffield,reported_place,https://www.wikidata.org/wiki/Q494784,074e3847-f67f-49f9-81f1-8c8cea147e8e,Bring Me the Horizon,Sheffield,https://musicbrainz.org/artist/074e3847-f67f-49f9-81f1-8c8cea147e8e,True,Bring Me the Horizon,"Sheffield, South Yorkshire, England",https://en.wikipedia.org/wiki/Bring_Me_the_Horizon,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Sheffield
41,Snow Patrol,3rIZMv9rysU7JkLzEaC5Jp,Q188407,13274460,Dundee,Dundee,Dundee,reported_place,https://www.wikidata.org/wiki/Q188407,a66999a7-ae5c-460e-ba94-1a01143ae847,Snow Patrol,Dundee,https://musicbrainz.org/artist/a66999a7-ae5c-460e-ba94-1a01143ae847,True,Snow Patrol,"Dundee, Scotland",https://en.wikipedia.org/wiki/Snow_Patrol,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Dundee
42,Spice Girls,0uq5PttqEjj3IH1bzwcrXF,Q55641,12877807,London,London,London,reported_place,https://www.wikidata.org/wiki/Q55641,bf0caafc-2b20-4e07-ab85-87e14ff430ce,Spice Girls,London,https://musicbrainz.org/artist/bf0caafc-2b20-4e07-ab85-87e14ff430ce,True,Spice Girls,"London, England",https://en.wikipedia.org/wiki/Spice_Girls,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
43,The Animals,3ICflSq6ZgYAIrm2CTkfVP,Q131422,12324330,Newcastle upon Tyne,Newcastle upon Tyne,Newcastle upon Tyne,reported_place,https://www.wikidata.org/wiki/Q131422,4d8afa16-4018-4ca8-8b5e-ede8f9314562|763ca800-924d-4193-93d2-0d8f0498ca1d,Animals II|The Animals,Newcastle upon Tyne,https://musicbrainz.org/artist/4d8afa16-4018-4ca8-8b5e-ede8f9314562|https://musicbrainz.org/artist/763ca800-924d-4193-93d2-0d8f0498ca1d,True,The Animals,"Newcastle upon Tyne, England",https://en.wikipedia.org/wiki/The_Animals,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Newcastle upon Tyne
44,Rudimental,4WN5naL3ofxrVBgFpguzKo,Q50971,11737472,London Borough of Hackney,London Borough of Hackney,London,editorial_city_cluster,https://www.wikidata.org/wiki/Q50971,b09ced80-aa65-43c1-9aa7-58b1e982eada,Rudimental,Hackney,https://musicbrainz.org/artist/b09ced80-aa65-43c1-9aa7-58b1e982eada,True,Rudimental,"Hackney, London, England",https://en.wikipedia.org/wiki/Rudimental,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London Borough of Hackney
45,Faithless,5T4UKHhr4HGIC0VzdZQtAE,Q542071,11726956,London,London,London,reported_place,https://www.wikidata.org/wiki/Q542071,23d9d74d-c95e-46a6-be26-a6075c49747a,Faithless,London,https://musicbrainz.org/artist/23d9d74d-c95e-46a6-be26-a6075c49747a,True,Faithless,"London, England",https://en.wikipedia.org/wiki/Faithless,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
46,Disciples,5EehXjjMktLuJmbRsM7YfB,Q24025201,11691137,London,London,London,reported_place,https://www.wikidata.org/wiki/Q24025201,4038e71c-2dfc-40da-bfd7-99d636066bf6|bac7f942-8e94-4868-b3f6-ba66c75b136e,Disciples,London,https://musicbrainz.org/artist/4038e71c-2dfc-40da-bfd7-99d636066bf6|https://musicbrainz.org/artist/bac7f942-8e94-4868-b3f6-ba66c75b136e,True,Disciples (production team),"South London, England",https://en.wikipedia.org/wiki/Disciples_(production_team),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
47,Jungle,59oA5WbbQvomJz2BuRG071,Q17405943,11614048,London,London,London,reported_place,https://www.wikidata.org/wiki/Q17405943,6bbb3983-ce8a-4971-96e0-7cae73268fc4,Jungle,London,https://musicbrainz.org/artist/6bbb3983-ce8a-4971-96e0-7cae73268fc4,True,Jungle (band),"London, England",https://en.wikipedia.org/wiki/Jungle_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
48,bôa,5jTtGLk1mGFMY5lQOvJYUj,Q285481,11444869,London,London,London,reported_place,https://www.wikidata.org/wiki/Q285481,ca1dcba2-792c-4550-abf2-7b45396e81ca,bôa,London,https://musicbrainz.org/artist/ca1dcba2-792c-4550-abf2-7b45396e81ca,True,Bôa,"London, England",https://en.wikipedia.org/wiki/B%C3%B4a,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
49,Cutting Crew,3cniTumSiUysiPWXapGx1i,Q977526,10972839,London,London,London,reported_place,https://www.wikidata.org/wiki/Q977526,2aa79fa9-7ac0-443b-b250-18d67227a1cb,Cutting Crew,London,https://musicbrainz.org/artist/2aa79fa9-7ac0-443b-b250-18d67227a1cb,True,Cutting Crew,"London, England",https://en.wikipedia.org/wiki/Cutting_Crew,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
50,Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,Q173180,10807735,Glasgow,Glasgow,Glasgow,reported_place,https://www.wikidata.org/wiki/Q173180,aa7a2827-f74b-473c-bd79-03d065835cf7,Franz Ferdinand,Glasgow,https://musicbrainz.org/artist/aa7a2827-f74b-473c-bd79-03d065835cf7,True,Franz Ferdinand (band),"Glasgow, Scotland",https://en.wikipedia.org/wiki/Franz_Ferdinand_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Glasgow
51,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,Q182890,10792689,Sheffield,Sheffield,Sheffield,reported_place,https://www.wikidata.org/wiki/Q182890,7249b899-8db8-43e7-9e6e-22f1e736024e,Def Leppard,Sheffield,https://musicbrainz.org/artist/7249b899-8db8-43e7-9e6e-22f1e736024e,True,Def Leppard,"Sheffield, England",https://en.wikipedia.org/wiki/Def_Leppard,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Sheffield
52,Pet Shop Boys,2ycnb8Er79LoH2AsR5ldjh,Q485625,10634217,London,London,London,reported_place,https://www.wikidata.org/wiki/Q485625,be540c02-7898-4b79-9acc-c8122c7d9e83,Pet Shop Boys,Chelsea,https://musicbrainz.org/artist/be540c02-7898-4b79-9acc-c8122c7d9e83,False,Pet Shop Boys,"London, England",https://en.wikipedia.org/wiki/Pet_Shop_Boys,True,corroborated_with_source_variation,,high,confirmed,London,https://en.wikipedia.org/wiki/Pet_Shop_Boys,Chelsea is within London; the labels are compatible.,confirmed,London
53,The Hollies,6waa8mKu91GjzD4NlONlNJ,Q282925,10112715,Manchester,Manchester,Manchester,reported_place,https://www.wikidata.org/wiki/Q282925,d4305549-6b4e-4a57-b24d-8af0743fe191,The Hollies,Lancashire,https://musicbrainz.org/artist/d4305549-6b4e-4a57-b24d-8af0743fe191,False,The Hollies,"Manchester, Lancashire, England",https://en.wikipedia.org/wiki/The_Hollies,True,corroborated_with_source_variation,,high,confirmed,Manchester,https://en.wikipedia.org/wiki/The_Hollies,Manchester was historically in Lancashire; the labels are compatible.,confirmed,Manchester
54,Wham!,5lpH0xAS4fVfLkACg9DAuM,Q744087,10018855,Bushey,Bushey,London,editorial_city_cluster,https://www.wikidata.org/wiki/Q744087,d570bb31-b9ca-45a4-a2d9-11b186d9c159,Wham!,Bushey,https://musicbrainz.org/artist/d570bb31-b9ca-45a4-a2d9-11b186d9c159,True,Wham!,"Bushey, Hertfordshire, England, United Kingdom",https://en.wikipedia.org/wiki/Wham%21,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Bushey
55,Two Door Cinema Club,536BYVgOnRky0xjsPT96zl,Q777302,9884423,Bangor,Bangor,Bangor,reported_place,https://www.wikidata.org/wiki/Q777302,6f1de078-6684-4792-820d-2ffad64c15ed,Two Door Cinema Club,Bangor,https://musicbrainz.org/artist/6f1de078-6684-4792-820d-2ffad64c15ed,True,Two Door Cinema Club,"Bangor, County Down, Northern Ireland",https://en.wikipedia.org/wiki/Two_Door_Cinema_Club,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Bangor
56,The Stranglers,0RUEHcBiENFEqxgicqS2ig,Q1532854,9836875,Guildford,Guildford,Guildford,reported_place,https://www.wikidata.org/wiki/Q1532854,a96d82a0-cdca-40bf-b4c8-3d7ec178d85b,The Stranglers,Guildford,https://musicbrainz.org/artist/a96d82a0-cdca-40bf-b4c8-3d7ec178d85b,True,The Stranglers,"Guildford, Surrey, England",https://en.wikipedia.org/wiki/The_Stranglers,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Guildford
57,Simple Minds,6hN9F0iuULZYWXppob22Aj,Q748836,9628717,Glasgow,Glasgow,Glasgow,reported_place,https://www.wikidata.org/wiki/Q748836,f41490ce-fe39-435d-86c0-ab5ce098b423,Simple Minds,Glasgow,https://musicbrainz.org/artist/f41490ce-fe39-435d-86c0-ab5ce098b423,True,Simple Minds,"Glasgow, Scotland",https://en.wikipedia.org/wiki/Simple_Minds,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Glasgow
58,Bronski Beat,2wpWOzQE5TpA0dVnh5YD08,Q927927,9566679,London,London,London,reported_place,https://www.wikidata.org/wiki/Q927927,27acebf2-5440-42a7-9db6-19ad2c9dea38,Bronski Beat,Brixton,https://musicbrainz.org/artist/27acebf2-5440-42a7-9db6-19ad2c9dea38,False,Bronski Beat,"Brixton, London, England",https://en.wikipedia.org/wiki/Bronski_Beat,True,corroborated_with_source_variation,,high,confirmed,London,https://en.wikipedia.org/wiki/Bronski_Beat,Brixton is within London; the labels are compatible.,confirmed,London
59,Seafret,4Ly0KABsxlx4fNj63zJTrF,Q28109766,9520023,Bridlington,Bridlington,Bridlington,reported_place,https://www.wikidata.org/wiki/Q28109766,1802f74a-21e5-44f4-9da5-8ea3ac6ce34c,Seafret,East Riding of Yorkshire,https://musicbrainz.org/artist/1802f74a-21e5-44f4-9da5-8ea3ac6ce34c,False,Seafret,"Bridlington, East Riding of Yorkshire, England",https://en.wikipedia.org/wiki/Seafret,True,corroborated_with_source_variation,,high,confirmed,Bridlington,https://en.wikipedia.org/wiki/Seafret,Bridlington is within the East Riding of Yorkshire; the labels are compatible.,confirmed,Bridlington
60,Genesis,3CkvROUTQ6nRi9yQOcsB50,Q151012,9434858,Godalming|Surrey,Godalming,Godalming,reviewed_multi_place_rule,https://www.wikidata.org/wiki/Q151012,8e3fcd7d-bda1-4ca0-b987-b8528d2ee74e,Genesis,Godalming,https://musicbrainz.org/artist/8e3fcd7d-bda1-4ca0-b987-b8528d2ee74e,True,Genesis (band),"Godalming, Surrey, England",https://en.wikipedia.org/wiki/Genesis_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Godalming
61,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,Q16011,9335819,London Borough of Islington,London Borough of Islington,London,editorial_city_cluster,https://www.wikidata.org/wiki/Q16011,4c0d9acf-a8a1-4765-9c56-05f92f68c048,Spandau Ballet,Islington,https://musicbrainz.org/artist/4c0d9acf-a8a1-4765-9c56-05f92f68c048,True,Spandau Ballet,"Islington, London, England",https://en.wikipedia.org/wiki/Spandau_Ballet,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London Borough of Islington
62,UB40,69MEO1AADKg1IZrq2XLzo5,Q560153,9327767,Birmingham,Birmingham,Birmingham,reported_place,https://www.wikidata.org/wiki/Q560153,0ae0c87e-c935-482d-ab74-162744111a53|7113aab7-628f-4050-ae49-dbecac110ca8,UB40|UB40 featuring Ali Campbell,Birmingham,https://musicbrainz.org/artist/0ae0c87e-c935-482d-ab74-162744111a53|https://musicbrainz.org/artist/7113aab7-628f-4050-ae49-dbecac110ca8,True,UB40,"Birmingham, England",https://en.wikipedia.org/wiki/UB40,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Birmingham
63,The Chemical Brothers,1GhPHrq36VKCY3ucVaZCfo,Q208507,9143502,Manchester,Manchester,Manchester,reported_place,https://www.wikidata.org/wiki/Q208507,1946a82a-f927-40c2-8235-38d64f50d043|cd25e66d-24c1-4e5a-a14f-5d61d14cdcfc,The Chemical Brothers,Manchester,https://musicbrainz.org/artist/1946a82a-f927-40c2-8235-38d64f50d043|https://musicbrainz.org/artist/cd25e66d-24c1-4e5a-a14f-5d61d14cdcfc,True,The Chemical Brothers,"Manchester, England",https://en.wikipedia.org/wiki/The_Chemical_Brothers,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Manchester
64,Simply Red,1fa0cOhromAZdq2xRA4vv8,Q339430,9097250,Manchester,Manchester,Manchester,reported_place,https://www.wikidata.org/wiki/Q339430,a9100753-f539-43cf-bcc9-579566fb512e,Simply Red,Manchester,https://musicbrainz.org/artist/a9100753-f539-43cf-bcc9-579566fb512e,True,Simply Red,"Manchester, England",https://en.wikipedia.org/wiki/Simply_Red,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Manchester
65,Jamiroquai,6J7biCazzYhU3gM9j1wfid,Q202041,9068742,London,London,London,reported_place,https://www.wikidata.org/wiki/Q202041,f4857fb9-e255-4dc6-bd01-e4ca7cc68544,Jamiroquai,Ealing,https://musicbrainz.org/artist/f4857fb9-e255-4dc6-bd01-e4ca7cc68544,False,Jamiroquai,"London, England",https://en.wikipedia.org/wiki/Jamiroquai,True,corroborated_with_source_variation,,high,confirmed,London,https://en.wikipedia.org/wiki/Jamiroquai,Ealing is within London; the labels are compatible.,confirmed,London
66,Iron Maiden,6mdiAmATAx73kdxrNrnlao,Q42482,9029433,Leyton,Leyton,London,editorial_city_cluster,https://www.wikidata.org/wiki/Q42482,ca891d65-d9b0-4258-89f7-e6ba29d83767,Iron Maiden,Leyton,https://musicbrainz.org/artist/ca891d65-d9b0-4258-89f7-e6ba29d83767,True,Iron Maiden,"London, England",https://en.wikipedia.org/wiki/Iron_Maiden,False,corroborated_with_source_variation,,high,confirmed,Leyton,https://en.wikipedia.org/wiki/Iron_Maiden,Leyton is the specific London formation place.,confirmed,Leyton
67,Toploader,6xeFne1rkxMhKSW3ipvkdV,Q1742953,8829850,Eastbourne,Eastbourne,Eastbourne,reported_place,https://www.wikidata.org/wiki/Q1742953,3bdf9667-3205-4c5b-865b-ca3bb33fc5ac,Toploader,Eastbourne,https://musicbrainz.org/artist/3bdf9667-3205-4c5b-865b-ca3bb33fc5ac,True,Toploader,"Eastbourne, East Sussex, England",https://en.wikipedia.org/wiki/Toploader,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Eastbourne
68,New Order,0yNLKJebCb8Aueb54LYya3,Q214990,8786188,Salford,Salford,Manchester,editorial_city_cluster,https://www.wikidata.org/wiki/Q214990,f1106b17-dcbb-45f6-b938-199ccfab50cc,New Order,Salford,https://musicbrainz.org/artist/f1106b17-dcbb-45f6-b938-199ccfab50cc,True,New Order (band),"Salford, England",https://en.wikipedia.org/wiki/New_Order_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Salford
69,Massive Attack,6FXMGgJwohJLUSr5nVlf9X,Q357418,8692931,Bristol,Bristol,Bristol,reported_place,https://www.wikidata.org/wiki/Q357418,10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8,Massive Attack,Bristol,https://musicbrainz.org/artist/10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8,True,Massive Attack,"Bristol, England",https://en.wikipedia.org/wiki/Massive_Attack,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Bristol
70,The Who,67ea9eGLXYMsO2eYQRui3w,Q93346,8659112,London,London,London,reported_place,https://www.wikidata.org/wiki/Q93346,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,London,https://musicbrainz.org/artist/9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,True,The Who,"London, England",https://en.wikipedia.org/wiki/The_Who,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
71,D-Block Europe,5VadK1havLhK1OpKYsXv9y,Q63313993,8351560,Lewisham,Lewisham,London,editorial_city_cluster,https://www.wikidata.org/wiki/Q63313993,3325cdfa-8efc-4662-b3df-c094b78b9da8,D‐Block Europe,Lewisham,https://musicbrainz.org/artist/3325cdfa-8efc-4662-b3df-c094b78b9da8,True,D-Block Europe,"Lewisham, London, England",https://en.wikipedia.org/wiki/D-Block_Europe,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Lewisham
72,alt-J,3XHO7cRUPCLOr6jwp8vsx5,Q47996,8110938,Leeds,Leeds,Leeds,reported_place,https://www.wikidata.org/wiki/Q47996,fc7bbf00-fbaa-4736-986b-b3ac0266ca9b,alt‐J,Leeds,https://musicbrainz.org/artist/fc7bbf00-fbaa-4736-986b-b3ac0266ca9b,True,Alt-J,"Leeds, West Yorkshire, England",https://en.wikipedia.org/wiki/Alt-J,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Leeds
73,The Proclaimers,1A92IAcd7A6npCA33oGM5i,Q289622,8100195,Auchtermuchty,Auchtermuchty,Auchtermuchty,reported_place,https://www.wikidata.org/wiki/Q289622,1303b976-b862-4f04-94fd-a8d444e06714,The Proclaimers,Auchtermuchty,https://musicbrainz.org/artist/1303b976-b862-4f04-94fd-a8d444e06714,True,The Proclaimers,"Auchtermuchty, Fife, Scotland",https://en.wikipedia.org/wiki/The_Proclaimers,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Auchtermuchty
74,Dexys Midnight Runners,4QTVePrFu1xuGM9K0kNXkk,Q247259,7999321,Birmingham,Birmingham,Birmingham,reported_place,https://www.wikidata.org/wiki/Q247259,ccce2053-7007-4c36-b1e7-f8fcf5023a12,Dexys Midnight Runners,Birmingham,https://musicbrainz.org/artist/ccce2053-7007-4c36-b1e7-f8fcf5023a12,True,Dexys Midnight Runners,"Birmingham, England",https://en.wikipedia.org/wiki/Dexys_Midnight_Runners,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Birmingham
75,The Kinks,1SQRv42e4PjEYfPhS0Tk9E,Q188713,7864488,London,London,London,reported_place,https://www.wikidata.org/wiki/Q188713,17b53d9f-5c63-4a09-a593-dde4608e0db9,The Kinks,London,https://musicbrainz.org/artist/17b53d9f-5c63-4a09-a593-dde4608e0db9,True,The Kinks,"London, England",https://en.wikipedia.org/wiki/The_Kinks,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
76,Supertramp,3JsMj0DEzyWc0VDlHuy9Bx,Q176457,7695790,London,London,London,reported_place,https://www.wikidata.org/wiki/Q176457,00589e76-0000-42e1-ab52-728241933fef|d2ff6b6b-fc30-48dc-8952-06f9d8fc64f8,Supertramp,London,https://musicbrainz.org/artist/00589e76-0000-42e1-ab52-728241933fef|https://musicbrainz.org/artist/d2ff6b6b-fc30-48dc-8952-06f9d8fc64f8,True,Supertramp,"London, England",https://en.wikipedia.org/wiki/Supertramp,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
77,Oh Wonder,5cIc3SBFuBLVxJz58W2tU9,Q21452721,7552797,London,London,London,reported_place,https://www.wikidata.org/wiki/Q21452721,aa2c5e55-57f5-42a7-a0e4-4a02cd9399b1,Oh Wonder,London,https://musicbrainz.org/artist/aa2c5e55-57f5-42a7-a0e4-4a02cd9399b1,True,Oh Wonder,"London, England",https://en.wikipedia.org/wiki/Oh_Wonder,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
78,Goodboys,2nm38smINjms1LtczR0Cei,Q65052503,7292613,London,London,London,reported_place,https://www.wikidata.org/wiki/Q65052503,59ffa494-f0de-4744-80ee-d26d4eb92e57,Goodboys,London,https://musicbrainz.org/artist/59ffa494-f0de-4744-80ee-d26d4eb92e57,True,Goodboys,"London, England",https://en.wikipedia.org/wiki/Goodboys,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
79,The Wanted,2NhdGz9EDv2FeUw6udu2g1,Q34918,7143333,England,London,London,reviewed_override,https://www.wikidata.org/wiki/Q34918,bcb16f22-b064-4b80-b3a3-c824bccdbab1,The Wanted,England,https://musicbrainz.org/artist/bcb16f22-b064-4b80-b3a3-c824bccdbab1,,The Wanted,United Kingdom,https://en.wikipedia.org/wiki/The_Wanted,,unverified,,medium,not_reviewed,,,,unresolved,London
80,Culture Club,6kz53iCdBSqhQCZ21CoLcc,Q50037,7076755,London,London,London,reported_place,https://www.wikidata.org/wiki/Q50037,81435053-e1a2-48a4-adfd-e89f310c7b38,Culture Club,London,https://musicbrainz.org/artist/81435053-e1a2-48a4-adfd-e89f310c7b38,True,Culture Club,"London, England",https://en.wikipedia.org/wiki/Culture_Club,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
81,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Q101505,6998809,England|Hertford|London,Hertford,Hertford,reviewed_multi_place_rule,https://www.wikidata.org/wiki/Q101505,79491354-3d83-40e3-9d8e-7592d58d790a,Deep Purple,Hertford,https://musicbrainz.org/artist/79491354-3d83-40e3-9d8e-7592d58d790a,True,Deep Purple,"London, England",https://en.wikipedia.org/wiki/Deep_Purple,False,corroborated_with_source_variation,,high,confirmed,Hertford,https://www.universalmusic.fr/artistes/20000084057,Universal identifies Hertford; the Wikipedia London label is broader and disputed.,confirmed,Hertford
82,The Kooks,1GLtl8uqKmnyCWxHmw9tL4,Q211768,6950019,Brighton,Brighton,Brighton,reported_place,https://www.wikidata.org/wiki/Q211768,f82f3a3e-29c2-42ca-b589-bc5dc210fa9e,The Kooks,Brighton,https://musicbrainz.org/artist/f82f3a3e-29c2-42ca-b589-bc5dc210fa9e,True,The Kooks,"Brighton, England",https://en.wikipedia.org/wiki/The_Kooks,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Brighton
83,La Roux,3K2zB87GZv1krx031en5VA,Q200002,6858904,London,London,London,reported_place,https://www.wikidata.org/wiki/Q200002,88d1360a-bc2d-47df-90d1-d2de285560aa,La Roux,Brixton,https://musicbrainz.org/artist/88d1360a-bc2d-47df-90d1-d2de285560aa,False,La Roux,"London, England",https://en.wikipedia.org/wiki/La_Roux,True,corroborated_with_source_variation,,high,confirmed,London,https://en.wikipedia.org/wiki/La_Roux,Brixton is within London; the labels are compatible.,confirmed,London
84,10cc,6i6WlGzQtXtz7GcC5H5st5,Q169145,6808182,Stockport,Stockport,Manchester,editorial_city_cluster,https://www.wikidata.org/wiki/Q169145,f37c537b-3557-4031-bfd6-ab63ced32854,10cc,Stockport,https://musicbrainz.org/artist/f37c537b-3557-4031-bfd6-ab63ced32854,True,10cc,"Stockport, England",https://en.wikipedia.org/wiki/10cc,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Stockport
85,CamelPhat,240wlM8vDrf6S4zCyzGj2W,Q21008079,6543464,Liverpool,Liverpool,Liverpool,reported_place,https://www.wikidata.org/wiki/Q21008079,61314ff2-7b52-4296-a0b8-af61dc08bdd1|6e68a723-c997-4c79-ac9a-b67514bbb5b3|c6fa1ddf-0c0d-401f-9916-4406e59c8945,CamelPhat|High Society|Whelan & Di Scala,Liverpool,https://musicbrainz.org/artist/61314ff2-7b52-4296-a0b8-af61dc08bdd1|https://musicbrainz.org/artist/6e68a723-c997-4c79-ac9a-b67514bbb5b3|https://musicbrainz.org/artist/c6fa1ddf-0c0d-401f-9916-4406e59c8945,True,CamelPhat,"Liverpool, United Kingdom",https://en.wikipedia.org/wiki/CamelPhat,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Liverpool
86,Take That,1XgFuvRd7r5g0h844A5ZUQ,Q152066,6539015,Manchester,Manchester,Manchester,reported_place,https://www.wikidata.org/wiki/Q152066,24d2505b-388c-46cc-8a64-48223ea6d78d,Take That,Manchester,https://musicbrainz.org/artist/24d2505b-388c-46cc-8a64-48223ea6d78d,True,Take That,"Manchester, England",https://en.wikipedia.org/wiki/Take_That,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Manchester
87,Whitesnake,3UbyYnvNIT5DFXU4WgiGpP,Q189965,6249726,Middlesbrough,Middlesbrough,Middlesbrough,reported_place,https://www.wikidata.org/wiki/Q189965,5dedf5cf-a598-4408-9556-3bf3f149f3ba,Whitesnake,Middlesbrough,https://musicbrainz.org/artist/5dedf5cf-a598-4408-9556-3bf3f149f3ba,True,Whitesnake,"London, England",https://en.wikipedia.org/wiki/Whitesnake,False,corroborated_with_source_variation,,high,confirmed,Middlesbrough,https://www.britishmuseum.org/collection/term/BIOG217735,The British Museum identifies Middlesbrough; the Wikipedia London label is unsupported for formation.,confirmed,Middlesbrough
88,The Vamps,7gAppWoH7pcYmphCVTXkzs,Q15042553,6167219,England|London,,London,reported_place,https://www.wikidata.org/wiki/Q15042553,d8b20d45-4d9e-437b-b5da-fbb27d98f8eb,The Vamps,England,https://musicbrainz.org/artist/d8b20d45-4d9e-437b-b5da-fbb27d98f8eb,,The Vamps (British band),England,https://en.wikipedia.org/wiki/The_Vamps_(British_band),,unresolved,,medium,not_reviewed,,,,unresolved,
89,The Human League,1aX2dmV8XoHYCOQRxjPESG,Q730158,6085844,Sheffield,Sheffield,Sheffield,reported_place,https://www.wikidata.org/wiki/Q730158,7adaabfb-acfb-47bc-8c7c-59471c2f0db8,The Human League,Sheffield,https://musicbrainz.org/artist/7adaabfb-acfb-47bc-8c7c-59471c2f0db8,True,The Human League,"Sheffield, South Yorkshire, England",https://en.wikipedia.org/wiki/The_Human_League,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Sheffield
90,Pretenders,0GByy3DcfbQwDvXGCWmzv9,Q667389,6044974,Hereford,Hereford,Hereford,reported_place,https://www.wikidata.org/wiki/Q667389,e9c832b0-384b-4ee6-aec0-111372784aac,Pretenders,Hereford,https://musicbrainz.org/artist/e9c832b0-384b-4ee6-aec0-111372784aac,True,The Pretenders,"Hereford, England",https://en.wikipedia.org/wiki/The_Pretenders,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Hereford
91,AlunaGeorge,2VAnyOxzJuSAj7XIuEOT38,Q10353,6010368,London,London,London,reported_place,https://www.wikidata.org/wiki/Q10353,e9da3ed5-eb9a-4f70-a0ed-4e59e380601f,AlunaGeorge,London,https://musicbrainz.org/artist/e9da3ed5-eb9a-4f70-a0ed-4e59e380601f,True,AlunaGeorge,"London, England",https://en.wikipedia.org/wiki/AlunaGeorge,True,corroborated_two_sources,,,not_reviewed,,,,confirmed,London
92,Portishead,6liAMWkVf5LH7YR9yfFy1Y,Q191352,5958911,Bristol,Bristol,Bristol,reported_place,https://www.wikidata.org/wiki/Q191352,8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11,Portishead,Bristol,https://musicbrainz.org/artist/8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11,True,Portishead (band),"Bristol, England",https://en.wikipedia.org/wiki/Portishead_(band),True,corroborated_two_sources,,,not_reviewed,,,,confirmed,Bristol
93,Frou Frou,6MUyqmIQ35inLjch0YzIEG,Q2629330,5930276,London,London,London,reported_place,https://www.wikidata.org/wiki/Q2629330,d614b0ad-fe3a-4927-b413-48cb831a814b,Frou Frou,London,https://musicbrainz.org/artist/d614b0ad-fe3a-4927-b413-48cb831a814b,True,Frou Frou,England,https://en.wikipedia.org/wiki/Frou_Frou,,corroborated_one_source,,,not_reviewed,,,,confirmed,London
