popularity_rank,capture_key,city,returned_spotify_id,spotify_name,monthly_listeners,followers,world_rank,stats_extracted_at_utc,source,source_access,requested_spotify_id,wikidata_qid,band_name,spotify_expected_name,formation_qid,formation_label,instance_label,country_label,identity_decision,origin_override,reason,source_url,identity_name_match,identity_status,identity_accepted,band_eligible,eligibility_status,requested_is_returned,redirect_duplicate,entity_duplicate,origin_cluster,origin_resolution
84,10cc [6i6WlGzQtXtz7GcC5H5st5],,6i6WlGzQtXtz7GcC5H5st5,10cc,6808182,952868,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6i6WlGzQtXtz7GcC5H5st5,Q169145,10cc,10cc,Q18655,Stockport,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Manchester,editorial_city_cluster
85,CamelPhat [240wlM8vDrf6S4zCyzGj2W],,240wlM8vDrf6S4zCyzGj2W,CamelPhat,6543464,572358,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,240wlM8vDrf6S4zCyzGj2W,Q21008079,CamelPhat,CamelPhat,Q24826,Liverpool,disc jockey|musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Liverpool,reported_place
86,Take That [1XgFuvRd7r5g0h844A5ZUQ],,1XgFuvRd7r5g0h844A5ZUQ,Take That,6539015,1517488,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1XgFuvRd7r5g0h844A5ZUQ,Q152066,Take That,Take That,Q18125,Manchester,boy band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Manchester,reported_place
87,Whitesnake [3UbyYnvNIT5DFXU4WgiGpP],,3UbyYnvNIT5DFXU4WgiGpP,Whitesnake,6249726,3532823,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3UbyYnvNIT5DFXU4WgiGpP,Q189965,Whitesnake,Whitesnake,Q171866,Middlesbrough,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Middlesbrough,reported_place
88,The Vamps [7gAppWoH7pcYmphCVTXkzs],,7gAppWoH7pcYmphCVTXkzs,The Vamps,6167219,5952843,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7gAppWoH7pcYmphCVTXkzs,Q15042553,The Vamps,The Vamps,Q21|Q84,England|London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
89,The Human League [1aX2dmV8XoHYCOQRxjPESG],,1aX2dmV8XoHYCOQRxjPESG,The Human League,6085844,1370364,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1aX2dmV8XoHYCOQRxjPESG,Q730158,The Human League,The Human League,Q42448,Sheffield,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Sheffield,reported_place
90,The Pretenders [0GByy3DcfbQwDvXGCWmzv9],,0GByy3DcfbQwDvXGCWmzv9,Pretenders,6044974,1771319,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0GByy3DcfbQwDvXGCWmzv9,Q667389,The Pretenders,The Pretenders,Q204720,Hereford,musical group,United Kingdom,approve,,Spotify differs only by the leading article: The Pretenders / Pretenders,https://open.spotify.com/artist/0GByy3DcfbQwDvXGCWmzv9,True,accepted_reviewed_alias,True,True,eligible_group_or_duo,True,False,False,Hereford,reported_place
91,AlunaGeorge [2VAnyOxzJuSAj7XIuEOT38],,2VAnyOxzJuSAj7XIuEOT38,AlunaGeorge,6010368,456793,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2VAnyOxzJuSAj7XIuEOT38,Q10353,AlunaGeorge,AlunaGeorge,Q84,London,musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
92,Portishead [6liAMWkVf5LH7YR9yfFy1Y],,6liAMWkVf5LH7YR9yfFy1Y,Portishead,5958911,2540792,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6liAMWkVf5LH7YR9yfFy1Y,Q191352,Portishead,Portishead,Q23154,Bristol,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Bristol,reported_place
93,Frou Frou [6MUyqmIQ35inLjch0YzIEG],,6MUyqmIQ35inLjch0YzIEG,Frou Frou,5930276,419619,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6MUyqmIQ35inLjch0YzIEG,Q2629330,Frou Frou,Frou Frou,Q84,London,musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
94,Soft Cell [6aq8T2RcspxVOGgMrTzjWc],,6aq8T2RcspxVOGgMrTzjWc,Soft Cell,5766246,869007,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6aq8T2RcspxVOGgMrTzjWc,Q1329303,Soft Cell,Soft Cell,Q39121,Leeds,musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Leeds,reported_place
95,Stealers Wheel [7bPU7cvfoD20ixGD9Qnqki],,7bPU7cvfoD20ixGD9Qnqki,Stealers Wheel,5726001,253056,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7bPU7cvfoD20ixGD9Qnqki,Q283638,Stealers Wheel,Stealers Wheel,Q211870,Paisley,musical group,Scotland,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Paisley,reported_place
96,Katrina and the Waves [2TzHIUhVpeeDxyJPpQfnV3],,2TzHIUhVpeeDxyJPpQfnV3,Katrina & The Waves,5671000,171867,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2TzHIUhVpeeDxyJPpQfnV3,Q934582,Katrina and the Waves,Katrina and the Waves,Q350,Cambridge,musical group,United Kingdom,approve,,Spotify uses an ampersand where Wikidata spells out and,https://open.spotify.com/artist/2TzHIUhVpeeDxyJPpQfnV3,True,accepted_reviewed_alias,True,True,eligible_group_or_duo,True,False,False,Cambridge,reported_place
97,LF System [0HxX6imltnNXJyQhu4nsiO],,0HxX6imltnNXJyQhu4nsiO,LF SYSTEM,5611864,113693,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0HxX6imltnNXJyQhu4nsiO,Q113022702,LF System,LF System,,,musical duo,Scotland|United Kingdom,,West Lothian,Wikidata formation place is missing; the artist's official biography describes both members as West Lothian natives,https://lfsystemmusic.com/about,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,West Lothian,reviewed_override
98,Everything but the Girl [13ccXrK7AmXb4TddMkE7jy],,13ccXrK7AmXb4TddMkE7jy,Everything But The Girl,5607393,480010,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,13ccXrK7AmXb4TddMkE7jy,Q313779,Everything but the Girl,Everything but the Girl,Q128147,Kingston upon Hull,married couple|musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Kingston upon Hull,reported_place
99,The La's [47Z8LEl3LnQkcpva0xSthT],,47Z8LEl3LnQkcpva0xSthT,The La's,5581915,320009,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,47Z8LEl3LnQkcpva0xSthT,Q1860769,The La's,The La's,Q24826,Liverpool,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Liverpool,reported_place
100,The xx [3iOvXCl6edW5Um0fXEBRXy],,3iOvXCl6edW5Um0fXEBRXy,The xx,5459918,3911861,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3iOvXCl6edW5Um0fXEBRXy,Q869367,The xx,The xx,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
101,The Cinematic Orchestra [32ogthv0BdaSMPml02X9YB],,32ogthv0BdaSMPml02X9YB,The Cinematic Orchestra,5329785,811495,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,32ogthv0BdaSMPml02X9YB,Q1087300,The Cinematic Orchestra,The Cinematic Orchestra,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
102,Fine Young Cannibals [20p5D2KrE8CGuOjHtxsyTp],,20p5D2KrE8CGuOjHtxsyTp,Fine Young Cannibals,5309505,1018624,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,20p5D2KrE8CGuOjHtxsyTp,Q14528,Fine Young Cannibals,Fine Young Cannibals,Q2256,Birmingham,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Birmingham,reported_place
103,Stereophonics [21UJ7PRWb3Etgsu99f8yo8],,21UJ7PRWb3Etgsu99f8yo8,Stereophonics,5187258,1843050,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,21UJ7PRWb3Etgsu99f8yo8,Q28963,Stereophonics,Stereophonics,Q3365170,Cwmaman,musical group,Wales,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Cwmaman,reported_place
104,Bush [78SHxLdtysAXgywQ4vE0Oa],,78SHxLdtysAXgywQ4vE0Oa,Bush,5127264,2264067,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,78SHxLdtysAXgywQ4vE0Oa,Q247949,Bush,Bush,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
105,Cocteau Twins [5Wabl1lPdNOeIn0SQ5A1mp],,5Wabl1lPdNOeIn0SQ5A1mp,Cocteau Twins,5124023,1683661,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5Wabl1lPdNOeIn0SQ5A1mp,Q588820,Cocteau Twins,Cocteau Twins,Q617845,Grangemouth,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Grangemouth,reported_place
106,Bullet for My Valentine [7iWiAD5LLKyiox2grgfmUT],,7iWiAD5LLKyiox2grgfmUT,Bullet For My Valentine,5036374,3716305,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7iWiAD5LLKyiox2grgfmUT,Q485385,Bullet for My Valentine,Bullet for My Valentine,Q6497774,Bridgend,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Bridgend,reported_place
107,The Prodigy [4k1ELeJKT1ISyDv8JivPpB],,4k1ELeJKT1ISyDv8JivPpB,The Prodigy,5031555,3074898,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4k1ELeJKT1ISyDv8JivPpB,Q7256860,The Prodigy,The Prodigy,Q23240|Q676067,Braintree|Essex,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Braintree,reviewed_multi_place_rule
108,The Zombies [2jgPkn6LuUazBoBk6vvjh5],,2jgPkn6LuUazBoBk6vvjh5,The Zombies,5025277,1164571,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2jgPkn6LuUazBoBk6vvjh5,Q1163207,The Zombies,The Zombies,Q6226,St Albans,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,St Albans,reported_place
109,Hot Chocolate [72VzFto8DYvKHocaHYNWSi],,72VzFto8DYvKHocaHYNWSi,Hot Chocolate,5017699,393132,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,72VzFto8DYvKHocaHYNWSi,Q1368881,Hot Chocolate,Hot Chocolate,Q149556,West Hampstead,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,editorial_city_cluster
110,The Alan Parsons Project [2m62cc253Xvd9qYQ8d2X3d],,2m62cc253Xvd9qYQ8d2X3d,The Alan Parsons Project,4991688,1804870,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2m62cc253Xvd9qYQ8d2X3d,Q533478,The Alan Parsons Project,The Alan Parsons Project,Q4093,Glasgow,musical group,United Kingdom,,London,Parsons and Woolfson met at Abbey Road and created the project in London.,https://www.the-alan-parsons-project.com/timeline,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reviewed_override
111,Chase & Status [3jNkaOXasoc7RsxdchvEVq],,3jNkaOXasoc7RsxdchvEVq,Chase & Status,4913546,1285130,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3jNkaOXasoc7RsxdchvEVq,Q1067983,Chase & Status,Chase & Status,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
112,Wings [3sFhA6G1N0gG1pszb6kk1m],,3sFhA6G1N0gG1pszb6kk1m,Wings,4863252,1356305,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3sFhA6G1N0gG1pszb6kk1m,Q622988,Wings,Wings,Q21,England,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,,unresolved_generic_or_missing
113,Hurts [3w4VAlllkAWI6m0AV0Gn6a],,3w4VAlllkAWI6m0AV0Gn6a,Hurts,4854547,380397,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3w4VAlllkAWI6m0AV0Gn6a,Q493042,Hurts,Hurts,Q18125,Manchester,male duo|musical duo|musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Manchester,reported_place
114,Erasure [0z5DFXmhT4ZNzWElsM7V89],,0z5DFXmhT4ZNzWElsM7V89,Erasure,4832016,1261829,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0z5DFXmhT4ZNzWElsM7V89,Q484885,Erasure,Erasure,Q21,England,male duo|musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,,unresolved_generic_or_missing
115,Chumbawamba [0TcYeHEK9sBtv7xPbKhzHz],,0TcYeHEK9sBtv7xPbKhzHz,Chumbawamba,4700579,225650,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0TcYeHEK9sBtv7xPbKhzHz,Q1089523,Chumbawamba,Chumbawamba,Q209096,Burnley,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Burnley,reported_place
116,A Flock of Seagulls [0uAjBatvB4ubpd4kCfjmNt],,0uAjBatvB4ubpd4kCfjmNt,A Flock Of Seagulls,4670482,774464,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0uAjBatvB4ubpd4kCfjmNt,Q300409,A Flock of Seagulls,A Flock of Seagulls,Q24826,Liverpool,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Liverpool,reported_place
117,Slowdive [72X6FHxaShda0XeQw3vbeF],,72X6FHxaShda0XeQw3vbeF,Slowdive,4658345,1560399,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,72X6FHxaShda0XeQw3vbeF,Q1502037,Slowdive,Slowdive,Q161491,Reading,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Reading,reported_place
118,Supergrass [0sHeX8oQ6o7xic3wMf4NBU],,0sHeX8oQ6o7xic3wMf4NBU,Supergrass,4645328,719253,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0sHeX8oQ6o7xic3wMf4NBU,Q1120684,Supergrass,Supergrass,Q1997905,Wheatley,musical group,United Kingdom,,Oxford,Official Charts identifies Oxford; Wheatley is associated with the precursor band and members.,https://www.officialcharts.com/artist/9825/supergrass/,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Oxford,reviewed_override
119,Cream [74oJ4qxwOZvX6oSsu1DGnw],,74oJ4qxwOZvX6oSsu1DGnw,Cream,4518268,2788886,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,74oJ4qxwOZvX6oSsu1DGnw,Q203736,Cream,Cream,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
120,Motörhead [1DFr97A9HnbV3SKTJFu62M],,1DFr97A9HnbV3SKTJFu62M,Motörhead,4453633,4680274,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1DFr97A9HnbV3SKTJFu62M,Q19697,Motörhead,Motörhead,Q84,London,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
121,Yes [7AC976RDJzL2asmZuz7qil],,7AC976RDJzL2asmZuz7qil,Yes,4447983,2203167,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7AC976RDJzL2asmZuz7qil,Q184386,Yes,Yes,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
122,Nazareth [6fvN9GmMCVKb5LY0WsnjFP],,6fvN9GmMCVKb5LY0WsnjFP,Nazareth,4341186,1724966,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6fvN9GmMCVKb5LY0WsnjFP,Q683695,Nazareth,Nazareth,Q211950,Dunfermline,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Dunfermline,reported_place
123,Foals [6FQqZYVfTNQ1pCqfkwVFEa],,6FQqZYVfTNQ1pCqfkwVFEa,Foals,4201622,1504353,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6FQqZYVfTNQ1pCqfkwVFEa,Q728958,Foals,Foals,Q34217,Oxford,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Oxford,reported_place
124,SIDEWALKS AND SKELETONS [48nHO1cuTbpx4ELhChsxX1],,48nHO1cuTbpx4ELhChsxX1,Sidewalks and Skeletons,4198181,530960,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,48nHO1cuTbpx4ELhChsxX1,Q58884625,SIDEWALKS AND SKELETONS,SIDEWALKS AND SKELETONS,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,,unresolved_generic_or_missing
125,LSD [6IZ4ctovY9dl7bgHClAvKJ],,6IZ4ctovY9dl7bgHClAvKJ,LSD,4191261,387536,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6IZ4ctovY9dl7bgHClAvKJ,Q52397902,LSD,LSD,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,,unresolved_generic_or_missing
126,Flo [0s4kXsjYeH0S1xRyVGN4NO],,0s4kXsjYeH0S1xRyVGN4NO,FLO,4183163,626883,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0s4kXsjYeH0S1xRyVGN4NO,Q111548374,Flo,Flo,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,,unresolved_generic_or_missing
127,The Foundations [4GITZM5LCR2KcdlgEOrNLD],,4GITZM5LCR2KcdlgEOrNLD,The Foundations,4165829,169026,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4GITZM5LCR2KcdlgEOrNLD,Q1421054,The Foundations,The Foundations,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
128,Chvrches [3CjlHNtplJyTf9npxaPl5w],,3CjlHNtplJyTf9npxaPl5w,CHVRCHES,4152413,1434807,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3CjlHNtplJyTf9npxaPl5w,Q5118436,Chvrches,Chvrches,Q4093,Glasgow,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Glasgow,reported_place
129,Maribou State [7zrkALJ9ayRjzysp4QYoEg],,7zrkALJ9ayRjzysp4QYoEg,Maribou State,4147945,527128,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7zrkALJ9ayRjzysp4QYoEg,Q20711766,Maribou State,Maribou State,,,musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,,unresolved_generic_or_missing
130,Joy Division [432R46LaYsJZV2Gmc4jUV5],,432R46LaYsJZV2Gmc4jUV5,Joy Division,4140711,2965374,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,432R46LaYsJZV2Gmc4jUV5,Q172763,Joy Division,Joy Division,Q47952,Salford,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Manchester,editorial_city_cluster
131,Studio Killers [7avo0PmlW8O1YLEt9DnWQT],,7avo0PmlW8O1YLEt9DnWQT,Studio Killers,4136257,305458,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7avo0PmlW8O1YLEt9DnWQT,Q860988,Studio Killers,Studio Killers,Q145,United Kingdom,musical group|virtual band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,,unresolved_generic_or_missing
132,The Fratellis [3M4ThdJR28z9eSMcQHAZ5G],,3M4ThdJR28z9eSMcQHAZ5G,The Fratellis,4131358,958629,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3M4ThdJR28z9eSMcQHAZ5G,Q1127565,The Fratellis,The Fratellis,Q4093,Glasgow,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Glasgow,reported_place
133,Judas Priest [2tRsMl4eGxwoNabM08Dm4I],,2tRsMl4eGxwoNabM08Dm4I,Judas Priest,4112763,4744039,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2tRsMl4eGxwoNabM08Dm4I,Q83468,Judas Priest,Judas Priest,Q2256,Birmingham,heavy metal band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Birmingham,reported_place
134,T. Rex [3dBVyJ7JuOMt4GE9607Qin],,3dBVyJ7JuOMt4GE9607Qin,T. Rex,4010971,1266989,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3dBVyJ7JuOMt4GE9607Qin,Q211770,T. Rex,T. Rex,Q84,London,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
135,Metronomy [54QMjE4toDfiCryzYWCpXX],,54QMjE4toDfiCryzYWCpXX,Metronomy,3971668,1135985,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,54QMjE4toDfiCryzYWCpXX,Q151783,Metronomy,Metronomy,Q1007106,Totnes,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Totnes,reported_place
136,Talk Talk [7Fo8TAyGJr4VmhE68QamMf],,7Fo8TAyGJr4VmhE68QamMf,Talk Talk,3944807,712227,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7Fo8TAyGJr4VmhE68QamMf,Q595705,Talk Talk,Talk Talk,Q84,London,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
137,HONNE [0Vw76uk7P8yVtTClWyOhac],,0Vw76uk7P8yVtTClWyOhac,HONNE,3880260,1667711,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0Vw76uk7P8yVtTClWyOhac,Q20740961,HONNE,HONNE,,,musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,,unresolved_generic_or_missing
138,Bananarama [3sc7iUG1Wwpwx7bHeZolgx],,3sc7iUG1Wwpwx7bHeZolgx,Bananarama,3805410,929042,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3sc7iUG1Wwpwx7bHeZolgx,Q725926,Bananarama,Bananarama,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
139,Underworld [1PXHzxRDiLnjqNrRn2Xbsa],,1PXHzxRDiLnjqNrRn2Xbsa,Underworld,3783264,827351,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1PXHzxRDiLnjqNrRn2Xbsa,Q849429,Underworld,Underworld,Q1339305,Romford,musical group,United Kingdom,,Cardiff,The group began in Cardiff; Romford was a later base and relaunch location.,https://www.allmusic.com/artist/underworld-mn0000807949,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Cardiff,reviewed_override
140,Blue [2yEkZBBjhzKzt6LF5XMaFi],,2yEkZBBjhzKzt6LF5XMaFi,Blue,3677775,822804,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2yEkZBBjhzKzt6LF5XMaFi,Q32825,Blue,Blue,Q84,London,musical group|organization,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,London,reported_place
141,Kasabian [11wRdbnoYqRddKBrpHt4Ue],,11wRdbnoYqRddKBrpHt4Ue,Kasabian,3649101,1926968,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,11wRdbnoYqRddKBrpHt4Ue,Q272517,Kasabian,Kasabian,Q83065,Leicester,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,Leicester,reported_place
142,Sault [1uRxRKC7d9zwYGSRflTKDR],,1uRxRKC7d9zwYGSRflTKDR,SAULT,3625737,653952,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1uRxRKC7d9zwYGSRflTKDR,Q104771175,Sault,Sault,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,False,,unresolved_generic_or_missing
