popularity_rank,capture_key,city,returned_spotify_id,spotify_name,monthly_listeners,followers,world_rank,stats_extracted_at_utc,source,source_access,requested_spotify_id,wikidata_qid,band_name,spotify_expected_name,formation_qid,formation_label,instance_label,country_label,identity_decision,origin_override,reason,source_url,identity_name_match,identity_status,identity_accepted,band_eligible,eligibility_status,requested_is_returned,redirect_duplicate,origin_cluster,origin_resolution
316,Steps [17UkABEasVRlCcIFZ3wHb7],,17UkABEasVRlCcIFZ3wHb7,Steps,796161,446647,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,17UkABEasVRlCcIFZ3wHb7,Q1457831,Steps,Steps,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
317,Klaxons [2qlAMLpUyBjZgnzuFXXZXI],,2qlAMLpUyBjZgnzuFXXZXI,Klaxons,791164,327144,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2qlAMLpUyBjZgnzuFXXZXI,Q840882,Klaxons,Klaxons,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
318,Ultrabeat [596ByjVYnslGJIHxEBGjF8],,596ByjVYnslGJIHxEBGjF8,Ultrabeat,767735,60158,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,596ByjVYnslGJIHxEBGjF8,Q4356488,Ultrabeat,Ultrabeat,Q24826,Liverpool,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Liverpool,reported_place
319,Enter Shikari [31jvzuB4ikftPQZJwrYfCF],,31jvzuB4ikftPQZJwrYfCF,Enter Shikari,764839,522047,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,31jvzuB4ikftPQZJwrYfCF,Q912581,Enter Shikari,Enter Shikari,Q6226,St Albans,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,St Albans,reported_place
320,M People [3lcbKPLl0ci2mKRdcP5Etf],,3lcbKPLl0ci2mKRdcP5Etf,M People,762770,281163,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3lcbKPLl0ci2mKRdcP5Etf,Q1882185,M People,M People,Q18125,Manchester,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Manchester,reported_place
321,IAMX [223iUzG0kb5V166FJP9ovD],,223iUzG0kb5V166FJP9ovD,IAMX,750077,246831,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,223iUzG0kb5V166FJP9ovD,Q1990235,IAMX,IAMX,Q145,United Kingdom,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
322,"Black Country, New Road [3PP6ghmOlDl2jaKaH0avUN]",,3PP6ghmOlDl2jaKaH0avUN,"Black Country, New Road",741988,492540,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3PP6ghmOlDl2jaKaH0avUN,Q66759333,"Black Country, New Road","Black Country, New Road",Q23112,Cambridgeshire,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Cambridgeshire,reported_place
323,While She Sleeps [38LdIuxB548zgHoEY2AN7a],,38LdIuxB548zgHoEY2AN7a,While She Sleeps,740851,528146,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,38LdIuxB548zgHoEY2AN7a,Q2543938,While She Sleeps,While She Sleeps,Q42448,Sheffield,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Sheffield,reported_place
324,The Dream Academy [1JVoO5bwfU8GNuAZLpBoHe],,1JVoO5bwfU8GNuAZLpBoHe,The Dream Academy,735488,81792,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1JVoO5bwfU8GNuAZLpBoHe,Q2002188,The Dream Academy,The Dream Academy,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
325,Suede [6PHIK3kjWggLtVygsOtpqS],,6PHIK3kjWggLtVygsOtpqS,Suede,713390,569692,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6PHIK3kjWggLtVygsOtpqS,Q826255,Suede,Suede,Q84,London,rock band|tuna,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
326,Circa Waves [6hl5k4gLl1p3sjhHcb57t2],,6hl5k4gLl1p3sjhHcb57t2,Circa Waves,708315,319278,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6hl5k4gLl1p3sjhHcb57t2,Q18205953,Circa Waves,Circa Waves,Q24826,Liverpool,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Liverpool,reported_place
327,The Coral [6OiHleP2bHM18dXq4aZQWt],,6OiHleP2bHM18dXq4aZQWt,The Coral,707737,287640,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6OiHleP2bHM18dXq4aZQWt,Q1777045,The Coral,The Coral,Q2024069,Hoylake,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Hoylake,reported_place
328,XTC [2qT62DYO8Ajb276vUJmvhz],,2qT62DYO8Ajb276vUJmvhz,XTC,705276,391755,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2qT62DYO8Ajb276vUJmvhz,Q1413926,XTC,XTC,Q200942,Swindon,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Swindon,reported_place
329,Audio Bullys [5kwHgbzNHq1iHkUSrAmjjQ],,5kwHgbzNHq1iHkUSrAmjjQ,Audio Bullys,701846,83213,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5kwHgbzNHq1iHkUSrAmjjQ,Q758846,Audio Bullys,Audio Bullys,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
330,The Saturdays [15qI5w4XJFLRMwOp2VrlD5],,15qI5w4XJFLRMwOp2VrlD5,The Saturdays,701836,736766,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,15qI5w4XJFLRMwOp2VrlD5,Q756220,The Saturdays,The Saturdays,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
331,piri & tommy [2U6J9Q89i1TNhesKreFD65],,2U6J9Q89i1TNhesKreFD65,piri & tommy,690910,45851,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2U6J9Q89i1TNhesKreFD65,Q115816501,piri & tommy,piri & tommy,,,dance troupe|musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
332,Alestorm [3OpqU68JpZlzvjAJj3B2Da],,3OpqU68JpZlzvjAJj3B2Da,Alestorm,684120,746082,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3OpqU68JpZlzvjAJj3B2Da,Q758934,Alestorm,Alestorm,Q203000,Perth,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Perth,reported_place
333,Feeder [0ZZr6Y49NZWRJc0uCwqpMR],,0ZZr6Y49NZWRJc0uCwqpMR,Feeder,679131,262471,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0ZZr6Y49NZWRJc0uCwqpMR,Q1049555,Feeder,Feeder,Q101254,Newport,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Newport,reported_place
334,Dusky [5gqoUf9vKKv96b1c0GBKwu],,5gqoUf9vKKv96b1c0GBKwu,Dusky,666537,133667,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5gqoUf9vKKv96b1c0GBKwu,Q16249370,Dusky,Dusky,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
335,Uriah Heep [45O9BwPMyywM755SYUK0sP],,45O9BwPMyywM755SYUK0sP,Uriah Heep,659174,860808,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,45O9BwPMyywM755SYUK0sP,Q108666,Uriah Heep,Uriah Heep,Q84,London,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
336,The Longest Johns [5k979N1TnPncUyqlXlaRSv],,5k979N1TnPncUyqlXlaRSv,The Longest Johns,653167,272973,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5k979N1TnPncUyqlXlaRSv,Q104759060,The Longest Johns,The Longest Johns,Q23154,Bristol,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Bristol,reported_place
337,Happy Mondays [339DNkQkuhHKEcHw6oK8f0],,339DNkQkuhHKEcHw6oK8f0,Happy Mondays,652616,462546,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,339DNkQkuhHKEcHw6oK8f0,Q1141495,Happy Mondays,Happy Mondays,Q6650377,Little Hulton,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Little Hulton,reported_place
338,Gunship [3PALZKWkpwjRvBsRmhlVSS],,3PALZKWkpwjRvBsRmhlVSS,Gunship,646183,298392,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3PALZKWkpwjRvBsRmhlVSS,Q28146294,Gunship,Gunship,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
339,Magoo [7pv3MRGkgkXa9Qn8sMctxT],,7pv3MRGkgkXa9Qn8sMctxT,Magoo,639865,22094,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7pv3MRGkgkXa9Qn8sMctxT,Q6732352,Magoo,Magoo,Q23109,Norfolk,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Norfolk,reported_place
340,Buzzcocks [2DxlS3lTLFIq70S7ap5H3y],,2DxlS3lTLFIq70S7ap5H3y,Buzzcocks,638182,490422,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2DxlS3lTLFIq70S7ap5H3y,Q939329,Buzzcocks,Buzzcocks,Q184579,Bolton,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Bolton,reported_place
341,Arctic Lake [0IEPb9ily3E5IAYMSkwtQ6],,0IEPb9ily3E5IAYMSkwtQ6,Arctic Lake,637713,65681,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0IEPb9ily3E5IAYMSkwtQ6,Q93890774,Arctic Lake,Arctic Lake,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
342,Ladytron [0ucLPotcQNI7AViFytdhBz],,0ucLPotcQNI7AViFytdhBz,Ladytron,637497,333134,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0ucLPotcQNI7AViFytdhBz,Q831841,Ladytron,Ladytron,Q24826,Liverpool,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Liverpool,reported_place
343,Tin Tin Out [1a5l3fWnzmaK7gDD2IkbHq],,1a5l3fWnzmaK7gDD2IkbHq,Tin Tin Out,633305,5681,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1a5l3fWnzmaK7gDD2IkbHq,Q1749463,Tin Tin Out,Tin Tin Out,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
344,Delta Heavy [7GvVTb8yFV0ZrdI30Qce6T],,7GvVTb8yFV0ZrdI30Qce6T,Delta Heavy,632637,190365,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7GvVTb8yFV0ZrdI30Qce6T,Q16864855,Delta Heavy,Delta Heavy,,,musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
345,The Style Council [3loflELg7MzgrOyNqERolN],,3loflELg7MzgrOyNqERolN,The Style Council,626814,368853,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3loflELg7MzgrOyNqERolN,Q676522,The Style Council,The Style Council,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
346,Big Country [1h8YIw9HLr6E8gdXVDRbVJ],,1h8YIw9HLr6E8gdXVDRbVJ,Big Country,622663,271022,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1h8YIw9HLr6E8gdXVDRbVJ,Q858738,Big Country,Big Country,Q211950,Dunfermline,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Dunfermline,reported_place
347,New Hope Club [2WuKU0SYZOQyY3MmE4vtez],,2WuKU0SYZOQyY3MmE4vtez,New Hope Club,617401,986109,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2WuKU0SYZOQyY3MmE4vtez,Q28677824,New Hope Club,New Hope Club,Q18125,Manchester,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Manchester,reported_place
348,Lovejoy [33tFkBLsl6f8TjKkV0uF0C],,33tFkBLsl6f8TjKkV0uF0C,Lovejoy,617221,1099469,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,33tFkBLsl6f8TjKkV0uF0C,Q109558113,Lovejoy,Lovejoy,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
349,Deacon Blue [5jqKIZLB5WA5KquEihB3ND],,5jqKIZLB5WA5KquEihB3ND,Deacon Blue,612759,256096,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5jqKIZLB5WA5KquEihB3ND,Q1180767,Deacon Blue,Deacon Blue,Q4093,Glasgow,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Glasgow,reported_place
350,Slade [10n5lhNDoSMUHWLlnST1yw],,10n5lhNDoSMUHWLlnST1yw,Slade,612385,473230,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,10n5lhNDoSMUHWLlnST1yw,Q156872,Slade,Slade,Q126269,Wolverhampton,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Wolverhampton,reported_place
351,Freemasons [49H2dQUNhIlso7VNkS8nFR],,49H2dQUNhIlso7VNkS8nFR,Freemasons,607845,65062,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,49H2dQUNhIlso7VNkS8nFR,Q1453598,Freemasons,Freemasons,Q131491,Brighton,musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Brighton,reported_place
352,Ocean Colour Scene [5vIOGcdmx1eIkq3ZtuS12U],,5vIOGcdmx1eIkq3ZtuS12U,Ocean Colour Scene,606956,454701,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5vIOGcdmx1eIkq3ZtuS12U,Q1332158,Ocean Colour Scene,Ocean Colour Scene,Q2256,Birmingham,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Birmingham,reported_place
353,Aquilo [26GHRG8x1F4AzbCKzUaIbw],,26GHRG8x1F4AzbCKzUaIbw,Aquilo,602693,328001,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,26GHRG8x1F4AzbCKzUaIbw,Q17279149,Aquilo,Aquilo,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
354,Fiction Factory [6T6T5RCps6bHzTSDq8pyFj],,6T6T5RCps6bHzTSDq8pyFj,Fiction Factory,601160,34517,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6T6T5RCps6bHzTSDq8pyFj,Q664789,Fiction Factory,Fiction Factory,Q203000,Perth,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Perth,reported_place
355,Mount Kimbie [3NUtpWpGDoffm3RCGhSHtl],,3NUtpWpGDoffm3RCGhSHtl,Mount Kimbie,601000,362804,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3NUtpWpGDoffm3RCGhSHtl,Q1359424,Mount Kimbie,Mount Kimbie,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
356,Them [5BaHqGtf6UAZnHfqdPaTDA],,5BaHqGtf6UAZnHfqdPaTDA,Them,598923,155177,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5BaHqGtf6UAZnHfqdPaTDA,Q1338638,Them,Them,Q10686,Belfast,musical group,Northern Ireland,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Belfast,reported_place
357,Unkle [2nszamLjZFgu3Yx77mKxuC],,2nszamLjZFgu3Yx77mKxuC,UNKLE,596520,420500,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2nszamLjZFgu3Yx77mKxuC,Q2032426,Unkle,Unkle,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
358,LMC [69QKcDt724e93ZYkBSjsYP],,69QKcDt724e93ZYkBSjsYP,LMC,593636,10262,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,69QKcDt724e93ZYkBSjsYP,Q514541,LMC,LMC,,,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
359,JLS [5xi3SZpllRPAkoPVbjB6nc],,5xi3SZpllRPAkoPVbjB6nc,JLS,591899,520107,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5xi3SZpllRPAkoPVbjB6nc,Q1165439,JLS,JLS,Q84,London,boy band|musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
360,Peppa Pig [2gJLanGIV9JqQuKBCWy9ZG],,2gJLanGIV9JqQuKBCWy9ZG,Peppa Pig,585566,199475,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2gJLanGIV9JqQuKBCWy9ZG,Q938985,Peppa Pig,Peppa Pig,,,animated television series,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,,unresolved_generic_or_missing
361,Don Broco [1aOt6LvXOV6I8dv1A5Diia],,1aOt6LvXOV6I8dv1A5Diia,DON BROCO,584790,285868,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1aOt6LvXOV6I8dv1A5Diia,Q5292322,Don Broco,Don Broco,Q208257,Bedford,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Bedford,reported_place
362,Steve Harley & Cockney Rebel [6EL5GD53kaaVgJCHgdtdLz],,6EL5GD53kaaVgJCHgdtdLz,Steve Harley & Cockney Rebel,584745,66094,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6EL5GD53kaaVgJCHgdtdLz,Q1431236,Steve Harley & Cockney Rebel,Steve Harley & Cockney Rebel,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
363,Sweet Female Attitude [1054JdBVMCPm9VpvkUcOYX],,1054JdBVMCPm9VpvkUcOYX,Sweet Female Attitude,582178,31030,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1054JdBVMCPm9VpvkUcOYX,Q1377724,Sweet Female Attitude,Sweet Female Attitude,Q18125,Manchester,musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,Manchester,reported_place
364,The Fixx [53RkHTcl0SJZjpzqogkBf4],,53RkHTcl0SJZjpzqogkBf4,The Fixx,569663,284550,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,53RkHTcl0SJZjpzqogkBf4,Q1460975,The Fixx,The Fixx,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
365,N-Dubz [52Syw7gkGRePCAYvEY2X9D],,52Syw7gkGRePCAYvEY2X9D,N-Dubz,569050,307419,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,52Syw7gkGRePCAYvEY2X9D,Q1140107,N-Dubz,N-Dubz,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,London,reported_place
366,Aztec Camera [7sbwBqdkynNUDgiWU3TQ5J],,7sbwBqdkynNUDgiWU3TQ5J,Aztec Camera,568826,155418,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7sbwBqdkynNUDgiWU3TQ5J,Q794148,Aztec Camera,Aztec Camera,Q654226,East Kilbride,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False,East Kilbride,reported_place
