band_name,study_city_label,affiliation_type,entity_id,entity_name,source
Bow Wow Wow,London,member,mb:096927bc-21d0-4ce4-9077-4da06ba88519,Annabella Lwin,MusicBrainz member relationship
Bow Wow Wow,London,member,mb:3e55c6e5-e494-4c7d-8472-9ec1fc06cc37,Leigh Gorman,MusicBrainz member relationship
Bring Me The Horizon,Sheffield,member,mb:68949557-5722-4269-833d-55e10dd67867,Curtis Ward,MusicBrainz member relationship
Bring Me The Horizon,Sheffield,member,mb:f9af1209-0b96-406e-853c-86192304d66d,Matt Kean,MusicBrainz member relationship
Bring Me The Horizon,Sheffield,member,mb:d8da8c5b-8eec-4514-a50a-788a3896dcd5,Lee Malia,MusicBrainz member relationship
Bring Me The Horizon,Sheffield,member,mb:39e3dbcb-fbb2-4967-8831-4df893d027bc,Matt Nicholls,MusicBrainz member relationship
Bring Me The Horizon,Sheffield,member,mb:dda04dd2-d815-4516-a640-949848f90d6e,Oliver Sykes,MusicBrainz member relationship
Bring Me The Horizon,Sheffield,member,mb:b1d230d7-aa7b-4634-93d2-3981a6f26ef9,Jona Weinhofen,MusicBrainz member relationship
Bring Me The Horizon,Sheffield,member,mb:fb2d281c-7081-42fe-a95a-3830f902ad6f,Jordan Fish,MusicBrainz member relationship
Bronski Beat,London,member,mb:318bb99e-d943-4e12-91e2-4fbfd8cd8344,Steve Bronski,MusicBrainz member relationship
Bronski Beat,London,member,mb:09bc57df-6fc7-40f7-b7e6-2261481f801e,Jimmy Somerville,MusicBrainz member relationship
Bronski Beat,London,member,mb:91a2f70a-deec-4d48-bb3b-1186e14e067b,Sordid Soundz,MusicBrainz member relationship
Bronski Beat,London,member,mb:680601e5-2fc8-4f73-9fdf-fc6be6e0fc12,Larry Steinbachek,MusicBrainz member relationship
Bronski Beat,London,member,mb:088b47a7-3d9b-449a-9635-238f35ae81c8,John Foster,MusicBrainz member relationship
Budgie,Cardiff,member,mb:783d0cbf-e8e9-4833-9845-c87f17bdd2e6,Ray Phillips,MusicBrainz member relationship
Budgie,Cardiff,member,mb:bdad361f-3a99-4c0d-8237-66afe1d117a0,Burke Shelley,MusicBrainz member relationship
Budgie,Cardiff,member,mb:d1fdace4-30a8-404a-a237-360f60927557,Tony Bourge,MusicBrainz member relationship
Budgie,Cardiff,member,mb:9b092c99-5947-44f4-9bb9-2f8a2af730d5,Rob Kendrick,MusicBrainz member relationship
Budgie,Cardiff,member,mb:2a405f96-926b-4bec-ab98-a5bbae774b92,John Thomas,MusicBrainz member relationship
Budgie,Cardiff,member,mb:ae339c98-869a-4c8d-bfd7-0cefdc15cd96,Craig Goldy,MusicBrainz member relationship
Bury Tomorrow,Southampton,member,mb:6180b5d1-47e5-48b0-a9b0-bc2ffc91b2a1,Jason Cameron,MusicBrainz member relationship
Bury Tomorrow,Southampton,member,mb:d7af239c-4727-486b-84a7-dbe2a2494ff3,Ed Hartwell,MusicBrainz member relationship
Bury Tomorrow,Southampton,member,mb:3aac0265-561d-49e1-9a21-5ae9b5a9d0b9,Kristan Dawson,MusicBrainz member relationship
Bury Tomorrow,Southampton,member,mb:a68b58f6-ff7b-44b9-a5c5-b370cc47544f,Adam Jackson,MusicBrainz member relationship
Bury Tomorrow,Southampton,member,mb:5e4d2d93-7aee-408e-8880-0955f7ca1049,Tom Prendergast,MusicBrainz member relationship
Bury Tomorrow,Southampton,member,mb:38f20ba8-bc56-4a5a-a658-34dcbbb99513,Davyd Winter-Bates,MusicBrainz member relationship
Bury Tomorrow,Southampton,member,mb:7c5188e6-d1df-4633-bcd8-961b5c00edd9,Daniel Winter‐Bates,MusicBrainz member relationship
Bush,London,member,mb:434af527-fa89-4706-8a60-c79bdce70eb5,Dave Parsons,MusicBrainz member relationship
Bush,London,member,mb:96a0d497-3e6f-415b-b760-2de4abaa03a8,Nigel Pulsford,MusicBrainz member relationship
Bush,London,member,mb:d530dad4-81e5-4874-808a-d708039289fb,Gavin Rossdale,MusicBrainz member relationship
Bush,London,member,mb:6c39a1a7-24ab-4b82-aa21-cd3f7d67cb7a,Robin Goodridge,MusicBrainz member relationship
Bush,London,member,mb:80f36457-d56f-4444-a750-cc52bfb77f00,Chris Traynor,MusicBrainz member relationship
Bush,London,member,mb:1af702cb-6051-4561-94b4-4611dac6f53c,Corey Britz,MusicBrainz member relationship
Bush,London,member,mb:c2118931-891e-43a6-95a9-87d7eb3dfed1,Sacha Puttnam,MusicBrainz member relationship
Bush,London,member,mb:f34bc259-a69a-4f29-a835-9cf0cf900347,Joshy Soul,MusicBrainz member relationship
Busted,London,member,mb:2009525c-c784-4b35-a00e-a188560ed678,James Bourne,MusicBrainz member relationship
Busted,London,member,mb:db68f3a4-fc5c-45a9-b87c-fec96163880b,Charlie Simpson,MusicBrainz member relationship
Busted,London,member,mb:3409d032-39ff-4043-818a-47e90a0abff2,Matt Willis,MusicBrainz member relationship
Buzzcocks,Manchester,member,mb:72c324f5-0d4a-4ca5-bc92-02236c65308b,Howard Devoto,MusicBrainz member relationship
Buzzcocks,Manchester,member,mb:b607692b-8219-4394-bcd6-57bd02607bbe,John Maher,MusicBrainz member relationship
Buzzcocks,Manchester,member,mb:6a64eec6-39a7-4ba4-9939-cdee01fb4c5b,Pete Shelley,MusicBrainz member relationship
Buzzcocks,Manchester,member,mb:6dccc600-7a30-45a6-8c05-6e495306758f,Steve Diggle,MusicBrainz member relationship
Buzzcocks,Manchester,member,mb:6f7fcfaa-cb02-48a1-bada-e0ca502b2f21,Garth Smith,MusicBrainz member relationship
Buzzcocks,Manchester,member,mb:871eb71d-e0ad-4c4b-80ae-6b06dee6cabe,Mike Joyce,MusicBrainz member relationship
Buzzcocks,Manchester,member,mb:77c4b783-4d0f-498e-9be8-121a1d9b600e,Tony Barber,MusicBrainz member relationship
Buzzcocks,Manchester,member,mb:abc2a9cf-f228-42e2-a460-b95479d4996c,Chris Remington,MusicBrainz member relationship
CHVRCHES,Glasgow,member,mb:f77262ce-b391-4200-b5a5-f15ed170b81d,Iain Cook,MusicBrainz member relationship
CHVRCHES,Glasgow,member,mb:9439ff8e-140b-4b5c-8c1f-9a7b740ef8df,Martin Doherty,MusicBrainz member relationship
CHVRCHES,Glasgow,member,mb:a3de3425-e96b-4857-a35c-e949fab8d80b,Lauren Mayberry,MusicBrainz member relationship
Camel,Guildford,member,mb:9e536582-4311-49c6-8620-2c3c72a6a398,Doug Ferguson,MusicBrainz member relationship
Camel,Guildford,member,mb:9acc6f40-2e31-412c-b1ca-a09a10d5047a,Peter Bardens,MusicBrainz member relationship
Camel,Guildford,member,mb:ed832760-86aa-4e28-9e1c-a9c947f5fbff,Andy Ward,MusicBrainz member relationship
Camel,Guildford,member,mb:40a85fd4-497d-4c44-97e6-e3be777bb8ec,Andrew Latimer,MusicBrainz member relationship
Camel,Guildford,member,mb:67b08fdc-ee07-4f93-957e-8ade23cf6ac8,Mel Collins,MusicBrainz member relationship
Camel,Guildford,member,mb:cdc2328b-626c-46ec-89fe-d6dd265f458b,Richard Sinclair,MusicBrainz member relationship
Camel,Guildford,member,mb:ca9efe5b-8d2b-4bd5-a350-8b35943effc0,Jan Schelhaas,MusicBrainz member relationship
Camel,Guildford,member,mb:c9c01dec-8f02-4311-83a6-642f2069bc64,Kit Watkins,MusicBrainz member relationship
Camel,Guildford,member,mb:9416da8b-faa9-4050-8782-bd431a51c38f,Colin Bass,MusicBrainz member relationship
Camel,Guildford,member,mb:78da9bf1-8429-4003-89a2-5c5efa63da7b,Paul Burgess,MusicBrainz member relationship
Camel,Guildford,member,mb:10a09092-97d7-41aa-b495-c81689de1a14,Ton Scherpenzeel,MusicBrainz member relationship
Camel,Guildford,member,mb:f34f9c19-3253-4ecc-9493-bb6ad6ee7d66,Guy LeBlanc,MusicBrainz member relationship
Camel,Guildford,member,mb:a37342d1-0405-4457-a7a8-ff9ce6473780,Peter Jones,MusicBrainz member relationship
Camel,Guildford,member,mb:e1307663-4c3b-4ebd-9061-adba53c0fb47,Denis Clement,MusicBrainz member relationship
Camel,Guildford,member,mb:a2930d99-e1c9-4ec8-a0f6-3c27136c4744,David Paton,MusicBrainz member relationship
Camel,Guildford,member,mb:8557005a-6846-4820-930a-610e6b65d4df,Chris Rainbow,MusicBrainz member relationship
Camel,Guildford,member,mb:cb44df12-a954-4494-a17a-9155b93fd684,Stuart Tosh,MusicBrainz member relationship
CamelPhat,Liverpool,member,mb:0cc6dec7-ac0a-4cc0-88d8-c7f0a483ce88,Mike Di Scala,MusicBrainz member relationship
CamelPhat,Liverpool,member,mb:92adfa70-055b-474b-9a9c-f50da907d4cf,Dave Whelan,MusicBrainz member relationship
Camera Obscura,Glasgow,member,mb:5aa573c8-20a8-4a47-92fb-145b973fb2b4,John Henderson,MusicBrainz member relationship
Camera Obscura,Glasgow,member,mb:4b10d405-48cb-4bf3-b7d0-98b509428f41,Tracyanne Campbell,MusicBrainz member relationship
Camera Obscura,Glasgow,member,mb:45deaccc-9633-4d81-9ada-bd205c5cd580,Gavin Dunbar,MusicBrainz member relationship
Camera Obscura,Glasgow,member,mb:e7528aba-c5e2-4917-9a52-9b61d56f9a13,Richard Colburn,MusicBrainz member relationship
Camera Obscura,Glasgow,member,mb:5f27ca9c-2b61-4537-a74c-384e0e79a023,David Skirving,MusicBrainz member relationship
Camera Obscura,Glasgow,member,mb:537fa000-7b34-4528-8f58-a95a11220fcc,Lindsay Boyd,MusicBrainz member relationship
Camera Obscura,Glasgow,member,mb:9c38dcaf-bf4e-4de8-89c0-32b7d0a59deb,Lee Thomson,MusicBrainz member relationship
Camera Obscura,Glasgow,member,mb:20dfa37b-8af1-4d46-a8ec-13c384adc47c,Kenny McKeeve,MusicBrainz member relationship
Camera Obscura,Glasgow,member,mb:8b8493a9-fbcc-4e56-8965-cd2c3465a991,Nigel Baillie,MusicBrainz member relationship
Camera Obscura,Glasgow,member,mb:fe72a9ff-9a06-4979-9cad-b5caf2190d80,Carey Lander,MusicBrainz member relationship
Carcass,Liverpool,member,mb:963abe08-0eb7-4cf1-b1e8-335ccc87ba99,Sanjiv,MusicBrainz member relationship
Carcass,Liverpool,member,mb:e8d1a65c-3a11-48e5-9886-0c0644506213,Ken Owen,MusicBrainz member relationship
Carcass,Liverpool,member,mb:cd7cef7b-3049-4738-9ac3-29bc274fdcfc,Bill Steer,MusicBrainz member relationship
Carcass,Liverpool,member,mb:3f5f837e-924f-470a-b8a9-ff70ac96a12c,Jeff Walker,MusicBrainz member relationship
Carcass,Liverpool,member,mb:94e6c1ed-3ad3-4ac9-8fe9-7dc07283ddc5,Michael Amott,MusicBrainz member relationship
Carcass,Liverpool,member,mb:9fff2af8-e320-4eb1-bef3-a9afe125beb9,Carlo Regadas,MusicBrainz member relationship
Carcass,Liverpool,member,mb:5da40185-15bb-43e2-9dee-3125d990f7f5,Daniel Wilding,MusicBrainz member relationship
Carcass,Liverpool,member,mb:55d82469-0ef0-4bcc-b2d3-75665ad0041a,Ben Ash,MusicBrainz member relationship
Carcass,Liverpool,member,mb:0e76eeaa-9580-40d7-82a9-fa4a047748ee,Tom Draper,MusicBrainz member relationship
Carter The Unstoppable Sex Machine,London,member,mb:ac115dd3-3849-4800-89ce-005e3a94c97f,Wez,MusicBrainz member relationship
Carter The Unstoppable Sex Machine,London,member,mb:a387e2e9-a4ff-40b4-8f5d-3598fd645d7a,Salvador Alessi,MusicBrainz member relationship
Carter The Unstoppable Sex Machine,London,member,mb:c679ae33-8c7a-412a-aecd-26781f2d715a,Steve,MusicBrainz member relationship
Carter The Unstoppable Sex Machine,London,member,mb:dd54fb07-4393-44bd-97da-777bbcd18353,Fruitbat,MusicBrainz member relationship
Carter The Unstoppable Sex Machine,London,member,mb:4e6e6785-a809-468f-80fb-e01eb356af6c,Jim Bob,MusicBrainz member relationship
Cassia,Manchester,member,mb:161445b5-fafb-459b-a271-d5aefc55aa03,Louis Cotterill,MusicBrainz member relationship
Cassia,Manchester,member,mb:f9332989-b95d-439a-a3c4-ef719f22f1c2,Rob Ellis,MusicBrainz member relationship
Cassia,Manchester,member,mb:c15751c6-bf3f-4388-b973-937dece27304,Jacob Leff,MusicBrainz member relationship
Cast,Liverpool,member,mb:b3728729-c8df-49f9-be36-731b8c6d54b8,John Power,MusicBrainz member relationship
Cast,Liverpool,member,mb:a0324733-8192-4c01-941e-777cf6e7114b,Pete Wilkinson,MusicBrainz member relationship
Cast,Liverpool,member,mb:ccb65711-da3d-40d7-98f4-29a5ebbcee99,Keith O'Neill,MusicBrainz member relationship
Cast,Liverpool,member,mb:4e15dbeb-88ca-4478-974c-2f70f6bee182,Liam Tyson,MusicBrainz member relationship
Cast,Liverpool,member,mb:106bfcea-85d2-4381-b70a-1f3ff3f21079,Peter Wilkinson,MusicBrainz member relationship
Catatonia,Cardiff,member,mb:abed13cb-594b-4e92-8f46-1ccd0ea9014c,Guto Pryce,MusicBrainz member relationship
Catatonia,Cardiff,member,mb:eae1dc26-f366-4b1a-916a-3d0a6723549f,Cerys Matthews,MusicBrainz member relationship
Catatonia,Cardiff,member,mb:ccc4868d-f425-4969-9bb6-a4df66507889,Mark Roberts,MusicBrainz member relationship
Catatonia,Cardiff,member,mb:36863ac6-7b2f-4e07-bb18-cb233061cd1b,Clancy Pegg,MusicBrainz member relationship
Catatonia,Cardiff,member,mb:0af7c149-7887-4bf7-813c-7fd9f091661e,Dafydd Ieuan,MusicBrainz member relationship
Catatonia,Cardiff,member,mb:ac3d540d-67a7-4cb6-8998-e3d4bb2a343b,Paul Jones,MusicBrainz member relationship
Catatonia,Cardiff,member,mb:6d9dd854-e8aa-4c50-8bfd-7c1277fb7df1,Owen Powell,MusicBrainz member relationship
Catatonia,Cardiff,member,mb:d91534d5-4bb0-46c5-af4e-d253a95745c1,Aled Richards,MusicBrainz member relationship
Catatonia,Cardiff,member,mb:a3937f2e-c3cd-4814-b83a-348337516aaa,Chris Jenkins,MusicBrainz member relationship
Cathedral,Coventry,member,mb:58a12c59-fb42-46b0-a0e7-e0e6cf09b343,Andy Baker,MusicBrainz member relationship
Cathedral,Coventry,member,mb:95efcca8-78f1-43b8-a95e-d5857a20f2c1,Mark Griffiths,MusicBrainz member relationship
Cathedral,Coventry,member,mb:62dd102e-5341-4020-8757-89a5d1ab572a,Ben Mochrie,MusicBrainz member relationship
Cathedral,Coventry,member,mb:a7873e4f-ec28-4eb4-8290-054b33fdbbb7,Adam Lehan,MusicBrainz member relationship
Cathedral,Coventry,member,mb:52fbc5b3-2f46-415d-80d7-e83ca1c9751e,Lee Dorrian,MusicBrainz member relationship
Cathedral,Coventry,member,mb:5beda726-48f3-4ad0-bed2-bc534a0d6a2c,Garry Jennings,MusicBrainz member relationship
Cathedral,Coventry,member,mb:86311cf2-ed1f-4827-a8c6-df4c3e735601,Mike Smail,MusicBrainz member relationship
Cathedral,Coventry,member,mb:b10be82d-b3ec-4d50-93ba-a221f4d4fe1b,Mark Ramsey Wharton,MusicBrainz member relationship
Cathedral,Coventry,member,mb:b784e0d4-5824-4546-a89a-8d6343b3701a,Leo Smee,MusicBrainz member relationship
Cathedral,Coventry,member,mb:2a915044-a29c-485b-90fc-90d7748b7b75,Brian Dixon,MusicBrainz member relationship
Cathedral,Coventry,member,mb:62877ee9-2470-49a2-af40-05b8214efe4f,Scott Carlson,MusicBrainz member relationship
Cathedral,Coventry,member,mb:2a0d98e6-2b26-4a13-b9f0-fd8e212020c0,Mike Hickey,MusicBrainz member relationship
Catherine Wheel,Great Yarmouth,member,mb:0cd8acc6-59b7-450b-a202-661092391a79,Rob Dickinson,MusicBrainz member relationship
Catherine Wheel,Great Yarmouth,member,mb:4052047f-679d-414b-b516-4b396ffc131f,Brian Futter,MusicBrainz member relationship
Catherine Wheel,Great Yarmouth,member,mb:80d39dee-0f93-45d5-a9fa-3108acb4d5b1,Dave Hawes,MusicBrainz member relationship
Catherine Wheel,Great Yarmouth,member,mb:14dc171b-874a-40be-a8db-c92653a5273a,Neil Sims,MusicBrainz member relationship
Chase & Status,London,member,mb:fb9b4a46-ffbb-4688-b178-f6f7f07676c3,Chase,MusicBrainz member relationship
Chase & Status,London,member,mb:8eaabb17-c046-4899-80ab-37b4058ca773,Status,MusicBrainz member relationship
China Crisis,Liverpool,member,mb:792aafe3-7986-4033-9145-3c96383aff55,Dave Reilly,MusicBrainz member relationship
China Crisis,Liverpool,member,mb:a22a1b9f-e12c-40aa-8989-d9cd96b87abf,Gazza Johnson,MusicBrainz member relationship
China Crisis,Liverpool,member,mb:b7748409-4764-48d3-a6b1-7c9be1c0c648,Kevin Wilkinson,MusicBrainz member relationship
China Crisis,Liverpool,member,mb:33bb7ffd-af50-449c-8594-cd5f00d1a2d7,Gary Daly,MusicBrainz member relationship
China Crisis,Liverpool,member,mb:c426eef8-2004-45d1-886c-a86d6ff4c732,Eddie Lundon,MusicBrainz member relationship
China Crisis,Liverpool,member,mb:97717fed-3edf-446c-86a7-fe555475e311,Brian McNeill,MusicBrainz member relationship
China Crisis,Liverpool,member,mb:1595cbdd-b724-442e-b96c-80cea5c363bc,Derek Lovelady,MusicBrainz member relationship
Chumbawamba,Burnley,member,mb:5dae4d28-b43a-43d8-9942-c7a9bd24b5ef,Dunstan Bruce,MusicBrainz member relationship
Chumbawamba,Burnley,member,mb:3357ae2e-27ba-4bd5-a0a1-a25fc3ca3844,Harry “Daz” Hamer,MusicBrainz member relationship
Chumbawamba,Burnley,member,mb:14aac18a-9884-4bac-a20f-4f8c3be8967e,Danbert Nobacon,MusicBrainz member relationship
Chumbawamba,Burnley,member,mb:14fbe08b-d6de-4395-9467-3c1082be5cba,Alice Nutter,MusicBrainz member relationship
Chumbawamba,Burnley,member,mb:cdc37b29-70ea-403a-86b1-9fec2d622df1,Lou Watts,MusicBrainz member relationship
Chumbawamba,Burnley,member,mb:b5179ebf-37cd-4a35-b03b-d19090b9565d,Boff Whalley,MusicBrainz member relationship
Chumbawamba,Burnley,member,mb:1d91ae57-6bea-4271-94a8-68b489e846ce,Mavis Dillon,MusicBrainz member relationship
Chumbawamba,Burnley,member,mb:026029f3-2664-4288-afca-06f8ad49e8a2,Paul Greco,MusicBrainz member relationship
Chumbawamba,Burnley,member,mb:9ac9605b-7661-4804-9392-7179e5bea9a4,Jude Abbott,MusicBrainz member relationship
Chumbawamba,Burnley,member,mb:32e22c96-7436-4c3d-aa5b-0e53f1f6049a,Neil Ferguson,MusicBrainz member relationship
Chumbawamba,Burnley,member,mb:c69394b8-0eeb-47ee-b260-ecbbbcb5c4db,Michelle Plum,MusicBrainz member relationship
Chumbawamba,Burnley,member,mb:f2b2b6b0-1cf3-4b69-888a-272dd1f368f2,Phil Moody,MusicBrainz member relationship
Chumbawamba,Burnley,member,mb:43164794-82cf-4945-9b93-05bcda617521,No Masters Co-operative,MusicBrainz member relationship
Chumbawamba,Burnley,member,mb:da7c3f16-1fd3-44d1-a2e0-118d94b90306,Cobie Laan,MusicBrainz member relationship
Chumbawamba,Burnley,member,mb:8982a02d-ba8f-4bcb-9122-39f28e2e4f99,Simon Lanzon,MusicBrainz member relationship
Church of the Cosmic Skull,Nottingham,member,mb:691cac02-11a2-4a5f-b6fb-c73e71ba8084,Caroline Cawley,MusicBrainz member relationship
Church of the Cosmic Skull,Nottingham,member,mb:45719df5-00ce-4729-8cae-1d96e15e0aef,Bill Fisher,MusicBrainz member relationship
Church of the Cosmic Skull,Nottingham,member,mb:49664fe5-14d1-4b85-a78e-db365f4d14aa,Jo Joyce,MusicBrainz member relationship
Church of the Cosmic Skull,Nottingham,member,mb:a2be1357-0ad0-4645-8067-b5e14de73913,Sam Lloyd,MusicBrainz member relationship
Church of the Cosmic Skull,Nottingham,member,mb:5642c1b9-cc48-4cdd-a6fe-ab41bcd427a5,Amy Nicholson,MusicBrainz member relationship
Church of the Cosmic Skull,Nottingham,member,mb:24e9e038-d49f-428a-b194-e42102a26990,Loz Stone,MusicBrainz member relationship
Circa Waves,Liverpool,member,mb:fdee1531-e341-46e8-aeba-cdc784154a1a,Joe Falconer,MusicBrainz member relationship
Circa Waves,Liverpool,member,mb:57107be1-21eb-48bd-80e3-e5f3f0ad647c,Colin Jones,MusicBrainz member relationship
Circa Waves,Liverpool,member,mb:cfc92343-bcd4-478b-8007-cf44c798d92c,Sam Rourke,MusicBrainz member relationship
Circa Waves,Liverpool,member,mb:1dc6591d-5cab-4f47-ab0a-c0dec3f57fc5,Kieran Shudall,MusicBrainz member relationship
Clean Bandit,Cambridge,member,mb:ec31aa43-ccf4-4a2a-8392-c2782232061d,Neil Amin-Smith,MusicBrainz member relationship
Clean Bandit,Cambridge,member,mb:678f6664-93cc-4bf1-ad14-9025d1b23b7f,Grace Chatto,MusicBrainz member relationship
Clean Bandit,Cambridge,member,mb:452b1e7d-9a64-408b-8c13-f29d25534662,Jack Patterson,MusicBrainz member relationship
Clean Bandit,Cambridge,member,mb:398abf03-9d98-4095-91bb-341ecb8bd1af,Luke Patterson,MusicBrainz member relationship
Clean Bandit,Cambridge,member,mb:87d0014d-299a-49d2-a0e0-51784fd5280b,Stephanie Benedetti,MusicBrainz member relationship
Clean Bandit,Cambridge,member,mb:a3c1211b-9422-43be-a75c-5b6778e7c0b6,Band Aid 30,MusicBrainz member relationship
Cleopatra,Manchester,member,mb:79a6ddfa-9ba3-4650-b837-f8fd99d631c5,Cleopatra Higgins,MusicBrainz member relationship
Cleopatra,Manchester,member,mb:fa28e014-0b46-4e70-9f90-2d2ff84af23e,Yonah Higgins,MusicBrainz member relationship
Cleopatra,Manchester,member,mb:b8cf3516-b373-4ab5-a99d-deb17b56f283,Zainam Higgins,MusicBrainz member relationship
Climie Fisher,London,member,mb:881a3dca-7c80-487e-8360-3427d2ad18bd,Simon Climie,MusicBrainz member relationship
Climie Fisher,London,member,mb:31136191-f76f-4465-96b5-f2812237ce33,Rob Fisher,MusicBrainz member relationship
Clinic,Liverpool,member,mb:b755e241-0feb-4813-825c-f520f23509a7,Brian Campbell,MusicBrainz member relationship
Clinic,Liverpool,member,mb:4a46b793-ae5a-474c-b3c1-e26bc001113b,Carl Turney,MusicBrainz member relationship
Clinic,Liverpool,member,mb:8bf65f63-38d5-4052-92cc-5f54250d1a40,Ade Blackburn,MusicBrainz member relationship
Clinic,Liverpool,member,mb:7976fd4a-ac88-487e-9fc2-cf70a48bbf6e,Jonathan Hartley,MusicBrainz member relationship
Cock Sparrer,London,member,mb:ccd3879e-7591-4947-ab56-ea38929b14fd,Mick Beaufoy,MusicBrainz member relationship
Cock Sparrer,London,member,mb:c503b678-a710-407c-ae68-26af01b37a62,Steve Bruce,MusicBrainz member relationship
Cock Sparrer,London,member,mb:37a5e5fe-31bb-41bf-ad22-0745e64633cb,Steve Burgess,MusicBrainz member relationship
Cock Sparrer,London,member,mb:5f9ca13b-4abd-4d6f-9a69-000d415b82d1,Garrie Lammin,MusicBrainz member relationship
Cock Sparrer,London,member,mb:3145e494-9983-4c8f-8218-7b1548cb0779,Colin McFaull,MusicBrainz member relationship
Cock Sparrer,London,member,mb:2cf494e7-19c2-461c-b3a9-3a4a043227a3,Daryl Smith,MusicBrainz member relationship
Cockney Rejects,London,member,mb:0500e9e8-9ba5-4676-a480-36f1b8d2c9a6,Mick Geggus,MusicBrainz member relationship
Cockney Rejects,London,member,mb:08b3e88d-9063-4f9d-ac3f-a0aea3b0801b,Jeff Turner,MusicBrainz member relationship
Cockney Rejects,London,member,mb:aa170126-63aa-4179-aee9-86bfe7381941,Andy Scott,MusicBrainz member relationship
Cockney Rejects,London,member,mb:66afabe4-e9b1-4b30-8c64-6fd4fb279419,Vince Riordan,MusicBrainz member relationship
Cockney Rejects,London,member,mb:fa1bbe12-8116-471b-a317-7881a9160030,Nigel Wolfe,MusicBrainz member relationship
Cockney Rejects,London,member,mb:62dad14c-25ce-49f6-8eb3-f88ae243a375,Keith Warrington,MusicBrainz member relationship
Cockney Rejects,London,member,mb:c3b39321-931e-4f61-aa35-dd20c6c4308e,Ian Campbell,MusicBrainz member relationship
Cockney Rejects,London,member,mb:126bed47-f464-462d-92c2-650ae7a24bc1,Andrew Laing,MusicBrainz member relationship
Cockney Rejects,London,member,mb:ac6fae99-e711-4196-a1c7-d1d6679ff556,Tony Frater,MusicBrainz member relationship
Cockney Rejects,London,member,mb:cc0acff4-7f38-4734-b269-0872b998910d,Les Cobb,MusicBrainz member relationship
Cockney Rejects,London,member,mb:4cb5f7be-4863-424a-a1cd-92f3ee3fdcf1,Michael Algar,MusicBrainz member relationship
Cockney Rejects,London,member,mb:c3ec83f5-47e9-4969-a9de-07f861abda29,Ray Bussey,MusicBrainz member relationship
Cockney Rejects,London,member,mb:0a5f32aa-466e-4cfc-956e-8ae10e11aefa,John Pearce,MusicBrainz member relationship
Cocteau Twins,Falkirk,member,mb:d8a0b557-1ec1-45be-a763-cced099f5629,Will Heggie,MusicBrainz member relationship
Cocteau Twins,Falkirk,member,mb:0bf0cabe-def2-4113-8dc5-6e721b9c3a92,Elizabeth Fraser,MusicBrainz member relationship
Cocteau Twins,Falkirk,member,mb:47d7b25e-585b-4c97-b98b-411b21a53379,Robin Guthrie,MusicBrainz member relationship
Cocteau Twins,Falkirk,member,mb:54cf21b1-9a02-4a75-a029-3a66db21c545,Simon Raymonde,MusicBrainz member relationship
Cocteau Twins,Falkirk,member,mb:108b1628-b8bb-4698-bdda-714a70ee40bb,Lincoln Fong,MusicBrainz member relationship
Coil,London,member,mb:d3bcf54e-56f3-497e-b3ac-6f89ae1e7201,John Balance,MusicBrainz member relationship
Coil,London,member,mb:1148b5e1-1007-4350-9adc-38e209094be5,John Gosling,MusicBrainz member relationship
Coil,London,member,mb:c0880c7c-52e8-4e9f-abad-b7970aa05179,Peter Christopherson,MusicBrainz member relationship
Coil,London,member,mb:d8f606c8-5da3-4e23-b8da-884f8ba23a30,Stephen Thrower,MusicBrainz member relationship
Coil,London,member,mb:e79b8fcd-4329-46c8-a726-71dc7c3436b4,Danny Hyde,MusicBrainz member relationship
Coil,London,member,mb:aa1cbb28-e76d-4cfc-b567-dc507226386d,Drew McDowall,MusicBrainz member relationship
Coil,London,member,mb:9e8d787e-64d9-48e3-95ea-b4ed71cc28c3,William Breeze,MusicBrainz member relationship
Coil,London,member,mb:d6b78704-e16c-412e-b964-595de4ad05d9,Thighpaulsandra,MusicBrainz member relationship
Coil,London,member,mb:a39f2724-8541-4fda-9322-9f70c049a547,Tom Edwards,MusicBrainz member relationship
Coil,London,member,mb:e9c97398-f07c-4d2d-8977-961ce7980063,Ossian Brown,MusicBrainz member relationship
Coil,London,member,mb:b4d3e771-39f3-47ac-9adb-ab1efdeeab12,Cliff Stapleton,MusicBrainz member relationship
Coil,London,member,mb:81a471d6-00bf-40d5-a06e-c23431d4c920,Michael J York,MusicBrainz member relationship
Coldplay,London,member,mb:d156ceb2-fd90-4e82-baea-829bbdf1c127,Jonny Buckland,MusicBrainz member relationship
Coldplay,London,member,mb:98d1ec5a-dd97-4c0b-9c83-7928aac89bca,Chris Martin,MusicBrainz member relationship
Coldplay,London,member,mb:18690715-59fa-4e4d-bcf3-8025cf1c23e0,Guy Berryman,MusicBrainz member relationship
Coldplay,London,member,mb:6953c4db-7214-4724-a140-e87550bde420,Will Champion,MusicBrainz member relationship
Coldplay,London,member,mb:08027883-0849-49d9-8b2f-95314de9e032,Phil Harvey,MusicBrainz member relationship
Conan,Liverpool,member,mb:e054d760-b57e-47e8-967c-68545afd1745,John McNulty,MusicBrainz member relationship
Conan,Liverpool,member,mb:dc300787-1d9d-416f-8db3-cc1f86511979,Phil Coumbe,MusicBrainz member relationship
Conan,Liverpool,member,mb:1f0721da-382e-4f9a-ae2e-37084b9b0819,Rich Lewis,MusicBrainz member relationship
