popularity_rank,band_name,spotify_id,wikidata_qid,followers,monthly_listeners,mapping_tier,fua_code,study_city_label,mapped_fua,musicbrainz_covered,wikidata_label_covered,network_degree,member_degree,label_degree,internal_degree,connected,member_connected,label_connected
453,Cast,0vBDEQ1aLZpe4zgn2fPH6Z,Q780072,183638,381917,strict,UK006F,Liverpool,True,True,True,36,2,34,3,True,True,True
455,Cassia,2413I9w4sRbBz4zi5zgwjX,Q123148190,69239,377418,strict,UK008F,Manchester,True,True,True,0,0,0,0,False,False,False
456,Mogwai,34UhPkLbtFKRq3nmfFgejG,Q645980,647271,370209,strict,UK004F,Glasgow,True,True,True,9,1,8,3,True,True,True
457,Electronic,3xYNGCooNIzKMAtJYKSOyq,Q624661,164721,367540,strict,UK008F,Manchester,True,True,True,10,4,8,6,True,True,True
461,The Searchers,4QmkLL9JOqM9dusHS1Hghe,Q1132434,216702,355906,strict,UK006F,Liverpool,True,True,True,5,0,5,1,True,False,True
463,Django Django,2ARO60gI5do88ho6azmzab,Q328221,252535,347616,strict,UK001F,London,True,True,True,2,0,2,1,True,False,True
464,The KLF,6dYrdRlNZSKaVxYg5IrvCH,Q741316,144352,343591,strict,UK001F,London,True,True,True,9,1,8,6,True,True,True
465,Heaven 17,5PYuBRQMHh7nWmdV076sH9,Q741663,273309,342911,strict,UK010F,Sheffield,True,True,True,31,2,30,2,True,True,True
466,Babybird,1QCANeffsBIHjzhMqUIxBh,Q116385,21473,342115,strict,UK010F,Sheffield,True,True,True,0,0,0,0,False,False,False
469,Paradise Lost,0gIo6kGl4KsCeIbqtZVHYp,Q750593,395901,336657,strict,UK003F,Leeds,True,True,True,4,1,3,1,True,True,True
471,Lamb,08YvZ2qzFrDSITfHLbPKMP,Q1259392,269420,332261,strict,UK008F,Manchester,True,True,True,17,0,17,3,True,False,True
472,Shakespears Sister,7ooOn6bokl4mGV4CEaUz6A,Q527789,126106,331052,strict,UK001F,London,True,True,True,11,1,11,7,True,True,True
473,Adam & The Ants,2DppeCnNtvrLfEobq9Pw5r,Q1798554,352561,328644,strict,UK001F,London,True,False,True,45,0,45,26,True,False,True
474,Shed Seven,3iejrAcqxYoVgyxp6zkWgs,Q2277663,175249,327277,strict,UK533F,York,True,True,True,34,0,34,0,True,False,True
477,Archive,1Q776wzj2mrtXrNu3iH6nk,Q635772,330186,318451,strict,UK001F,London,True,True,True,50,1,50,28,True,True,True
478,Dodgy,1dekSPU23UC5hw5b8Uxk9W,Q1234401,70095,318066,strict,UK001F,London,True,True,True,17,2,15,8,True,True,True
479,Everything Everything,1HOeqtP7tHkKNJNLzQ2tnr,Q1382296,310570,317529,strict,UK008F,Manchester,True,True,True,8,0,8,0,True,False,True
480,Liberty X,6htUPs3clIStnkvg5jimKZ,Q1823053,157028,317064,strict,UK001F,London,True,True,True,4,1,3,2,True,True,True
482,Love and Rockets,09mvgMBvJkxarNIDGdwPWg,Q643299,235396,313702,strict,UK528F,Northampton,True,True,True,5,2,5,2,True,True,True
485,China Crisis,0WUphJOGHE5i95IeR87hsO,Q1073261,149310,306242,strict,UK006F,Liverpool,True,True,True,16,0,16,0,True,False,True
486,Sundara Karma,4fgXfJCQnK6c44u4KzAtQP,Q29862757,206350,305536,strict,UK552F,Reading,True,True,True,10,0,10,0,True,False,True
487,Camel,3Uz6jx81OY2J5K8Z4wmy2P,Q612471,441790,305476,strict,UK033F,Guildford,True,True,True,31,6,26,1,True,True,True
489,Carcass,5lhaM01nwvsMZpmPY2HVER,Q283835,495994,303826,strict,UK006F,Liverpool,True,True,True,11,0,11,0,True,False,True
490,Barclay James Harvest,2pVMD4bFwl4AyoYyyo51Qg,Q807957,187986,303511,strict,UK008F,Manchester,True,True,True,19,0,19,1,True,False,True
494,Catatonia,4Bgfzia8wyaGaTn42egzTv,Q1050456,90480,301265,strict,UK009F,Cardiff,True,True,True,1,1,0,1,True,True,False
495,Johnny Kidd & The Pirates,52y1cRHUkI0kQqIXCg6JuZ,Q6669284,37258,300280,strict,UK001F,London,True,True,True,1,1,0,1,True,True,False
498,Ride,0WPY9nnBy01s5QOt4o4oQX,Q4371,272871,296215,strict,UK560F,Oxford,True,True,True,10,2,9,1,True,True,True
502,Camera Obscura,5gInJ5P5gQnOKPM3SUEVFt,Q1028565,206573,295126,strict,UK004F,Glasgow,True,True,True,11,1,10,1,True,True,True
504,Fairport Convention,2LIdnZDzySb04oH40be1fR,Q1145652,149174,294353,strict,UK001F,London,True,True,True,85,3,83,49,True,True,True
506,Jive Bunny and the Mastermixers,4GzIiGnHYrOnq2LUiD6zdo,Q1689719,63077,294182,strict,UK010F,Sheffield,True,True,True,0,0,0,0,False,False,False
508,Mystery Jets,09K1H1DgyIXHsMx2j7KTFX,Q1956918,170699,291320,strict,UK001F,London,True,True,True,5,0,5,2,True,False,True
511,Sea Girls,45FqwUG4hTT6d39r2HUsUe,Q3476673,161623,289846,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
512,GoGo Penguin,19f2JXwlRU26376TCKmp6L,Q18151740,295895,289811,strict,UK008F,Manchester,True,True,True,1,0,1,0,True,False,True
514,Inspiral Carpets,66GWpx9iLxrvvfhDsG9STP,Q500492,169178,285082,strict,UK008F,Manchester,True,True,True,7,0,7,1,True,False,True
515,The Vapors,4K3NWDwBIxgktui14SccR2,Q1504687,63462,284360,strict,UK033F,Guildford,True,True,True,8,0,8,1,True,False,True
516,Bad Manners,0GShYlUdyLahdsvgKdselx,Q798739,175516,283186,strict,UK001F,London,True,True,True,2,2,0,1,True,True,False
517,Simian Mobile Disco,31DXlldabwPHwu6dYevuzK,Q585470,182922,281669,strict,UK001F,London,True,True,True,5,0,5,1,True,False,True
518,The Boxer Rebellion,7DEseTqRODmSu3C7jxCHl5,Q1633685,126547,280654,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
520,The Blue Nile,1GWV70Reko15eV2nHCm0bM,Q1970440,109768,278387,strict,UK004F,Glasgow,True,True,True,29,0,29,1,True,False,True
521,The Dave Clark Five,2HBbky0Z08ZcCKVsXWbNE4,Q1141454,252497,278011,strict,UK001F,London,True,True,True,75,0,75,39,True,False,True
523,OceanLab,0aTdKgInKeMlNnwWSa1YPT,Q1971039,83360,276395,strict,UK001F,London,True,True,True,1,1,1,1,True,True,True
524,The Cribs,51Eq6WMVEOjjx9KQMAnneG,Q1146764,212021,276100,strict,UK003F,Leeds,True,True,True,4,2,2,0,True,True,True
525,World News,3VQXCMRCSzdKek71OkAL3Q,Q135966902,17710,276065,strict,UK001F,London,True,False,True,0,0,0,0,False,False,False
526,Wire,2i8ynmFv4qgRksyDlBgi6d,Q1135620,240002,272502,strict,UK001F,London,True,True,True,7,0,7,4,True,False,True
527,Reverend And The Makers,14GEKKALFIO2oB9IdGXg2e,Q2146848,95993,271305,strict,UK010F,Sheffield,True,True,True,8,1,7,1,True,True,True
530,Nu:Logic,5pL8Q5xbDLEDE6JvYMXX9u,Q7067693,41401,269288,strict,UK017F,Cambridge,True,True,True,1,0,1,0,True,False,True
531,Stiff Little Fingers,2bt3I0VkmYuPvP57sxokab,Q1538935,236374,266703,strict,UK012F,Belfast,True,True,True,1,1,0,0,True,True,False
533,lostprophets,7KnaZr690xW0sCihF9Z8oP,Q18852,179652,264396,strict,UK009F,Cardiff,True,True,True,67,0,67,2,True,False,True
535,After The Fire,194g4SFwSSzyPtgkH7v3Cx,Q389095,24888,261736,strict,UK001F,London,True,True,True,40,0,40,22,True,False,True
536,Bow Wow Wow,52K4ArhA4OgMO7AsyEgqCT,Q895390,131599,261338,strict,UK001F,London,True,True,True,7,0,7,4,True,False,True
537,Danny Wilson,2qsc1hUhG2UrNZhByveJ6x,Q365099,29191,260573,strict,UK550F,Dundee City,True,False,True,27,0,27,0,True,False,True
538,Levitation,231kUXNyI5BYxIvZacVbCu,Q6535703,7922,260389,strict,UK001F,London,True,True,True,11,1,10,6,True,True,True
539,The Orb,5HAtRoEPUvGSA7ziTGB1cF,Q924993,214298,260320,strict,UK001F,London,True,True,True,86,4,83,49,True,True,True
540,Mud,3cqIsBnzV3BabbPWKz8Txf,Q1471676,92756,259860,strict,UK001F,London,True,True,True,6,1,5,4,True,True,True
545,The Zutons,2qV7axHq9Jk7QqFcB3f05A,Q1142296,160719,254373,strict,UK006F,Liverpool,True,True,True,1,0,1,1,True,False,True
548,Portico Quartet,7sYipTRgDXS2JVOPEhRutx,Q3399302,213988,251925,strict,UK001F,London,True,True,True,1,0,1,0,True,False,True
551,The Horrors,7EFB09NxZrMi9pGlOnuBpd,Q1138555,296621,251304,strict,UK001F,London,True,True,True,6,0,6,5,True,False,True
552,Uniting Nations,6EK2381dTQEvcn3KrnMOWQ,Q1476064,11305,251123,strict,UK006F,Liverpool,True,True,True,1,0,1,1,True,False,True
553,Viola Beach,7DruTvBV7owt1aSAZHsU58,Q22712305,146142,245749,strict,UK531F,Warrington,True,True,True,0,0,0,0,False,False,False
554,VNV Nation,4KlYg0F5KG9QNDFKaeTNAy,Q727124,225268,245699,strict,UK001F,London,True,True,True,1,0,1,0,True,False,True
555,Big Audio Dynamite,7hqZBHSgDs1odG9aupMzEI,Q239474,159697,244576,strict,UK001F,London,True,True,True,9,1,9,6,True,True,True
558,Sylosis,2RiGIRDi4GoJpDbjDnPVJl,Q1631741,189903,236596,strict,UK552F,Reading,True,True,True,7,2,5,0,True,True,True
561,Humble Pie,2CxLP749mup3ncPrXgCnvU,Q664459,375622,234347,strict,UK001F,London,True,True,True,29,1,29,16,True,True,True
565,Levellers,1TrwMxRrrlk0hZxJkw4jUF,Q1380135,94240,228842,strict,UK515F,Brighton and Hove,True,True,True,1,1,0,0,True,True,False
566,New Model Army,7n1EM42Fseebd9H2p8eWWS,Q1501951,124775,226980,strict,UK003F,Leeds,True,True,True,42,2,40,0,True,True,True
567,We Were Promised Jetpacks,3gnrmLahFhVXRI9DA1MImH,Q1488607,142629,226591,strict,UK007F,Edinburgh,True,True,True,0,0,0,0,False,False,False
568,Athlete,6C0JkmxU2cgkVzotHJgfW7,Q580268,142136,225403,strict,UK001F,London,True,True,True,24,0,24,14,True,False,True
569,Living In A Box,4W2dcPOyD7eSfJCPHCfwoA,Q1866528,94130,223338,strict,UK010F,Sheffield,True,True,True,19,0,19,0,True,False,True
571,Spiritualized,6DKmuXxXASTF6xaJwcTfjv,Q1144015,285400,222247,strict,UK025F,Coventry,True,True,True,5,2,3,0,True,True,True
572,Blancmange,3LtBdgNHdH0Ix8hCFZ4NJG,Q594199,123820,221240,strict,UK001F,London,True,True,True,11,0,11,7,True,False,True
575,Friendly Fires,3mZqziCJj4pq3P2VBpmK6p,Q1464530,235528,215715,strict,UK001F,London,True,True,True,6,0,6,5,True,False,True
578,Haken,2SRIVGDkdqQnrQdaXxDkJt,Q774774,248459,213215,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
579,Juno Reactor,1Pe3z1UqRzKsQtHsl25dm6,Q1410018,99783,212577,strict,UK001F,London,True,True,True,1,1,0,1,True,True,False
582,The Sound,4hzCcF4Leos2sKnz79nwhz,Q732151,119926,207467,strict,UK001F,London,True,True,True,1,0,1,0,True,False,True
584,Public Service Broadcasting,6VsiDFMZJlJ053P1uO4A6h,Q7257602,191872,204661,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
585,Paper Lace,33W24YuaMUEk85MwRX6cRs,Q2050633,42819,203759,strict,UK029F,Nottingham,True,True,True,34,0,34,0,True,False,True
587,Venom,5fwaejlOHVBAw1KhIPPaQe,Q192861,617815,203523,strict,UK013F,Newcastle,True,True,True,8,1,7,0,True,True,True
588,Lemon Jelly,5uh8Bhewltd8j0TLZjNImc,Q1444372,188511,203232,strict,UK001F,London,True,True,True,6,0,6,5,True,False,True
589,The Go! Team,6veTV9sF06FBf2KN0xAdvo,Q1514317,101993,202864,strict,UK515F,Brighton and Hove,True,True,True,0,0,0,0,False,False,False
594,Wishbone Ash,77zwstbi3x1IxnbDFg6uns,Q137758,239755,199281,strict,UK561F,Torbay,True,True,True,27,4,24,0,True,True,True
595,World Party,0THUMJMWUd5L8os9K6O4FE,Q2504465,59109,199197,strict,UK001F,London,True,True,True,20,1,19,11,True,True,True
597,Diamond Head,3z3KnhKZObj216IgfHYGVf,Q552377,216505,199057,strict,UK002F,Birmingham,True,True,True,7,1,6,0,True,True,True
598,Gomez,4zPGlyitRvJo7iz6OKlETa,Q1536853,139162,198405,strict,UK006F,Liverpool,True,True,True,2,0,2,0,True,False,True
599,Babyshambles,0IBAqjHG8DSaD7PPCGnGiZ,Q797992,291010,198309,strict,UK001F,London,True,True,True,10,1,10,5,True,True,True
602,Band Aid,35S20clEkkSNUo23ViaslZ,Q806231,53354,195618,strict,UK001F,London,True,True,True,9,0,9,6,True,False,True
603,The View,1fy3AQc7grjf5LnCd7snSg,Q578954,156449,195510,strict,UK550F,Dundee City,True,True,True,0,0,0,0,False,False,False
604,Thunderclap Newman,1USHlPahTZrCeJXS2v5pkF,Q2165685,20516,194255,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
605,Tommy Lefroy,3vldh5Ceynytj6Iglw4haP,Q115209312,94042,192772,strict,UK001F,London,True,True,True,1,0,1,0,True,False,True
607,The Fall,6WoTvA9qinpHtSRJuldYh6,Q909916,224200,190295,strict,UK008F,Manchester,True,True,True,24,2,22,1,True,True,True
608,Autechre,6WH1V41LwGDGmlPUhSZLHO,Q247237,284945,187473,strict,UK008F,Manchester,True,False,True,4,0,4,0,True,False,True
609,Teenage Fanclub,2Sp19cOHSqAUlE64hekARW,Q1515611,164920,186449,strict,UK004F,Glasgow,True,True,True,11,2,9,4,True,True,True
610,The Pigeon Detectives,7FPkZue0zzjHaOPJb4WCw3,Q1469656,214476,184605,strict,UK003F,Leeds,True,True,True,0,0,0,0,False,False,False
611,The Qemists,2McLd7klWE4UjkPLqqMwLv,Q2067701,105080,184241,strict,UK515F,Brighton and Hove,True,True,True,5,0,5,0,True,False,True
614,Japan,7vPXrGlSGukcwpaPxUfKKR,Q174933,251906,183396,strict,UK001F,London,True,True,True,1,1,0,0,True,True,False
616,The Future Sound Of London,2qhmNI4ZHPpeDutdg473Z3,Q168031,179121,181260,strict,UK008F,Manchester,True,True,True,8,0,8,1,True,False,True
617,Stooshe,6RDAHUqUqJab8TZmyRHFss,Q1346917,81733,180657,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
618,Bolt Thrower,3EbMlZ7ZKmFWPTHrLzpzvs,Q662463,285017,180166,strict,UK025F,Coventry,True,True,True,8,1,7,1,True,True,True
620,The Futureheads,3TBfn8PtXr42OrTPaoC3E8,Q141703,108938,175654,strict,UK510F,Sunderland,True,True,True,1,0,1,0,True,False,True
622,Until The Ribbon Breaks,0PFM64sKw3GG4Sk8kqNIcp,Q19881622,44423,174393,strict,UK009F,Cardiff,True,True,True,0,0,0,0,False,False,False
623,The Seahorses,3mbVe260Kgvs1P8YFcCyY7,Q7762808,134499,173184,strict,UK533F,York,True,True,True,10,2,8,0,True,True,True
626,Tom Robinson Band,57YVY9QP1mhqc51WqHln0e,Q526586,37011,171964,strict,UK001F,London,True,False,True,7,0,7,4,True,False,True
627,The Soup Dragons,5BEYGWk6aPdNXxBx9pwU8S,Q3066755,50553,171856,strict,UK004F,Glasgow,True,True,True,2,2,0,1,True,True,False
628,The Corries,37QFe07xXVifiZf6t6t3PE,Q1349385,37863,171307,strict,UK007F,Edinburgh,True,True,True,0,0,0,0,False,False,False
629,Bob Vylan,6XgIk9Y6qy6JCMZVime6DQ,Q111685240,188980,171179,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
632,Cock Sparrer,4NPManowiyiGa72hezruf2,Q600311,137956,166468,strict,UK001F,London,True,True,True,14,0,14,6,True,False,True
633,Thunder,3SfrwwVPGtjYTI3vwQ4hEU,Q678521,122168,165055,strict,UK001F,London,True,True,True,1,1,0,0,True,True,False
634,The Exploited,6NB4b8lltHCjOhW7vQZkAy,Q117684,272998,164967,strict,UK007F,Edinburgh,True,True,True,6,1,5,0,True,True,True
635,The Slits,5O0RrEgz4NLCPLrDZiPggz,Q677115,155815,164826,strict,UK001F,London,True,True,True,40,2,38,25,True,True,True
636,Stateless,6msJKphD3VXZPItnztefdH,Q3497309,31770,164345,strict,UK003F,Leeds,True,True,True,5,0,5,0,True,False,True
637,Beady Eye,5yBDILLJyNFAjFpECkk7ys,Q753648,205926,164088,strict,UK001F,London,True,True,True,6,5,1,0,True,True,True
638,Babylon Zoo,3k7uMwc8FLJmH8RHMh2HF8,Q696624,17699,163876,strict,UK002F,Birmingham,True,True,True,30,0,30,1,True,False,True
640,The Swinging Blue Jeans,5gNduPlUGHsgy1w7f71obH,Q1310839,71064,161534,strict,UK006F,Liverpool,True,True,True,4,3,1,0,True,True,True
641,Loadstar,0umDTRGYujQH31KZq9FdrU,Q15052759,38144,160497,strict,UK011F,Bristol,True,True,True,1,0,1,0,True,False,True
642,The Magic Numbers,0P2q6xyNc2hVFkG3ThjYcJ,Q1474849,102124,160113,strict,UK001F,London,True,True,True,40,0,40,19,True,False,True
643,Oxide & Neutrino,0uhNYfjHJyAmHh2xNZ4vqf,Q1428002,27287,159474,strict,UK001F,London,True,True,True,6,0,6,3,True,False,True
645,Twin Atlantic,4A9xtvezlouTD7H0kyUje9,Q2365012,154793,158180,strict,UK004F,Glasgow,True,True,True,0,0,0,0,False,False,False
647,Electrelane,7ulIMfVKiXh8ecEpAVHIAY,Q460115,67563,156130,strict,UK515F,Brighton and Hove,True,True,True,1,0,1,0,True,False,True
650,TesseracT,23ytwhG1pzX6DIVWRWvW1r,Q1430984,359654,155442,strict,UK525F,Milton Keynes,True,True,True,3,0,3,0,True,False,True
658,Wax,6EQn1KgYQxe0bcheogqRTB,Q1969654,15562,151687,strict,UK008F,Manchester,True,False,True,2,0,2,0,True,False,True
661,Dry Cleaning,7DlD7rLG9MKuvXtTeACzkO,Q105677002,170043,150253,strict,UK001F,London,True,True,True,10,0,10,4,True,False,True
662,Fickle Friends,1nhSLEYdoBHG6cJ8NDwoF1,Q24895505,141833,149977,strict,UK515F,Brighton and Hove,True,True,True,34,0,34,0,True,False,True
664,Super Furry Animals,0FOcXqJgJ1oq9XfzYTDZmZ,Q1135582,131452,149540,strict,UK009F,Cardiff,True,True,True,39,1,38,2,True,True,True
665,Lo Fidelity Allstars,2YiWXa7E1raYyY0uQDLpgs,Q204934,29732,149493,strict,UK001F,London,True,True,True,1,0,1,1,True,False,True
667,The Selecter,3wRksusBxJ6npu0PryYheF,Q1546385,144513,147657,strict,UK025F,Coventry,True,True,True,3,2,2,1,True,True,True
668,Sleeper,0NbfEPYRgMczimdfM3skmH,Q640008,81522,146769,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
669,The Big Moon,0KU55rzxAihPhi27MAuz9O,Q28407726,117870,146229,strict,UK001F,London,True,True,True,7,0,7,3,True,False,True
670,black midi,7Hvq85OU8T7Hsd63zNBwaL,Q65070663,325236,144902,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
673,Monaco,0N3oP3Si8ihzFUrU6kITZ8,Q1943982,32255,140035,strict,UK008F,Manchester,True,True,True,36,2,34,4,True,True,True
674,Michael Schenker Group,5uSY4FF3dZMCVSkZslKCHi,Q638159,226255,139857,strict,UK001F,London,True,True,True,25,8,19,13,True,True,True
676,Pop Will Eat Itself,5rIXueJu7zVE2gDZjUM6g8,Q1378050,45364,138949,strict,UK002F,Birmingham,True,True,True,13,1,12,1,True,True,True
677,Foreign Beggars,0sQ1wgSdRpoysgsa1VnI4G,Q3077143,103677,138616,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
679,Hawkwind,2jK54ZlZhTF1TxygsVeR05,Q285966,145361,136226,strict,UK001F,London,True,True,True,26,7,21,10,True,True,True
680,The Toy Dolls,747P2pvOwW22iRcFS9zQDv,Q728289,105717,135203,strict,UK510F,Sunderland,True,False,True,0,0,0,0,False,False,False
683,Acoustic Alchemy,29wYlrKAdlJOf9ayJIIPpJ,Q1144027,68974,133679,strict,UK001F,London,True,True,True,6,0,6,3,True,False,True
684,The Joy Formidable,4LdZNE5MHGqvc0N9ivXNF3,Q953993,130580,133646,strict,UK568F,Cheshire West and Chester,True,True,True,26,0,26,0,True,False,True
685,The Escape Club,6mRev5KzKOgQcZjWanwBdd,Q661797,13509,131312,strict,UK001F,London,True,True,True,30,0,30,14,True,False,True
686,The Icicle Works,39afGThIZjTTMH5enuLXYI,Q2412078,50086,131181,strict,UK006F,Liverpool,True,True,True,19,9,10,2,True,True,True
690,shame,4IeWU3NYBI9mISFVhzXG8f,Q48700714,201828,129743,strict,UK001F,London,True,True,True,1,0,1,0,True,False,True
691,Five Star,4toJT7YydhWcrYNgWJK4hW,Q1421891,84034,128764,strict,UK001F,London,True,True,True,30,0,30,14,True,False,True
692,Teleman,3wrtQM9ICPPeHwoc1GWiyV,Q25056198,59760,128713,strict,UK001F,London,True,True,True,3,0,3,2,True,False,True
694,Altered Images,07h7JMfYWswTq4qpinC5q4,Q438314,94902,126082,strict,UK004F,Glasgow,True,True,True,31,1,30,2,True,True,True
695,Space,76vZk3TWaVcNiP7H7in9fu,Q7572217,46037,125619,strict,UK006F,Liverpool,True,True,True,1,0,1,1,True,False,True
697,Skids,2vwI9jlKSgJbne3dlTzaLO,Q547438,54513,123686,reviewed_extended,UK007F,Edinburgh,True,True,True,2,2,0,1,True,True,False
698,Real Lies,1jucBaHU995Lf7ViACscFu,Q16735061,23084,122748,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
700,Savoy Brown,17obwOahRWI121iMUZznh2,Q1707816,148308,119814,strict,UK001F,London,True,True,True,20,2,18,9,True,True,True
701,Honeyz,3Ps27dDfvubd75rh5A0wz9,Q16504388,93205,119707,strict,UK001F,London,True,True,True,17,0,17,8,True,False,True
702,Catherine Wheel,1QPWAsWIjRcTfvY5uH8dov,Q502291,81520,119190,strict,UK051F,Great Yarmouth,True,True,True,63,0,63,0,True,False,True
704,Sweet Sensation,0DSE3n3008wiKzfd8vNhWy,Q2372456,93792,116293,strict,UK008F,Manchester,True,True,True,14,0,14,0,True,False,True
705,Rak-Su,5UyRaawCsdiVrro0WWgIVB,Q44590001,190495,115569,strict,UK001F,London,True,True,True,1,0,1,1,True,False,True
707,Black Honey,2oVmQT6s29pVIKpqJkyxBS,Q55639325,109746,115099,strict,UK515F,Brighton and Hove,True,True,True,0,0,0,0,False,False,False
708,Gentle Giant,1hrQ50kU6hMQBVLatqUqnO,Q943241,264530,114925,strict,UK001F,London,True,True,True,56,0,56,32,True,False,True
711,Godley & Creme,02zGgCB9SiSPeDYMfwPJXK,Q1533857,60417,112480,strict,UK008F,Manchester,True,True,True,18,1,17,4,True,True,True
714,The Raven Age,1Ia5iTYHMBsMQfi7Fbcbuw,Q24039212,102743,110546,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
715,The Pretty Things,5U16QlMnlSAhkQxBZpLyLO,Q1364657,132774,110197,strict,UK001F,London,True,True,True,40,3,37,18,True,True,True
716,Mumm-ra,2cUnvdrMWIMACo3fSxCrWW,Q1254813,27210,109420,strict,UK056F,Hastings,True,True,True,40,0,40,0,True,False,True
719,Ska Cubano,6lmoqMxughzdlxvQTsUXjF,Q3822260,53801,104757,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
721,Budgie,42RbQv212uOjyfIXECLKfR,Q508678,94464,102853,strict,UK009F,Cardiff,True,True,True,0,0,0,0,False,False,False
722,King Hannah,7t00AYOoiQrcgNlpTkNer6,Q130315360,63768,102030,strict,UK006F,Liverpool,True,True,True,0,0,0,0,False,False,False
723,The Ordinary Boys,2xPxXPgmZFs7x6xRFpHwkq,Q972093,31701,101724,strict,UK045F,Worthing,True,True,True,12,1,11,0,True,True,True
724,The Overtones,6dXTZkBBwA1WOLD6OSuA0x,Q1296293,48910,101723,strict,UK001F,London,True,True,True,29,0,29,14,True,False,True
725,Squid,685XjGzGztyivfR3fAjoxo,Q42886947,179206,101653,strict,UK515F,Brighton and Hove,True,True,True,0,0,0,0,False,False,False
728,New Young Pony Club,3kdrMtLybQIl93rXJlvF3w,Q1217509,63710,99986,strict,UK001F,London,True,True,True,39,1,38,24,True,True,True
729,Evile,1dwrMJAKBiLlj0O4R791Xo,Q1382461,131754,99821,strict,UK003F,Leeds,True,True,True,7,0,7,0,True,False,True
730,Black Grape,147FGf3bdxV1L0mmVtgaJR,Q2500994,95076,99344,strict,UK008F,Manchester,True,True,True,3,3,0,1,True,True,False
731,Creeper,0nV7SiEIVtPLTSJ6NwWDGj,Q23023097,102884,98969,strict,UK520F,Southampton,True,True,True,0,0,0,0,False,False,False
732,The Wonder Stuff,0Uo1d5A6BR1I155GlD9WYo,Q500101,74322,98365,strict,UK002F,Birmingham,True,True,True,36,2,34,3,True,True,True
734,My Dying Bride,7iMWWdRNiCJwGOGEIYr02z,Q498460,210924,98069,strict,UK003F,Leeds,True,True,True,2,2,1,1,True,True,True
736,Freddie & The Dreamers,1wCc2Wgga1H8C7u57pcqYk,Q1452593,102268,97117,strict,UK008F,Manchester,True,False,True,40,0,40,3,True,False,True
738,Argent,46VosWAvtZsBl7rvxufsWG,Q2301367,66357,96722,strict,UK001F,London,True,True,True,31,1,30,15,True,True,True
739,The Rezillos,0nbaBQTlGxUPLQ07N7onwv,Q3269,63677,96370,strict,UK007F,Edinburgh,True,True,True,7,1,6,0,True,True,True
740,Lower Than Atlantis,1kF0gYnHLUJvFuPdoowO02,Q1493713,114550,96324,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
741,Snapped Ankles,4iWOyexPqcvgycdx7mLUcl,Q39054831,52165,96130,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
742,Warning,215tdyVWdDYOjufDKf6UJg,Q2549534,39680,96100,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
744,Stealing Sheep,3ghT43Gj41br25PvBCDS22,Q18162543,29907,95519,strict,UK006F,Liverpool,True,True,True,3,0,3,0,True,False,True
746,２８１４,2wBpW4bAGYVe0yJcBeCTyd,Q28843403,89132,95312,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
747,Magnum,3Nu9hoMBT4SkDcaNvmK4G1,Q1754885,78000,94112,strict,UK002F,Birmingham,True,True,True,3,3,0,0,True,True,False
748,The Vaselines,4wWQkHhmUNlXvhbHRUSqZW,Q1542725,95866,94006,strict,UK004F,Glasgow,True,True,True,3,0,3,1,True,False,True
749,Cook da Books,59VqwKtnkmMOdYKYRxO5Td,Q1128539,2321,92697,strict,UK006F,Liverpool,True,True,True,27,0,27,2,True,False,True
750,The Quireboys,0d49iRrp4iVZggKbcpxnqI,Q1243743,63481,92662,strict,UK001F,London,True,True,True,30,0,30,14,True,False,True
751,Longpigs,1o7zIbVAgDDHKijLVuLASg,Q4043165,53332,91435,strict,UK010F,Sheffield,True,True,True,1,1,0,1,True,True,False
752,Girlschool,2TRtXTjjmyzK5oUGec1Gv8,Q1142870,103283,90933,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
753,U.K. Subs,4wsg78KGu80m8Xk37PY2uG,Q1479074,80069,90759,strict,UK001F,London,True,True,True,2,2,0,0,True,True,False
755,The Chevin,2x9iKuuxMHGDm12dmNfOAh,Q2410218,8737,90538,strict,UK003F,Leeds,True,True,True,0,0,0,0,False,False,False
756,Tygers Of Pan Tang,1MZ8NERIuOS610KBhr6yna,Q1753013,77762,89626,strict,UK013F,Newcastle,True,True,True,2,2,0,0,True,True,False
760,Idlewild,1xdB9gS1NrKEYgZUEfoqIw,Q784088,72943,89257,strict,UK007F,Edinburgh,True,True,True,22,0,22,0,True,False,True
761,Sons Of Kemet,3pvRbmrqOyFxB2Eext4Dki,Q17019747,163892,88881,strict,UK001F,London,True,True,True,0,0,0,0,False,False,False
