date,The Beatles,Alt-J,Arctic Monkeys,Belle and Sebastian,Black Sabbath,Blur,Bring Me The Horizon,CHVRCHES,Coldplay,Def Leppard,Dog Is Dead,Duran Duran,ELO,Echo & the Bunnymen,Editors,Florence and the Machine,Frankie Goes to Hollywood,Franz Ferdinand,Idles,Ivyrise,Jake Bugg,Kaiser Chiefs,Kiki Dee,Kosheen,London Grammar,Massive Attack,New Order,Oasis,Portishead,Primal Scream,Pulp,Simple Minds,Sisters of Mercy,Sleaford Mods,Smokie,Soft Cell,Tasmin Archer,Ten Years After,The 1975,The Clash,The Cult,The Human League,The La's,The Rolling Stones,The Smiths,The Stone Roses,The Wedding Present,The Wombats,Tricky,UB40
2020-11-15,32.22222222222222,1.1111111111111112,5.555555555555555,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,5.555555555555555,3.3333333333333335,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2020-11-22,33.33333333333333,1.1111111111111112,5.555555555555555,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,5.555555555555555,3.3333333333333335,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2020-11-29,32.22222222222222,1.1111111111111112,6.666666666666667,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,5.555555555555555,3.3333333333333335,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,1.1111111111111112
2020-12-06,41.11111111111111,1.1111111111111112,7.777777777777778,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,5.555555555555555,3.3333333333333335,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2020-12-13,34.44444444444444,1.1111111111111112,6.666666666666667,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,5.555555555555555,2.2222222222222223,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,1.1111111111111112,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,1.1111111111111112
2020-12-20,43.333333333333336,1.1111111111111112,6.666666666666667,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,6.666666666666667,3.3333333333333335,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,1.1111111111111112,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2020-12-27,38.88888888888889,1.1111111111111112,6.666666666666667,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,6.666666666666667,3.3333333333333335,0.0,3.3333333333333335,3.3333333333333335,0.0,0.0,2.2222222222222223,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,1.1111111111111112,0.0,0.0,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,3.3333333333333335,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2021-01-03,32.22222222222222,1.1111111111111112,6.666666666666667,0.0,5.555555555555555,1.1111111111111112,1.1111111111111112,0.0,5.555555555555555,3.3333333333333335,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,1.1111111111111112
2021-01-10,34.44444444444444,1.1111111111111112,6.666666666666667,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,5.555555555555555,3.3333333333333335,0.0,2.2222222222222223,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,1.1111111111111112,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,1.1111111111111112,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2021-01-17,34.44444444444444,1.1111111111111112,6.666666666666667,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,6.666666666666667,3.3333333333333335,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,1.1111111111111112,0.0,0.0,0.0,1.1111111111111112,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2021-01-24,33.33333333333333,1.1111111111111112,6.666666666666667,0.0,4.444444444444445,1.1111111111111112,2.2222222222222223,0.0,5.555555555555555,3.3333333333333335,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,1.1111111111111112,0.0,1.1111111111111112,0.0,1.1111111111111112,0.0,1.1111111111111112,0.0,1.1111111111111112,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2021-01-31,33.33333333333333,1.1111111111111112,5.555555555555555,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,5.555555555555555,3.3333333333333335,0.0,3.3333333333333335,3.3333333333333335,0.0,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2021-02-07,32.22222222222222,1.1111111111111112,5.555555555555555,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,5.555555555555555,3.3333333333333335,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,1.1111111111111112,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2021-02-14,33.33333333333333,1.1111111111111112,5.555555555555555,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,5.555555555555555,3.3333333333333335,0.0,3.3333333333333335,3.3333333333333335,0.0,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2021-02-21,33.33333333333333,1.1111111111111112,5.555555555555555,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,7.777777777777778,3.3333333333333335,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2021-02-28,32.22222222222222,1.1111111111111112,5.555555555555555,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,5.555555555555555,3.3333333333333335,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2021-03-07,31.11111111111111,1.1111111111111112,4.444444444444445,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,5.555555555555555,3.3333333333333335,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,1.1111111111111112,0.0,0.0,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2021-03-14,33.33333333333333,1.1111111111111112,4.444444444444445,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,5.555555555555555,3.3333333333333335,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2021-03-21,30.0,1.1111111111111112,4.444444444444445,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,5.555555555555555,3.3333333333333335,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,1.1111111111111112,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2021-03-28,31.11111111111111,1.1111111111111112,4.444444444444445,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,5.555555555555555,4.444444444444445,0.0,3.3333333333333335,3.3333333333333335,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2021-04-04,30.0,1.1111111111111112,4.444444444444445,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,5.555555555555555,3.3333333333333335,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2021-04-11,31.11111111111111,1.1111111111111112,4.444444444444445,0.0,3.3333333333333335,1.1111111111111112,1.1111111111111112,0.0,4.444444444444445,3.3333333333333335,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,1.1111111111111112,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2021-04-18,30.0,1.1111111111111112,4.444444444444445,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,5.555555555555555,3.3333333333333335,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,1.1111111111111112,0.0,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,3.3333333333333335,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2021-04-25,32.22222222222222,1.1111111111111112,4.444444444444445,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,5.555555555555555,3.3333333333333335,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,0.0,0.0,1.1111111111111112,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2021-05-02,32.22222222222222,1.1111111111111112,4.444444444444445,0.0,3.3333333333333335,1.1111111111111112,1.1111111111111112,0.0,7.777777777777778,3.3333333333333335,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,0.0,0.0,1.1111111111111112,0.0,1.1111111111111112,0.0,1.1111111111111112,0.0,1.1111111111111112,0.0,0.0,1.1111111111111112,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2021-05-09,30.0,1.1111111111111112,4.444444444444445,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,10.0,3.3333333333333335,0.0,3.3333333333333335,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2021-05-16,30.0,1.1111111111111112,4.444444444444445,0.0,4.444444444444445,1.1111111111111112,1.1111111111111112,0.0,6.666666666666667,3.3333333333333335,0.0,4.444444444444445,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,0.0,0.0,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
2021-05-23,31.11111111111111,1.1111111111111112,4.444444444444445,0.0,3.3333333333333335,1.1111111111111112,1.1111111111111112,0.0,6.666666666666667,3.3333333333333335,0.0,6.666666666666667,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,2.2222222222222223,0.0,0.0,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,0.0,0.0,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,2.2222222222222223
