capture_key,spotify_id,wikidata_qid,band_name,spotify_expected_name,formation_qid,formation_label,instance_label,country_label
Gomez [4zPGlyitRvJo7iz6OKlETa],4zPGlyitRvJo7iz6OKlETa,Q1536853,Gomez,Gomez,Q868647,Southport,musical group,United Kingdom
Goodboys [2nm38smINjms1LtczR0Cei],2nm38smINjms1LtczR0Cei,Q65052503,Goodboys,Goodboys,Q84,London,musical group,United Kingdom
Goonies Never Say Die [4mvYS48EvFYVwkE8zeGJa6],4mvYS48EvFYVwkE8zeGJa6,Q5583991,Goonies Never Say Die,Goonies Never Say Die,Q170377,Blackpool,musical group,United Kingdom
Gordon Giltrap Band [7aVR2dnOQrK6fBSygUvPB6],7aVR2dnOQrK6fBSygUvPB6,Q105816119,Gordon Giltrap Band,Gordon Giltrap Band,,,musical group,United Kingdom
Gorgon City [4VNQWV2y1E97Eqo2D5UTjx],4VNQWV2y1E97Eqo2D5UTjx,Q16839700,Gorgon City,Gorgon City,Q734547,North London,musical duo,United Kingdom
Gorillaz [3AA28KZvwAUcZuOKwyblJQ],3AA28KZvwAUcZuOKwyblJQ,Q189991,Gorillaz,Gorillaz,Q84,London,musical group|virtual band,United Kingdom
Grace [1DlbW0TOOja6uqR4CHAaeg],1DlbW0TOOja6uqR4CHAaeg,Q5590943,Grace,Grace,,,musical group,United Kingdom
Grade 2 [61NdtTZaI4ZaMVNySovN0b],61NdtTZaI4ZaMVNySovN0b,Q16251607,Grade 2,Grade 2,Q776556,Ryde,musical group,United Kingdom
Grave Miasma [0YDJIWfqi9rqQWkdefQvtx],0YDJIWfqi9rqQWkdefQvtx,Q25081839,Grave Miasma,Grave Miasma,,,musical group,United Kingdom
Gravity Noir [1CnQsPqXZst7KwVtYH9fB7],1CnQsPqXZst7KwVtYH9fB7,Q63510089,Gravity Noir,Gravity Noir,,,musical group,United Kingdom
Greazy Puzzy Fuckerz [4OoHneMX97SjUXKWgsyrP4],4OoHneMX97SjUXKWgsyrP4,Q100414305,Greazy Puzzy Fuckerz,Greazy Puzzy Fuckerz,,,musical group,Scotland
Greyhound [24m8te3cM8e8cSABOrakXG],24m8te3cM8e8cSABOrakXG,Q1288372,Greyhound,Greyhound,,,musical group,United Kingdom
Grim Reaper [3CSQtK60sg2jNNxnpThSN1],3CSQtK60sg2jNNxnpThSN1,Q2476571,Grim Reaper,Grim Reaper,Q1260116,Droitwich Spa,musical group,United Kingdom
Groove Armada [67tgMwUfnmqzYsNAtnP6YJ],67tgMwUfnmqzYsNAtnP6YJ,Q117522,Groove Armada,Groove Armada,Q84,London,musical group,United Kingdom
Guana Batz [1KMuPtuTktoPaGn44iTNB5],1KMuPtuTktoPaGn44iTNB5,Q1552705,Guana Batz,Guana Batz,,,musical group,United Kingdom
Gun [1dip2dCkBIylIFyDfZQfFu],1dip2dCkBIylIFyDfZQfFu,Q462960,Gun,Gun,Q4093,Glasgow,musical group,United Kingdom
Gun Ghaol [1Wx6yzsgdgwB65T3uvEXux],1Wx6yzsgdgwB65T3uvEXux,Q136384475,Gun Ghaol,Gun Ghaol,,,musical group,Scotland
Gunship [3PALZKWkpwjRvBsRmhlVSS],3PALZKWkpwjRvBsRmhlVSS,Q28146294,Gunship,Gunship,,,musical group,United Kingdom
H & Claire [2sYo32743hdTlnnpHKfKOI],2sYo32743hdTlnnpHKfKOI,Q5636285,H & Claire,H & Claire,Q145,United Kingdom,musical group,United Kingdom
HONNE [0Vw76uk7P8yVtTClWyOhac],0Vw76uk7P8yVtTClWyOhac,Q20740961,HONNE,HONNE,,,musical duo,United Kingdom
Hacktivist [3hZtRePYRKW6wLtZ3gpnk7],3hZtRePYRKW6wLtZ3gpnk7,Q14936549,Hacktivist,Hacktivist,Q204234,Milton Keynes,musical group,United Kingdom
Haircut One Hundred [6imyM8T1Xbe8v2iZe41dR7],6imyM8T1Xbe8v2iZe41dR7,Q366679,Haircut One Hundred,Haircut One Hundred,Q123372,Beckenham,musical group,United Kingdom
Haken [2SRIVGDkdqQnrQdaXxDkJt],2SRIVGDkdqQnrQdaXxDkJt,Q774774,Haken,Haken,Q84,London,musical group,United Kingdom
Hallucinogen [5Lel5d14oFwC4XbKDv2AKW],5Lel5d14oFwC4XbKDv2AKW,Q11893563,Hallucinogen,Hallucinogen,,,musical group,United Kingdom
Hang Massive [6bkF6GDcyXZn2T0D5Fwldl],6bkF6GDcyXZn2T0D5Fwldl,Q21722983,Hang Massive,Hang Massive,,,musical duo,United Kingdom
Happy Mondays [339DNkQkuhHKEcHw6oK8f0],339DNkQkuhHKEcHw6oK8f0,Q1141495,Happy Mondays,Happy Mondays,Q6650377,Little Hulton,musical group,United Kingdom
Hard-Fi [14Gi3Uph96lpNB3utkoVAD],14Gi3Uph96lpNB3utkoVAD,Q1123510,Hard-Fi,Hard-Fi,Q285323,Staines-upon-Thames,musical group,United Kingdom
Hawklords [0N8rhjytnqVsz7IWQ9pJ3Q],0N8rhjytnqVsz7IWQ9pJ3Q,Q1963419|Q19874002,Hawklords,Hawklords,,,musical group,United Kingdom
Hawkwind [2jK54ZlZhTF1TxygsVeR05],2jK54ZlZhTF1TxygsVeR05,Q285966,Hawkwind,Hawkwind,Q15030864,Ladbroke Grove,rock band,United Kingdom
Heatwave [6D7h7R79IZjqJC2GM2wzyY],6D7h7R79IZjqJC2GM2wzyY,Q1592619,Heatwave,Heatwave,Q84,London,musical group,United Kingdom
Heaven 17 [5PYuBRQMHh7nWmdV076sH9],5PYuBRQMHh7nWmdV076sH9,Q741663,Heaven 17,Heaven 17,Q42448,Sheffield,musical group,United Kingdom
Heavy Lungs [07eIrj0b3z5mgvtkDmWoxo],07eIrj0b3z5mgvtkDmWoxo,Q105883290,Heavy Lungs,Heavy Lungs,,,musical group,United Kingdom
Heavy Stereo [4QCR8SHwFZ3ecGZww4Gq3g],4QCR8SHwFZ3ecGZww4Gq3g,Q1327743,Heavy Stereo,Heavy Stereo,Q179815,Durham,musical group,United Kingdom
Hecate Enthroned [2WKoufbtvHmMLKQ4PEKh2X],2WKoufbtvHmMLKQ4PEKh2X,Q2326369,Hecate Enthroned,Hecate Enthroned,Q496368,Wrexham,musical group,United Kingdom
Heisk [64oHUuO3IEjrbuzYbOvrOz],64oHUuO3IEjrbuzYbOvrOz,Q124357837,Heisk,Heisk,,,musical group,Scotland
Hell [3ucObQx9jyvXhv2NVD3sxm],3ucObQx9jyvXhv2NVD3sxm,Q1602602,Hell,Hell,Q41262,Nottingham,musical group,United Kingdom
Hell Is for Heroes [1vrwXqSGdLsWtvIev4H0WH],1vrwXqSGdLsWtvIev4H0WH,Q2717771,Hell Is for Heroes,Hell Is for Heroes,Q84,London,musical group,United Kingdom
Hellbastard [3ZLcB7cnYCFhkDdZsGYf9o],3ZLcB7cnYCFhkDdZsGYf9o,Q5706948,Hellbastard,Hellbastard,Q1425428,Newcastle upon Tyne,musical group,United Kingdom
Henry Cow [6P3Zlv61YNe6DHVZhFj8oL],6P3Zlv61YNe6DHVZhFj8oL,Q1474555,Henry Cow,Henry Cow,Q350,Cambridge,musical group,United Kingdom
Her Majesty & The Wolves [3IWIrpfc2YpRdfFwoRxt5j],3IWIrpfc2YpRdfFwoRxt5j,Q5732354,Her Majesty & The Wolves,Her Majesty & The Wolves,Q84,London,musical group,United Kingdom
Her Name Is Calla [5T4PUHbhqRuBnNXE0GJeUy],5T4PUHbhqRuBnNXE0GJeUy,Q4040578,Her Name Is Calla,Her Name Is Calla,Q83065,Leicester,musical group,United Kingdom
Heresy [0pT4Z78fyJMkR78bFmhxIU],0pT4Z78fyJMkR78bFmhxIU,Q1581736,Heresy,Heresy,,,musical group,United Kingdom
Herman's Hermits [48YxSlb23RAaCd4RyHcV9V],48YxSlb23RAaCd4RyHcV9V,Q693597,Herman's Hermits,Herman's Hermits,Q18125,Manchester,musical group,United Kingdom
Hidden Orchestra [4Rj2COYs5hQsw8rYIxSviz],4Rj2COYs5hQsw8rYIxSviz,Q80611,Hidden Orchestra,Hidden Orchestra,,,musical group,United Kingdom
Hidden Youth [14HMcD6e7VQ2Te84b9ms5O],14HMcD6e7VQ2Te84b9ms5O,Q135180673,Hidden Youth,Hidden Youth,Q39121,Leeds,musical group,United Kingdom
Hilliard Ensemble [0L8W3JzyTX29RLKZgc3bqS],0L8W3JzyTX29RLKZgc3bqS,Q771012,Hilliard Ensemble,Hilliard Ensemble,,,choir,United Kingdom
Hobotalk [0FcPZAyfRsW8NwLBecKZ1d],0FcPZAyfRsW8NwLBecKZ1d,Q950755,Hobotalk,Hobotalk,,,musical group,United Kingdom
Holocaust [6NwP3xfmDDnxqeLsSUzaS4],6NwP3xfmDDnxqeLsSUzaS4,Q1625046,Holocaust,Holocaust,Q23436,Edinburgh,rock band,United Kingdom
Honeybus [5jSbiP9GtHrT2doGLJqbKu],5jSbiP9GtHrT2doGLJqbKu,Q3786533,Honeybus,Honeybus,Q84,London,musical group,United Kingdom
Honeycrack [5p1dXBQpnQItQOO8SkC0c4],5p1dXBQpnQItQOO8SkC0c4,Q5893796,Honeycrack,Honeycrack,,,musical group,United Kingdom
Honeyz [3Ps27dDfvubd75rh5A0wz9],3Ps27dDfvubd75rh5A0wz9,Q16504388,Honeyz,Honeyz,Q84,London,musical group,United Kingdom
Host [7pSMKyct9zQiixsNr48rr4],7pSMKyct9zQiixsNr48rr4,Q116972151,Host,Host,,,musical group,United Kingdom
Hot Chip [37uLId6Z5ZXCx19vuruvv5],37uLId6Z5ZXCx19vuruvv5,Q877512,Hot Chip,Hot Chip,Q84,London,musical group,United Kingdom
Hot Chocolate [6doNBBAbIp88Tl7HxR0BJr],6doNBBAbIp88Tl7HxR0BJr,Q1368881,Hot Chocolate,Hot Chocolate,Q149556,West Hampstead,musical group,United Kingdom
Hot Chocolate [72VzFto8DYvKHocaHYNWSi],72VzFto8DYvKHocaHYNWSi,Q1368881,Hot Chocolate,Hot Chocolate,Q149556,West Hampstead,musical group,United Kingdom
Hot Milk [1koutXdSFq2PHqtxSWj9tK],1koutXdSFq2PHqtxSWj9tK,Q115247043,Hot Milk,Hot Milk,,,musical group,United Kingdom
Hudson People [4Gq2njeNuSrg6dVZZkXUXA],4Gq2njeNuSrg6dVZZkXUXA,Q124710202,Hudson People,Hudson People,,,musical group,United Kingdom
Huggy Bear [6QU6LPYJcoBRZhC2qpPfpv],6QU6LPYJcoBRZhC2qpPfpv,Q5929728,Huggy Bear,Huggy Bear,Q131491,Brighton,musical group,United Kingdom
Humble Pie [2CxLP749mup3ncPrXgCnvU],2CxLP749mup3ncPrXgCnvU,Q664459,Humble Pie,Humble Pie,Q1017049,Moreton,rock band,United Kingdom
Hurricane #1 [6vMDsKUbY5Rs1oG27dAUIi],6vMDsKUbY5Rs1oG27dAUIi,Q477403,Hurricane #1,Hurricane #1,Q34217,Oxford,musical group,United Kingdom
Hurts [3w4VAlllkAWI6m0AV0Gn6a],3w4VAlllkAWI6m0AV0Gn6a,Q493042,Hurts,Hurts,Q18125,Manchester,male duo|musical duo|musical group,United Kingdom
Hybrid [2MYN7OKnlCiZ0wrwp2A1ox],2MYN7OKnlCiZ0wrwp2A1ox,Q851798,Hybrid,Hybrid,,,musical group,United Kingdom
I Blame Coco [4OCKbm0yHaHTo6jjy8rMtL],4OCKbm0yHaHTo6jjy8rMtL,Q5829500,I Blame Coco,I Blame Coco,Q84,London,musical group,United Kingdom
I Fagiolini [29PQuxZmOcagPnvmcojT7l],29PQuxZmOcagPnvmcojT7l,Q1655162,I Fagiolini,I Fagiolini,,,choir,United Kingdom
I Start Counting [6vF7kyDCH1mmOuqUtdUIYL],6vF7kyDCH1mmOuqUtdUIYL,Q5979023,I Start Counting,I Start Counting,,,musical group,United Kingdom
IAMX [223iUzG0kb5V166FJP9ovD],223iUzG0kb5V166FJP9ovD,Q1990235,IAMX,IAMX,Q145,United Kingdom,musical group,United Kingdom
Ibibio Sound Machine [4J6CnIqPEtWYn3la2YYj2c],4J6CnIqPEtWYn3la2YYj2c,Q39016670,Ibibio Sound Machine,Ibibio Sound Machine,,,musical group,United Kingdom
Icarus [0PDSR92MSuuyre6j9ngj7z],0PDSR92MSuuyre6j9ngj7z,Q14157916,Icarus,Icarus,,,musical group,United Kingdom
Idles [75mafsNqNE1WSEVxIKuY5C],75mafsNqNE1WSEVxIKuY5C,Q39070668,Idles,Idles,Q23154,Bristol,rock band,United Kingdom
Idlewild [1xdB9gS1NrKEYgZUEfoqIw],1xdB9gS1NrKEYgZUEfoqIw,Q784088,Idlewild,Idlewild,Q23436,Edinburgh,musical group,United Kingdom
Ignominious Incarceration [4x7qUR64FFfUx7bteNFPwY],4x7qUR64FFfUx7bteNFPwY,Q55815449,Ignominious Incarceration,Ignominious Incarceration,,,musical group,United Kingdom
Il Divo [3KNZ9AOjBajjmr6ZR2VGfl],3KNZ9AOjBajjmr6ZR2VGfl,Q269813,Il Divo,Il Divo,Q145,United Kingdom,musical group,United Kingdom
Ill Considered [2nSY0EIzz3eM6Y6Pc7VXkO],2nSY0EIzz3eM6Y6Pc7VXkO,Q125144194,Ill Considered,Ill Considered,,,musical group,United Kingdom
Imagination [2CkhxuagMCG9uvlbKm5G3m],2CkhxuagMCG9uvlbKm5G3m,Q142904,Imagination,Imagination,Q84,London,musical group,United Kingdom
InMe [6EXjdbEiqhPzodtf7MtVos],6EXjdbEiqhPzodtf7MtVos,Q2754718,InMe,InMe,Q909993,Brentwood,musical group,United Kingdom
Incognito [5moJNCJeiNwuQAhDLJXULs],5moJNCJeiNwuQAhDLJXULs,Q615207,Incognito,Incognito,Q84,London,musical group,United Kingdom
Indoor Pets [5abBw7CgjR22S31JWg0g84],5abBw7CgjR22S31JWg0g84,Q125127408,Indoor Pets,Indoor Pets,,,musical group,United Kingdom
Inglorious [5BxR80mpdn8MmHgzKVtiP7],5BxR80mpdn8MmHgzKVtiP7,Q22942474,Inglorious,Inglorious,,,rock band,United Kingdom
Inklings [1JVKHz34Aq1bPMlSO8bR6v],1JVKHz34Aq1bPMlSO8bR6v,Q105085848,Inklings,Inklings,,,musical group|rock band,United Kingdom
InsideInfo [4HVopeHcb4aGTBsfIRrRcQ],4HVopeHcb4aGTBsfIRrRcQ,Q63242079,InsideInfo,InsideInfo,,,musical group,United Kingdom
Inspiral Carpets [66GWpx9iLxrvvfhDsG9STP],66GWpx9iLxrvvfhDsG9STP,Q500492,Inspiral Carpets,Inspiral Carpets,Q202628,Oldham,rock band,United Kingdom
Iron Maiden [6mdiAmATAx73kdxrNrnlao],6mdiAmATAx73kdxrNrnlao,Q42482,Iron Maiden,Iron Maiden,Q2750829,Leyton,musical group,United Kingdom
Iron Monkey [5Qfqa9FeOchAWt6kfuvZbY],5Qfqa9FeOchAWt6kfuvZbY,Q2469809,Iron Monkey,Iron Monkey,Q41262,Nottingham,musical group,United Kingdom
Is Tropical [148ujrGRexnhpqhRiw0rDi],148ujrGRexnhpqhRiw0rDi,Q3154713,Is Tropical,Is Tropical,,,musical group,United Kingdom
JBAG [3bkVz70Wb5WN0PKbT70o7R],3bkVz70Wb5WN0PKbT70o7R,Q59263389,JBAG,JBAG,,,musical group,United Kingdom
JLS [5xi3SZpllRPAkoPVbjB6nc],5xi3SZpllRPAkoPVbjB6nc,Q1165439,JLS,JLS,Q84,London,boy band|musical group,United Kingdom
Jack [5FVGmU28BqhbcYkfYSzlAN],5FVGmU28BqhbcYkfYSzlAN,Q15044937,Jack,Jack,,,musical group,United Kingdom
Jack Beats [5dUIQXIt7WeBKpETFZyTFW],5dUIQXIt7WeBKpETFZyTFW,Q7205605,Jack Beats,Jack Beats,Q84,London,musical group,United Kingdom
Jack Pack [46D6jDorvqXBg0tIypK7AR],46D6jDorvqXBg0tIypK7AR,Q30209210,Jack Pack,Jack Pack,,,musical group,United Kingdom
Jackviper [0w5xIE942aKs36l3xZ9JPB],0w5xIE942aKs36l3xZ9JPB,Q6118073,Jackviper,Jackviper,Q84,London,musical group,United Kingdom
Jade Warrior [6EM2kLJfgXV0KGffb0hW4a],6EM2kLJfgXV0KGffb0hW4a,Q445240,Jade Warrior,Jade Warrior,Q145,United Kingdom,musical group,United Kingdom
Jaded [6tCJN1fQNdFCEaOa8Da9Wf],6tCJN1fQNdFCEaOa8Da9Wf,Q47006918,Jaded,Jaded,,,musical group,United Kingdom
Jadu Heart [7vjRpVXoecwKTEsrb9iscj],7vjRpVXoecwKTEsrb9iscj,Q110863918,Jadu Heart,Jadu Heart,,,musical duo,United Kingdom
James [0qLNsNKm8bQcMoRFkR8Hmh],0qLNsNKm8bQcMoRFkR8Hmh,Q1277864,James,James,Q18125|Q7990577,Manchester|Whalley Range,musical group,United Kingdom
James and the Cold Gun [5YFIVhzlaYH9Yadjw9gSUx],5YFIVhzlaYH9Yadjw9gSUx,Q137757793,James and the Cold Gun,James and the Cold Gun,,,musical group,United Kingdom
Jamiroquai [6J7biCazzYhU3gM9j1wfid],6J7biCazzYhU3gM9j1wfid,Q202041,Jamiroquai,Jamiroquai,Q84,London,musical group,United Kingdom
Janus [6X4SEEVMi4yPrRsXQeTA2Y],6X4SEEVMi4yPrRsXQeTA2Y,Q139763519,Janus,Janus,,,musical group,United Kingdom
Janus Stark [35ywrI6y0uJlytgs64mRu0],35ywrI6y0uJlytgs64mRu0,Q16240090,Janus Stark,Janus Stark,,,musical group,United Kingdom
Japan [7vPXrGlSGukcwpaPxUfKKR],7vPXrGlSGukcwpaPxUfKKR,Q174933,Japan,Japan,Q305029,Catford,musical group,United Kingdom
Jellicoe [5r9r0nrNAvwmBQZxftliDV],5r9r0nrNAvwmBQZxftliDV,Q106920270,Jellicoe,Jellicoe,,,musical group,United Kingdom
Jesu [1binm59tmJzoZLvLETVYBP],1binm59tmJzoZLvLETVYBP,Q277156,Jesu,Jesu,Q2771917,Q2771917,rock band,United Kingdom
Jesus Jones [0roeI3yPusDWwWRzAqTopw],0roeI3yPusDWwWRzAqTopw,Q4387765,Jesus Jones,Jesus Jones,Q896940,Bradford-on-Avon,musical group,United Kingdom
Jethro Tull [6w6z8m4WXX7Tub4Rb6Lu7R],6w6z8m4WXX7Tub4Rb6Lu7R,Q192353,Jethro Tull,Jethro Tull,Q203889,Luton,rock band,United Kingdom
Jive Bunny and the Mastermixers [4GzIiGnHYrOnq2LUiD6zdo],4GzIiGnHYrOnq2LUiD6zdo,Q1689719,Jive Bunny and the Mastermixers,Jive Bunny and the Mastermixers,Q217039,Rotherham,musical group,United Kingdom
JoBoxers [6lONz9iABy1tb7Nl9FAOZG],6lONz9iABy1tb7Nl9FAOZG,Q14158638,JoBoxers,JoBoxers,,,musical group,United Kingdom
Jocasta [3FqpJdkbrQQ85tqeJSodlj],3FqpJdkbrQQ85tqeJSodlj,Q6207064,Jocasta,Jocasta,Q84,London,musical group,United Kingdom
Jockstrap [6S3Z6Me30mtdm526H17v8k],6S3Z6Me30mtdm526H17v8k,Q96384484,Jockstrap,Jockstrap,Q84,London,musical group,United Kingdom
John Barry Orchestra [0RY2EG9XPPwZOliIkTOiog],0RY2EG9XPPwZOliIkTOiog,Q56681905,John Barry Orchestra,John Barry Orchestra,,,orchestra,United Kingdom
John Foxx and the Maths [2oWQf70OC3PEPbCa6Hp028],2oWQf70OC3PEPbCa6Hp028,Q6233823,John Foxx and the Maths,John Foxx and the Maths,,,musical group,United Kingdom
John Mayall & the Bluesbreakers [2ScuQMRWThcifBRIvNDFDC],2ScuQMRWThcifBRIvNDFDC,Q886072,John Mayall & the Bluesbreakers,John Mayall & the Bluesbreakers,,,musical group,United Kingdom
John Wilson Orchestra [4FSqA5w4tlXuaxoHHQVO0J],4FSqA5w4tlXuaxoHHQVO0J,Q6264557,John Wilson Orchestra,John Wilson Orchestra,,,musical group|orchestra,United Kingdom
Johnny Duncan & His Blue Grass Boys [0EaqmDH8gpL6wTbYiWUwF6],0EaqmDH8gpL6wTbYiWUwF6,Q109673312,Johnny Duncan & His Blue Grass Boys,Johnny Duncan & His Blue Grass Boys,,,musical group,United Kingdom
Johnny Duncan & His Blue Grass Boys [0uE9N7exed1DH7Iur6Wqmj],0uE9N7exed1DH7Iur6Wqmj,Q109673312,Johnny Duncan & His Blue Grass Boys,Johnny Duncan & His Blue Grass Boys,,,musical group,United Kingdom
Johnny Duncan & His Blue Grass Boys [51fGBL33bwLm8Qw3t1PI1y],51fGBL33bwLm8Qw3t1PI1y,Q109673312,Johnny Duncan & His Blue Grass Boys,Johnny Duncan & His Blue Grass Boys,,,musical group,United Kingdom
Johnny Duncan & His Blue Grass Boys [5lBI67vR6gjByzujBbGZTA],5lBI67vR6gjByzujBbGZTA,Q109673312,Johnny Duncan & His Blue Grass Boys,Johnny Duncan & His Blue Grass Boys,,,musical group,United Kingdom
Johnny Duncan & His Blue Grass Boys [5z7Ol0jqkbDTG7fOh5Hjnl],5z7Ol0jqkbDTG7fOh5Hjnl,Q109673312,Johnny Duncan & His Blue Grass Boys,Johnny Duncan & His Blue Grass Boys,,,musical group,United Kingdom
Johnny Hates Jazz [6zpPKMhpOoG646kJgZ7RKf],6zpPKMhpOoG646kJgZ7RKf,Q1294961,Johnny Hates Jazz,Johnny Hates Jazz,Q84,London,musical group,United Kingdom
Johnny Kidd & the Pirates [52y1cRHUkI0kQqIXCg6JuZ],52y1cRHUkI0kQqIXCg6JuZ,Q6669284,Johnny Kidd & the Pirates,Johnny Kidd & the Pirates,Q84,London,musical group,United Kingdom
Johnny Truant [6AqsSmGjWzRdylkPp9MKWU],6AqsSmGjWzRdylkPp9MKWU,Q6267808,Johnny Truant,Johnny Truant,Q131491,Brighton,musical group,United Kingdom
Jon and Vangelis [5gS1uXayWA0WJPgcRqNIae],5gS1uXayWA0WJPgcRqNIae,Q1538236,Jon and Vangelis,Jon and Vangelis,Q41,Greece,male duo|musical duo,United Kingdom
Joy Division [432R46LaYsJZV2Gmc4jUV5],432R46LaYsJZV2Gmc4jUV5,Q172763,Joy Division,Joy Division,Q47952,Salford,musical group,United Kingdom
Judas Priest [2tRsMl4eGxwoNabM08Dm4I],2tRsMl4eGxwoNabM08Dm4I,Q83468,Judas Priest,Judas Priest,Q2256,Birmingham,heavy metal band,United Kingdom
Jungle [59oA5WbbQvomJz2BuRG071],59oA5WbbQvomJz2BuRG071,Q17405943,Jungle,Jungle,Q84,London,rock band,United Kingdom
Juno Reactor [1Pe3z1UqRzKsQtHsl25dm6],1Pe3z1UqRzKsQtHsl25dm6,Q1410018,Juno Reactor,Juno Reactor,Q84,London,musical group,United Kingdom
K-Klass [4O1s9iVG46lSn1mD9ek1ES],4O1s9iVG46lSn1mD9ek1ES,Q10313519,K-Klass,K-Klass,,,musical group,England|Wales
KAPUTT [0fDdKfaTD2KmHjZapDB8yy],0fDdKfaTD2KmHjZapDB8yy,Q110548555,KAPUTT,KAPUTT,,,musical group,United Kingdom
KK's Priest [0bDUXDIVbwZC0NVw26b4D3],0bDUXDIVbwZC0NVw26b4D3,Q106844719,KK's Priest,KK's Priest,Q914000,Bridgnorth,musical group,United Kingdom
KOAN Sound [1NCLweIUpq8knzemBwAwoo],1NCLweIUpq8knzemBwAwoo,Q6334752,KOAN Sound,KOAN Sound,Q23154,Bristol,musical duo,United Kingdom
Kagoule [241hv7ZoEm7iE2GrHIkLs8],241hv7ZoEm7iE2GrHIkLs8,Q60751936,Kagoule,Kagoule,Q41262,Nottingham,musical group,United Kingdom
Kaiser Chiefs [0LbLWjaweRbO4FDKYlbfNt],0LbLWjaweRbO4FDKYlbfNt,Q192308,Kaiser Chiefs,Kaiser Chiefs,Q39121,Leeds,musical group,United Kingdom
Kajagoogoo [0f3kLT4wvi2mFHlHJgV8Hl],0f3kLT4wvi2mFHlHJgV8Hl,Q608271,Kajagoogoo,Kajagoogoo,Q2462645,Leighton Buzzard,musical group,United Kingdom
Kaputt [6ix8jGMJihstYhpFP3sNDW],6ix8jGMJihstYhpFP3sNDW,Q3812908,Kaputt,Kaputt,Q84,London,musical group,United Kingdom
Kareful [7y4breKexfBWgdyMgHMEHK],7y4breKexfBWgdyMgHMEHK,Q59563575,Kareful,Kareful,,,musical group,United Kingdom
Karybdis [4Ftbf9iUvrmbXu77zhDcNn],4Ftbf9iUvrmbXu77zhDcNn,Q6373841,Karybdis,Karybdis,Q84,London,musical group,United Kingdom
Kasabian [11wRdbnoYqRddKBrpHt4Ue],11wRdbnoYqRddKBrpHt4Ue,Q272517,Kasabian,Kasabian,Q83065,Leicester,musical group,United Kingdom
Katrina and the Waves [2TzHIUhVpeeDxyJPpQfnV3],2TzHIUhVpeeDxyJPpQfnV3,Q934582,Katrina and the Waves,Katrina and the Waves,Q350,Cambridge,musical group,United Kingdom
Keane [53A0W3U0s8diEn9RhXQhVz],53A0W3U0s8diEn9RhXQhVz,Q484311,Keane,Keane,Q737593,Battle,musical group,United Kingdom
Keleketla! [7jIuM7cuEe0bBfoNhISVXU],7jIuM7cuEe0bBfoNhISVXU,Q120751525,Keleketla!,Keleketla!,Q84,London,musical group,United Kingdom
Kemistry & Storm [1teWan38Bwq7I33ZJ4Meba],1teWan38Bwq7I33ZJ4Meba,Q1738483,Kemistry & Storm,Kemistry & Storm,,,musical duo,United Kingdom
Ken Thorne and His Orchestra [5LPtqzEQkHgUXJ9VkIUsaU],5LPtqzEQkHgUXJ9VkIUsaU,Q129024231,Ken Thorne and His Orchestra,Ken Thorne and His Orchestra,,,musical group,United Kingdom
Ken Thorne and His Orchestra [6YtWlG6oVua9wGMOverSb6],6YtWlG6oVua9wGMOverSb6,Q129024231,Ken Thorne and His Orchestra,Ken Thorne and His Orchestra,,,musical group,United Kingdom
Kenickie [6yG0k5r13th34248rCB8Bz],6yG0k5r13th34248rCB8Bz,Q11380086,Kenickie,Kenickie,Q23080,Tyne and Wear,musical group,United Kingdom
Kenny Ball and his Jazzmen [1gv1pJZUv6mZIaYRezXE3C],1gv1pJZUv6mZIaYRezXE3C,Q89671336,Kenny Ball and his Jazzmen,Kenny Ball and his Jazzmen,,,musical group,United Kingdom
Kenny Ball and his Jazzmen [5ChGm6Chyk9XAcI7pnEmLG],5ChGm6Chyk9XAcI7pnEmLG,Q89671336,Kenny Ball and his Jazzmen,Kenny Ball and his Jazzmen,,,musical group,United Kingdom
Kero Kero Bonito [6OqhFYFJDnBBHas02HopPT],6OqhFYFJDnBBHas02HopPT,Q19370850,Kero Kero Bonito,Kero Kero Bonito,Q84,London,musical group,United Kingdom
Kerosene Cocktail [74Ftx76Z3Aw2dCu04Tp4Pt],74Ftx76Z3Aw2dCu04Tp4Pt,Q137217849,Kerosene Cocktail,Kerosene Cocktail,Q23148,Q23148,musical group,United Kingdom
Kidz Bop [1Vvvx45Apu6dQqwuZQxtgW],1Vvvx45Apu6dQqwuZQxtgW,Q6405079,Kidz Bop,Kidz Bop,,,brand|musical group,United Kingdom
Kill the Lights [2b2c6xP76y8HCLiovv7kIZ],2b2c6xP76y8HCLiovv7kIZ,Q124372645,Kill the Lights,Kill the Lights,,,musical group,United Kingdom
Kill the Young [7vWapDFmkEQubhCvbpJH8V],7vWapDFmkEQubhCvbpJH8V,Q3196613,Kill the Young,Kill the Young,,,musical group,England
Killing Joke [0Zy4ncr8h1jd7Nzr9946fD],0Zy4ncr8h1jd7Nzr9946fD,Q250421,Killing Joke,Killing Joke,Q215354,Notting Hill,rock band,United Kingdom
King Adora [132AWET8n6hi0ACZ8k9ER1],132AWET8n6hi0ACZ8k9ER1,Q6411213,King Adora,King Adora,Q2256,Birmingham,musical group,England
King Creature [46QhoDm6p3GxNv4c3rcDbc],46QhoDm6p3GxNv4c3rcDbc,Q105085995,King Creature,King Creature,,,musical group,United Kingdom
King Crimson [7M1FPw29m5FbicYzS2xdpi],7M1FPw29m5FbicYzS2xdpi,Q189382,King Crimson,King Crimson,Q21,England,rock band,United Kingdom
