date,The Beatles,Alt-J,Arctic Monkeys,Belle and Sebastian,Black Sabbath,Blur,Bring Me The Horizon,CHVRCHES,Coldplay,Def Leppard,Dog Is Dead,Duran Duran,ELO,Echo & the Bunnymen,Editors,Florence and the Machine,Frankie Goes to Hollywood,Franz Ferdinand,Idles,Ivyrise,Jake Bugg,Kaiser Chiefs,Kiki Dee,Kosheen,London Grammar,Massive Attack,New Order,Oasis,Portishead,Primal Scream,Pulp,Simple Minds,Sisters of Mercy,Sleaford Mods,Smokie,Soft Cell,Tasmin Archer,Ten Years After,The 1975,The Clash,The Cult,The Human League,The La's,The Rolling Stones,The Smiths,The Stone Roses,The Wedding Present,The Wombats,Tricky,UB40
2020-08-23,15.384615384615385,0.0,4.615384615384616,0.0,1.5384615384615385,1.5384615384615385,1.5384615384615385,0.0,3.076923076923077,1.5384615384615385,0.0,4.615384615384616,3.076923076923077,0.0,0.0,1.5384615384615385,1.5384615384615385,0.0,7.6923076923076925,0.0,1.5384615384615385,3.076923076923077,1.5384615384615385,0.0,1.5384615384615385,0.0,0.0,0.0,0.0,1.5384615384615385,1.5384615384615385,1.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,4.615384615384616,3.076923076923077,0.0,1.5384615384615385,0.0,0.0,3.076923076923077,3.076923076923077,0.0,0.0,0.0,4.615384615384616
2020-08-30,16.923076923076923,0.0,4.615384615384616,0.0,1.5384615384615385,1.5384615384615385,1.5384615384615385,0.0,3.076923076923077,1.5384615384615385,0.0,3.076923076923077,3.076923076923077,1.5384615384615385,0.0,1.5384615384615385,1.5384615384615385,0.0,3.076923076923077,0.0,0.0,3.076923076923077,0.0,0.0,1.5384615384615385,0.0,0.0,0.0,0.0,1.5384615384615385,1.5384615384615385,1.5384615384615385,0.0,0.0,0.0,1.5384615384615385,0.0,0.0,4.615384615384616,3.076923076923077,0.0,1.5384615384615385,0.0,0.0,3.076923076923077,4.615384615384616,0.0,0.0,0.0,3.076923076923077
2020-09-06,15.384615384615385,0.0,4.615384615384616,0.0,1.5384615384615385,1.5384615384615385,1.5384615384615385,0.0,3.076923076923077,1.5384615384615385,0.0,3.076923076923077,3.076923076923077,0.0,0.0,1.5384615384615385,0.0,0.0,3.076923076923077,0.0,1.5384615384615385,1.5384615384615385,0.0,0.0,1.5384615384615385,0.0,0.0,0.0,0.0,1.5384615384615385,1.5384615384615385,1.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,3.076923076923077,1.5384615384615385,1.5384615384615385,1.5384615384615385,0.0,0.0,3.076923076923077,3.076923076923077,0.0,0.0,0.0,3.076923076923077
2020-09-13,15.384615384615385,0.0,3.076923076923077,0.0,3.076923076923077,1.5384615384615385,1.5384615384615385,0.0,3.076923076923077,1.5384615384615385,0.0,3.076923076923077,3.076923076923077,1.5384615384615385,0.0,1.5384615384615385,0.0,0.0,3.076923076923077,0.0,0.0,1.5384615384615385,0.0,0.0,1.5384615384615385,0.0,0.0,0.0,0.0,0.0,1.5384615384615385,1.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,3.076923076923077,1.5384615384615385,0.0,1.5384615384615385,0.0,0.0,3.076923076923077,3.076923076923077,0.0,0.0,0.0,3.076923076923077
2020-09-20,15.384615384615385,0.0,4.615384615384616,0.0,1.5384615384615385,1.5384615384615385,1.5384615384615385,0.0,3.076923076923077,1.5384615384615385,0.0,3.076923076923077,3.076923076923077,0.0,0.0,1.5384615384615385,1.5384615384615385,0.0,7.6923076923076925,0.0,1.5384615384615385,1.5384615384615385,0.0,0.0,4.615384615384616,0.0,0.0,0.0,0.0,1.5384615384615385,3.076923076923077,1.5384615384615385,0.0,0.0,0.0,1.5384615384615385,0.0,0.0,3.076923076923077,3.076923076923077,0.0,3.076923076923077,0.0,0.0,3.076923076923077,3.076923076923077,0.0,0.0,0.0,3.076923076923077
2020-09-27,15.384615384615385,0.0,3.076923076923077,0.0,3.076923076923077,1.5384615384615385,0.0,0.0,3.076923076923077,1.5384615384615385,0.0,3.076923076923077,3.076923076923077,1.5384615384615385,0.0,1.5384615384615385,1.5384615384615385,0.0,6.153846153846154,0.0,0.0,0.0,0.0,0.0,4.615384615384616,0.0,0.0,0.0,0.0,1.5384615384615385,1.5384615384615385,1.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,3.076923076923077,3.076923076923077,1.5384615384615385,1.5384615384615385,0.0,0.0,3.076923076923077,3.076923076923077,0.0,0.0,0.0,3.076923076923077
2020-10-04,20.0,0.0,3.076923076923077,0.0,3.076923076923077,1.5384615384615385,0.0,0.0,3.076923076923077,3.076923076923077,0.0,3.076923076923077,3.076923076923077,1.5384615384615385,0.0,1.5384615384615385,1.5384615384615385,0.0,4.615384615384616,0.0,1.5384615384615385,1.5384615384615385,0.0,0.0,3.076923076923077,0.0,0.0,0.0,0.0,1.5384615384615385,1.5384615384615385,1.5384615384615385,0.0,0.0,0.0,1.5384615384615385,0.0,0.0,3.076923076923077,3.076923076923077,1.5384615384615385,1.5384615384615385,0.0,0.0,3.076923076923077,4.615384615384616,0.0,0.0,0.0,3.076923076923077
2020-10-11,15.384615384615385,0.0,4.615384615384616,0.0,3.076923076923077,1.5384615384615385,1.5384615384615385,0.0,3.076923076923077,1.5384615384615385,0.0,3.076923076923077,3.076923076923077,1.5384615384615385,0.0,1.5384615384615385,1.5384615384615385,0.0,3.076923076923077,0.0,0.0,1.5384615384615385,0.0,0.0,1.5384615384615385,0.0,0.0,0.0,0.0,1.5384615384615385,1.5384615384615385,1.5384615384615385,0.0,0.0,0.0,1.5384615384615385,0.0,0.0,3.076923076923077,3.076923076923077,1.5384615384615385,1.5384615384615385,1.5384615384615385,0.0,3.076923076923077,3.076923076923077,0.0,0.0,0.0,3.076923076923077
2020-10-18,16.923076923076923,0.0,4.615384615384616,0.0,3.076923076923077,1.5384615384615385,3.076923076923077,0.0,3.076923076923077,1.5384615384615385,0.0,3.076923076923077,3.076923076923077,1.5384615384615385,0.0,1.5384615384615385,1.5384615384615385,0.0,1.5384615384615385,0.0,0.0,1.5384615384615385,0.0,0.0,1.5384615384615385,0.0,0.0,0.0,0.0,1.5384615384615385,1.5384615384615385,1.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,3.076923076923077,1.5384615384615385,1.5384615384615385,1.5384615384615385,0.0,0.0,3.076923076923077,4.615384615384616,0.0,0.0,0.0,3.076923076923077
2020-10-25,15.384615384615385,0.0,6.153846153846154,0.0,1.5384615384615385,1.5384615384615385,3.076923076923077,0.0,3.076923076923077,1.5384615384615385,0.0,4.615384615384616,3.076923076923077,1.5384615384615385,0.0,1.5384615384615385,1.5384615384615385,0.0,1.5384615384615385,0.0,1.5384615384615385,1.5384615384615385,0.0,0.0,1.5384615384615385,0.0,0.0,0.0,0.0,0.0,3.076923076923077,1.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,3.076923076923077,3.076923076923077,0.0,1.5384615384615385,0.0,0.0,3.076923076923077,3.076923076923077,1.5384615384615385,0.0,0.0,4.615384615384616
